col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
1,1,50,75,100,1,3,5,1,1,0.7,0.7,CS
2,2,50,75,100,1,3,5,1,1,0.7,0.7,TZ
3,3,50,75,100,1,3,5,1,1,0.7,0.1,CS
4,4,50,75,100,1,3,5,1,1,0.7,0.1,TZ
5,5,50,75,100,1,3,5,1,1,0.1,0.7,CS
6,6,50,75,100,1,3,5,1,1,0.1,0.7,TZ
7,7,50,75,100,1,3,5,1,1,0.1,0.1,CS
8,8,50,75,100,1,3,5,1,1,0.1,0.1,TZ
9,9,50,75,100,1,10,15,1,1,0.7,0.7,CS
10,10,50,75,100,1,10,15,1,1,0.7,0.7,TZ
11,11,50,75,100,1,10,15,1,1,0.7,0.1,CS
12,12,50,75,100,1,10,15,1,1,0.7,0.1,TZ
13,13,50,75,100,1,10,15,1,1,0.1,0.7,CS
14,14,50,75,100,1,10,15,1,1,0.1,0.7,TZ
15,15,50,75,100,1,10,15,1,1,0.1,0.1,CS
16,16,50,75,100,1,10,15,1,1,0.1,0.1,TZ
17,17,50,75,100,1,20,25,1,1,0.7,0.7,CS
18,18,50,75,100,1,20,25,1,1,0.7,0.7,TZ
19,19,50,75,100,1,20,25,1,1,0.7,0.1,CS
20,20,50,75,100,1,20,25,1,1,0.7,0.1,TZ
21,21,50,75,100,1,20,25,1,1,0.1,0.7,CS
22,22,50,75,100,1,20,25,1,1,0.1,0.7,TZ
23,23,50,75,100,1,20,25,1,1,0.1,0.1,CS
24,24,50,75,100,1,20,25,1,1,0.1,0.1,TZ
25,25,100,125,150,1,3,5,1,1,0.7,0.7,CS
26,26,100,125,150,1,3,5,1,1,0.7,0.7,TZ
27,27,100,125,150,1,3,5,1,1,0.7,0.1,CS
28,28,100,125,150,1,3,5,1,1,0.7,0.1,TZ
29,29,100,125,150,1,3,5,1,1,0.1,0.7,CS
30,30,100,125,150,1,3,5,1,1,0.1,0.7,TZ
31,31,100,125,150,1,3,5,1,1,0.1,0.1,CS
32,32,100,125,150,1,3,5,1,1,0.1,0.1,TZ
33,33,100,125,150,1,10,15,1,1,0.7,0.7,CS
34,34,100,125,150,1,10,15,1,1,0.7,0.7,TZ
35,35,100,125,150,1,10,15,1,1,0.7,0.1,CS
36,36,100,125,150,1,10,15,1,1,0.7,0.1,TZ
37,37,100,125,150,1,10,15,1,1,0.1,0.7,CS
38,38,100,125,150,1,10,15,1,1,0.1,0.7,TZ
39,39,100,125,150,1,10,15,1,1,0.1,0.1,CS
40,40,100,125,150,1,10,15,1,1,0.1,0.1,TZ
41,41,100,125,150,1,20,25,1,1,0.7,0.7,CS
42,42,100,125,150,1,20,25,1,1,0.7,0.7,TZ
43,43,100,125,150,1,20,25,1,1,0.7,0.1,CS
44,44,100,125,150,1,20,25,1,1,0.7,0.1,TZ
45,45,100,125,150,1,20,25,1,1,0.1,0.7,CS
46,46,100,125,150,1,20,25,1,1,0.1,0.7,TZ
47,47,100,125,150,1,20,25,1,1,0.1,0.1,CS
48,48,100,125,150,1,20,25,1,1,0.1,0.1,TZ
49,49,300,400,500,1,3,5,1,1,0.7,0.7,CS
50,50,300,400,500,1,3,5,1,1,0.7,0.7,TZ
51,51,300,400,500,1,3,5,1,1,0.7,0.1,CS
52,52,300,400,500,1,3,5,1,1,0.7,0.1,TZ
53,53,300,400,500,1,3,5,1,1,0.1,0.7,CS
54,54,300,400,500,1,3,5,1,1,0.1,0.7,TZ
55,55,300,400,500,1,3,5,1,1,0.1,0.1,CS
56,56,300,400,500,1,3,5,1,1,0.1,0.1,TZ
57,57,300,400,500,1,10,15,1,1,0.7,0.7,CS
58,58,300,400,500,1,10,15,1,1,0.7,0.7,TZ
59,59,300,400,500,1,10,15,1,1,0.7,0.1,CS
60,60,300,400,500,1,10,15,1,1,0.7,0.1,TZ
61,61,300,400,500,1,10,15,1,1,0.1,0.7,CS
62,62,300,400,500,1,10,15,1,1,0.1,0.7,TZ
63,63,300,400,500,1,10,15,1,1,0.1,0.1,CS
64,64,300,400,500,1,10,15,1,1,0.1,0.1,TZ
65,65,300,400,500,1,20,25,1,1,0.7,0.7,CS
66,66,300,400,500,1,20,25,1,1,0.7,0.7,TZ
67,67,300,400,500,1,20,25,1,1,0.7,0.1,CS
68,68,300,400,500,1,20,25,1,1,0.7,0.1,TZ
69,69,300,400,500,1,20,25,1,1,0.1,0.7,CS
70,70,300,400,500,1,20,25,1,1,0.1,0.7,TZ
71,71,300,400,500,1,20,25,1,1,0.1,0.1,CS
72,72,300,400,500,1,20,25,1,1,0.1,0.1,TZ
