col0,col1,col2,col3,col4,col5,col6
1,1,ESL Mistrzostwa Polski - Spring 2019: Division 2 Playoffs (CS:GO),2019-03-24,2019-04-02,Online,800.0
2,2,Twitch Rivals Apex Legends Rematch Challenge (EU),2019-04-02,2019-04-02,Online,75000.0
3,2,Twitch Rivals Apex Legends Rematch Challenge (NA),2019-04-02,2019-04-02,Online,75000.0
4,1,ESEA NA CS:GO MDL Season 30 - Playoffs,2019-03-21,2019-04-01,Online,35000.0
5,3,A&C Cup: Solo Edition,2019-03-31,2019-03-31,Online,1130.73
6,1,CIS ESports Invitational,2019-03-30,2019-03-31,Online,1500.0
7,4,e-sport4u Double Elimination ,,,,
8,1,ESEA NA CS:GO MDL Season 30 - All-Stars Game,2019-03-31,2019-03-31,Online,6250.0
9,1,ESL UK/IRE Premiership - Spring 2019 (CS:GO),2019-01-28,2019-03-31,"Online/Finals: Manchester, England, UK",17855.21
10,2,GG.BET AFL Frag Hunters,2019-03-31,2019-03-31,Online,1700.41
11,1,Go4CS:GO EU ,,,,
12,5,GrubHub Sunday Showdown week 6,2019-03-31,2019-03-31,Online,12345.0
13,5,Luxe Cup - NA East,2019-03-30,2019-03-31,Online,30000.0
14,5,Luxe Cup - NA West,2019-03-30,2019-03-31,Online,10000.0
15,5,Luxe Cup - Oceania,2019-03-30,2019-03-31,Online,5000.0
16,5,Luxe Cup - South America,2019-03-30,2019-03-31,Online,7500.0
17,1,Mythic Cup ,,,,
18,6,Mythic Invitational,2019-03-28,2019-03-31,"Boston, USA",1000000.0
19,3,Trackmania Grand League - Step 6,2019-03-31,2019-03-31,Online,568.14
20,1,UML Season 1: Finals,2019-03-30,2019-03-31,"Osnabrück, Lower Saxony, Germany",100000.0
21,2,Apex Legends Challenge Asia Cup Finals,2019-03-30,2019-03-30,Online,71500.0
22,1,GG.Bet Sydney Invitational,2019-03-25,2019-03-30,Online,5000.0
23,7,MT Weekend 5x5 Cup ,,,,
24,2,T1 x FACEIT Apex Legends Invitational,2019-03-30,2019-03-30,Online,25000.0
25,2,UMG Apex Legends Series Week 4,2019-03-30,2019-03-30,Online,4000.0
26,1,WGC 2019 Invitational,2019-03-30,2019-03-30,Nordic,160.0
27,2,WIRE Esports Apex Legends Global 1k Invitational,2019-03-30,2019-03-30,Online,1500.0
28,2,Code Red ,,,,
29,8,CSW Season 2 King of the Hill (SFV AE),2019-03-29,2019-03-29,"Bahria Town,Rawalpindi,Pakistan",4615.0
30,1,ESEA TR CS:GO Open Season 30 - Playoffs,2019-03-29,2019-03-29,Online,750.0
31,9,TRUGAMING Invitational Tekken 7,2019-03-29,2019-03-29,Saudi Arabia,95000.0
32,1,ESEA AU CS:GO MDL Season 30 - Playoffs,2019-03-24,2019-03-28,Online,10000.0
33,1,FACEIT Pro League EU March Week ,,,,
34,3,Trackmania University Cup,2019-02-26,2019-03-26,Online,226.15
35,2,Twitch Rivals Apex Legends Challenge - Road to TwitchCon (North America),2019-03-26,2019-03-26,Online,50000.0
36,2,Twitch Rivals Apex Legends Challenge Europe - Road to TwitchCon,2019-03-26,2019-03-26,Online,49250.0
37,1,Aorus League - 2019 Finals,2019-03-24,2019-03-24,"São Paulo, Brazil",4700.0
