col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
1,403937,4,111CA29BD41B5D58E053C016A9C3AAA0,2015-03-12 19:36:24,60.0,2015-03-08 12:20:42,1,263053,SAS,LBS0305/J185809+5151,,462592,LBS0305/J185809+5151,MoM,2016-05-15 00:00:00,2015-03-08 12:19:42,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
2,403937,4,111CCC8A8A1913BFE053C416A9C32A3C,2015-03-12 19:48:07,60.0,2015-03-08 12:38:41,1,263081,SAS,LBS0305/J184623+5419,,462606,LBS0305/J184623+5419,MoM,2016-05-15 00:00:00,2015-03-08 12:37:41,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
3,403937,4,111CDDC171FC174AE053C416A9C332E8,2015-03-12 19:52:56,60.0,2015-03-08 12:50:42,1,263093,SAS,LBS0305/J185507+5035,,462612,LBS0305/J185507+5035,MoM,2016-05-15 00:00:00,2015-03-08 12:49:42,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
4,403937,4,111D00EEBBC60242E053C016A9C346F2,2015-03-12 20:02:46,60.0,2015-03-08 13:08:41,1,263117,SAS,LBS0305/J183833+5218,,462624,LBS0305/J183833+5218,MoM,2016-05-15 00:00:00,2015-03-08 13:07:41,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
5,403937,4,111D2A1A9BB50F12E053C016A9C373D9,2015-03-12 20:14:17,60.0,2015-03-08 13:26:42,1,263145,SAS,LBS0305/J183217+5358,,462638,LBS0305/J183217+5358,MoM,2016-05-15 00:00:00,2015-03-08 13:25:42,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
6,403937,4,111F34CA492C1AF8E053C016A9C3DED7,2015-03-12 22:40:26,60.0,2015-03-09 08:52:29,1,263215,SAS,LBS0305/J195331+5327,,462707,LBS0305/J195331+5327,MoM,2016-05-15 00:00:00,2015-03-09 08:51:29,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
7,403937,4,111F4061000567E9E053C416A9C31789,2015-03-12 22:43:41,60.0,2015-03-09 09:04:29,1,263223,SAS,LBS0305/J195727+5127,,462711,LBS0305/J195727+5127,MoM,2016-05-15 00:00:00,2015-03-09 09:03:29,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
8,403937,4,111F57F744E625B0E053C016A9C31BF9,2015-03-12 22:50:17,60.0,2015-03-09 09:28:29,1,263239,SAS,LBS0305/J195405+5432,,462719,LBS0305/J195405+5432,MoM,2016-05-15 00:00:00,2015-03-09 09:27:29,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
9,403937,4,111F63C8B5AD6F3FE053C416A9C363A8,2015-03-12 22:53:35,60.0,2015-03-09 09:40:29,1,263247,SAS,LBS0305/J194529+5420,,462723,LBS0305/J194529+5420,MoM,2016-05-15 00:00:00,2015-03-09 09:39:29,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
10,403937,4,111F759E2D71729AE053C416A9C3154F,2015-03-12 22:58:34,60.0,2015-03-09 09:58:29,1,263259,SAS,LBS0305/J200857+5213,,462729,LBS0305/J200857+5213,MoM,2016-05-15 00:00:00,2015-03-09 09:57:29,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
11,403937,4,111F88221B37767EE053C416A9C38517,2015-03-12 23:03:45,70.0,2015-03-09 10:10:39,1,263271,SAS,LBS0305/J195957+5024,,462735,LBS0305/J195957+5024,MoM,2016-05-15 00:00:00,2015-03-09 10:09:29,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
12,403937,4,111F94270630791DE053C416A9C3E09B,2015-03-12 23:07:06,60.0,2015-03-09 10:22:29,1,263279,SAS,LBS0305/J200915+5022,,462739,LBS0305/J200915+5022,MoM,2016-05-15 00:00:00,2015-03-09 10:21:29,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
13,403937,4,111FB695F45D0321E053C416A9C33349,2015-03-12 23:16:44,60.0,2015-03-09 07:58:29,1,263303,SAS,LBS0305/J202229+5322,,462751,LBS0305/J202229+5322,MoM,2016-05-15 00:00:00,2015-03-09 07:57:29,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
14,403937,4,111FBCC7D4700479E053C416A9C3D043,2015-03-12 23:18:28,60.0,2015-03-09 08:04:29,1,263307,SAS,LBS0305/J192352+5309,,462753,LBS0305/J192352+5309,MoM,2016-05-15 00:00:00,2015-03-09 08:03:29,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
15,403937,4,111FCE0B1BEB07C9E053C416A9C31674,2015-03-12 23:23:18,60.0,2015-03-09 08:22:29,1,263319,SAS,LBS0305/J202820+5124,,462759,LBS0305/J202820+5124,MoM,2016-05-15 00:00:00,2015-03-09 08:21:29,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
16,403937,4,111FD9E08F4F5089E053C016A9C30E59,2015-03-12 23:26:36,60.0,2015-03-09 08:34:32,1,263327,SAS,LBS0305/J203139+5157,,462763,LBS0305/J203139+5157,MoM,2016-05-15 00:00:00,2015-03-09 08:33:32,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
17,403937,4,11204C7C3B422352E053C416A9C3709F,2015-03-12 23:58:39,60.0,2015-03-09 08:18:48,1,263405,SAS,LBS0305/J192300+5636,,462836,LBS0305/J192300+5636,MoM,2016-05-15 00:00:00,2015-03-09 08:17:48,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
18,403937,4,11205DBAA4BF7C77E053C016A9C3487C,2015-03-13 00:03:28,60.0,2015-03-09 09:36:48,1,263417,SAS,LBS0305/J194030+5801,,462842,LBS0305/J194030+5801,MoM,2016-05-15 00:00:00,2015-03-09 09:35:48,default,Long-Baseline Pipeline,1,1,LongBaselinePipeline
