col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
294676.0,3359713.0,30.3519,-89.1362,Target_1,faux vineyard green,1,1.0,2,1,rev 4 - 4.24.2013 - tcg@cise.ufl.edu,
294725.1667,3359722.1667,30.352,-89.1357,Target_2,red,0,6.0,1,0,,
294719.1667,3359719.0833,30.3519,-89.1357,Target_3,black,0,6.0,1,0,,
294717.3333,3359732.1667,30.3521,-89.1358,Target_4,blue,0,6.0,1,0,,
294723.5833,3359734.3333,30.3521,-89.1357,Target_5,green,0,6.0,1,0,,
294648.0,3359828.4,30.3529,-89.1365,Target_6,pea green,0,3.0,2,2,,
294622.0,3359837.0,30.353,-89.1368,Target_7,pea green,0,0.5,4,0,,
294614.8,3359806.3,30.3527,-89.1369,Target_8,faux vineyard green,0,3.0,1,2,,
294604.0,3359803.0,30.3527,-89.137,Target_9,faux vineyard green,0,1.0,3,2,,
294595.0,3359815.0,30.3528,-89.1371,Target_10,dark green,0,1.0,3,2,,
294582.0,3359808.0,30.3527,-89.1371,Target_11,dark green,0,0.5,4,2,,
294582.25,3359784.25,30.3526,-89.1372,Target_12,dark green,0,3.0,4,1,,
294635.5,3359873.0,30.3533,-89.1367,Target_13,pea green,0,1.0,4,2,,
294801.0,3359751.0,30.3523,-89.1349,Target_14,brown,0,1.0,2,0,,
294791.25,3359767.25,30.3524,-89.135,Target_15,brown,0,3.0,2,2,,
294783.3333,3359783.0,30.3526,-89.1351,Target_16,brown,0,0.5,4,2,,
294812.0,3359730.0,30.352,-89.1348,Target_17,dark green,1,3.0,4,2,,
294823.0,3359721.5,30.352,-89.1346,Target_18,dark green,1,1.0,4,2,,
294834.0,3359707.0,30.3518,-89.1345,Target_19,dark green,1,0.5,4,1,,
294856.0,3359687.0,30.3517,-89.1343,Target_20,vineyard green,0,1.0,2,2,,
294871.0,3359698.0,30.3518,-89.1342,Target_21,vineyard green,0,3.0,4,2,,
294887.0,3359689.0,30.3517,-89.134,Target_22,vineyard green,0,0.5,4,2,,
294808.0,3359707.0,30.3519,-89.1348,Target_23,brown,1,3.0,4,2,,
294799.25,3359687.9167,30.3517,-89.1349,Target_24,brown,1,3.0,2,2,,
294818.0,3359673.0,30.3516,-89.1347,Target_25,brown,1,0.5,4,2,,
294821.0,3359665.0,30.3515,-89.1347,Target_26,brown,1,0.5,3,0,,
294792.0,3359701.0,30.3518,-89.135,Target_27,brown,1,1.0,4,2,,
294778.0,3359696.9,30.3518,-89.1351,Target_28,brown,1,1.0,4,1,,
294769.0,3359673.9,30.3516,-89.1352,Target_29,pea green,0,3.0,4,2,,
294674.375,3359829.9167,30.3529,-89.1362,Target_30,faux vineyard green,1,3.0,1,0,,
294687.1875,3359835.75,30.353,-89.1361,Target_31,faux vineyard green,1,1.0,1,0,,
294699.5,3359842.5,30.3531,-89.136,Target_32,faux vineyard green,1,0.5,2,0,,
294696.3182,3359849.0,30.3531,-89.136,Target_33,dark green,1,3.0,1,0,,
294682.75,3359842.5,30.3531,-89.1362,Target_34,dark green,1,1.0,1,0,,
294672.0,3359836.0,30.353,-89.1363,Target_35,dark green,1,0.5,4,0,,
294694.5,3359699.0,30.3517,-89.136,Target_36,faux vineyard green,0,3.0,4,2,,
294674.0,3359678.0,30.3516,-89.1362,Target_37,faux vineyard green,1,0.5,3,0,,
294760.6923,3359678.1538,30.3516,-89.1353,Target_38,pea green,1,3.0,1,2,,
294781.0,3359667.0,30.3515,-89.1351,Target_39,pea green,1,1.0,4,2,,
294771.0,3359662.0,30.3514,-89.1352,Target_40,pea green,1,1.0,3,2,,
294784.5,3359650.5,30.3513,-89.1351,Target_41,pea green,1,0.5,3,2,,
294791.8,3359643.7,30.3513,-89.135,Target_42,pea green,1,0.5,4,2,,
294756.6522,3359662.2609,30.3514,-89.1353,Target_43,pea green,1,3.0,1,1,,
294751.9,3359671.9,30.3515,-89.1354,Target_44,pea green,1,1.0,2,0,,
294749.0,3359681.0,30.3516,-89.1354,Target_45,pea green,1,0.5,3,0,,
294745.0,3359657.0,30.3514,-89.1355,Target_46,brown,1,0.5,4,1,,
294740.5882,3359666.4118,30.3515,-89.1355,Target_47,brown,1,1.0,1,0,,
294737.375,3359677.125,30.3516,-89.1356,Target_48,brown,1,3.0,1,0,,
294712.0,3359650.0,30.3513,-89.1358,Target_49,brown,1,1.0,4,1,,
294691.0,3359647.0,30.3513,-89.136,Target_50,dark green,1,3.0,4,2,,
294672.0,3359638.0,30.3512,-89.1362,Target_51,pea green,1,1.0,4,2,,
294683.0,3359623.4,30.3511,-89.1361,Target_52,pea green,1,3.0,4,2,,
294660.0,3359624.0,30.3511,-89.1364,Target_53,brown,1,3.0,4,2,,
294613.0,3359639.0,30.3512,-89.1368,Target_54,faux vineyard green,1,1.0,3,1,,
294625.0,3359603.0,30.3509,-89.1367,Target_55,faux vineyard green,1,0.5,4,2,,
294640.0,3359593.1,30.3508,-89.1365,Target_56,faux vineyard green,0,3.0,4,2,,
