col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
2,1111,現金,1,1,0,0,55.0,/1000/1100/1111,1,1,1,1,1,0,,0,1,1
3,1121,小口現金,1,1,0,1,55.0,/1000/1100/1121,1,1,1,1,1,0,,0,1,1
4,1211,当座預金,1,1,1,3,55.0,/1000/1100/1211,1,1,1,1,1,0,,0,1,0
5,1311,普通預金,1,1,0,2,55.0,/1000/1100/1311,1,1,4,1,1,0,,0,1,0
6,1551,売掛金,1,1,0,9,55.0,/1000/1100/1551,1,1,3,1,1,0,,0,1,0
7,1821,立替金,1,1,0,5,55.0,/1000/1100/1821,1,1,1,1,1,0,,0,1,1
63,1841,前払費用,1,1,0,7,55.0,/1000/1100/1841,1,1,1,1,1,0,,0,1,0
103,1861,未収還付法人税等,1,1,0,8,55.0,/1000/1100/1861,1,1,10,0,1,0,,0,1,1
8,1881,仮払金,1,1,0,4,55.0,/1000/1100/1881,1,1,1,1,1,0,,0,1,1
9,1891,仮払消費税,1,1,0,10,55.0,/1000/1100/1891,1,1,1,1,1,0,,0,1,0
10,2161,工具器具備品,1,1,0,0,89.0,/1000/2100/2110/2161,1,1,1,1,2,1,2.0,0,1,0
93,2901,事業主貸,1,1,0,2,2.0,/1000/2901,1,1,1,1,1,0,,0,1,0
12,3141,買掛金,2,2,0,1,45.0,/3000/3141,1,1,7,1,1,0,,1,1,0
13,3171,未払金（従業員）,2,2,0,0,76.0,/3000/3170/3171,1,0,2,1,1,0,,1,1,0
77,3172,未払金（取引先）,2,2,0,1,76.0,/3000/3170/3172,1,0,7,0,1,0,,1,1,0
41,3183,未払費用,2,2,0,3,45.0,/3000/3183,1,1,1,1,1,0,,1,1,0
88,3184,未払費用（従業員）,2,2,0,0,41.0,/3000/3183/3184,1,0,2,1,1,0,,1,1,1
14,3191,未払消費税,2,2,0,4,45.0,/3000/3191,1,1,13,0,1,0,,0,1,1
15,3201,仮受消費税,2,2,0,5,45.0,/3000/3201,1,1,1,1,1,0,,0,1,0
16,4221,受取利息,2,3,0,0,58.0,/6000/6200/4221,1,1,1,1,1,0,,0,1,0
18,6121,売上高,2,4,0,1,47.0,/6000/6121,1,1,6,1,2,0,,0,1,0
19,8322,役員給与,1,5,0,4,50.0,/8000/8300/8322,1,1,2,0,1,0,,0,1,1
102,8326,給与手当,1,5,0,5,50.0,/8000/8300/8326,1,1,1,0,1,0,,0,1,1
20,8451,福利厚生費,1,5,0,1,50.0,/8000/8300/8451,1,1,1,1,2,0,,0,1,0
21,8471,旅費交通費,1,5,0,2,50.0,/8000/8300/8471,1,1,1,1,2,0,,0,1,0
22,8481,通信費,1,5,0,3,50.0,/8000/8300/8481,1,1,1,1,2,0,,0,1,0
23,8491,接待交際費,1,5,0,24,50.0,/8000/8300/8491,1,1,9,1,2,0,,0,1,0
24,8521,会議費,1,5,0,14,50.0,/8000/8300/8521,1,1,1,1,2,0,,0,1,0
25,8531,減価償却費,1,5,0,13,50.0,/8000/8300/8531,1,1,1,1,1,0,,0,1,0
26,8551,地代家賃,1,5,0,12,50.0,/8000/8300/8551,1,1,5,1,2,0,,0,1,0
27,8591,水道光熱費,1,5,0,11,50.0,/8000/8300/8591,1,1,1,1,2,0,,0,1,1
28,8611,燃料費,1,5,0,10,50.0,/8000/8300/8611,1,1,1,1,2,0,,0,1,0
29,8621,消耗品費,1,5,0,9,50.0,/8000/8300/8621,1,1,1,1,2,0,,0,1,1
30,8661,事務用品費,1,5,0,8,50.0,/8000/8300/8661,1,1,1,1,2,0,,0,1,0
31,8681,支払手数料,1,5,0,18,50.0,/8000/8300/8681,1,1,1,1,2,0,,0,1,0
32,8711,新聞図書費,1,5,0,16,50.0,/8000/8300/8711,1,1,1,1,2,0,,0,1,0
33,4311,資本金,2,3,0,0,46.0,/4000/4311,1,1,1,1,1,0,,0,1,0
90,4312,元入金,2,3,0,1,46.0,/4000/4312,1,1,1,1,1,0,,0,1,0
91,4313,事業主借,2,3,0,2,1.0,/4000/4313,1,1,1,1,1,0,,0,1,0
34,8461,荷造運賃,1,5,0,15,50.0,/8000/8300/8461,1,1,1,1,2,0,,0,1,0
35,8831,創立費償却,1,5,0,1,51.0,/8000/8800/8831,1,1,1,1,1,0,,0,1,0
36,8811,雑費,1,5,0,23,50.0,/8000/8300/8811,1,1,1,1,2,0,,0,1,0
37,8361,広告宣伝費,1,5,0,22,50.0,/8000/8300/8361,1,1,1,1,2,0,,0,1,1
38,8311,租税公課,1,5,0,21,50.0,/8000/8300/8311,1,1,1,1,1,0,,0,1,0
39,3301,預り金,2,2,0,6,45.0,/3000/3301,1,1,1,1,1,0,,0,1,0
40,8441,法定福利費,1,5,0,20,50.0,/8000/8300/8441,1,1,1,1,1,0,,0,1,1
42,8691,顧問料,1,5,0,17,50.0,/8000/8300/8691,1,1,1,1,2,0,,0,1,0
43,8721,研修費,1,5,0,19,50.0,/8000/8300/8721,1,1,1,1,2,0,,0,1,1
44,1000,資産の部,1,1,0,0,,/1000,1,1,1,1,1,0,,0,0,1
45,3000,負債の部,2,2,0,2,,/3000,1,1,1,1,1,0,,0,0,1
46,4000,純資産の部,2,3,0,3,,/4000,1,1,1,1,1,0,,0,0,1
47,6000,収益の部,2,4,0,4,,/6000,1,1,1,1,1,0,,0,0,1
48,8000,費用の部,1,5,0,1,,/8000,1,1,1,1,1,0,,0,0,1
49,8101,売上原価,1,5,0,0,48.0,/8000/8101,1,1,1,1,1,0,,0,1,0
50,8300,販売費および一般管理費,1,5,0,1,48.0,/8000/8300,1,1,1,1,1,0,,0,0,0
51,8800,営業外費用,1,5,0,2,48.0,/8000/8800,1,1,1,1,1,0,,0,1,0
52,8822,雑損,1,5,0,2,51.0,/8000/8800/8822,1,1,1,1,1,0,,0,1,0
53,2200,繰延資産,1,1,0,2,44.0,/1000/2200,1,1,1,1,1,0,,0,0,0
54,2251,開業費,1,1,0,0,53.0,/1000/2200/2251,1,1,1,1,2,0,,0,1,1
55,1100,流動資産,1,1,0,0,44.0,/1000/1100,1,1,1,1,1,0,,0,0,1
56,2100,固定資産,1,1,0,1,44.0,/1000/2100,1,1,1,1,1,0,,0,0,1
57,0,諸口,0,0,0,99,,/0,0,0,1,1,1,0,,0,1,1
58,6200,営業外収益,2,4,0,2,47.0,/6000/6200,1,1,1,1,1,0,,0,0,0
59,6300,特別利益,2,4,0,0,47.0,/6000/6300,1,1,1,1,1,0,,0,1,1
60,8900,特別損失,1,5,0,3,48.0,/8000/8900,1,1,1,1,1,0,,0,1,1
61,4411,資本剰余金,2,3,0,1,46.0,/4000/4411,1,1,1,1,1,0,,0,0,1
62,4511,利益剰余金,2,3,0,2,46.0,/4000/4511,1,1,1,1,1,0,,0,0,1
64,4231,雑収入,2,4,0,1,58.0,/6000/6200/4231,1,1,1,1,1,0,,0,1,0
65,8911,法人税等,1,5,0,4,48.0,/8000/8911,1,1,10,0,1,0,,0,1,1
66,3185,未払法人税等,2,2,0,7,45.0,/3000/3185,1,1,1,1,1,0,,0,1,0
67,8722,諸会費,1,5,0,0,50.0,/8000/8300/8722,1,1,1,1,2,0,,0,1,0
68,3401,短期借入金,2,2,0,0,45.0,/3000/3401,1,1,1,1,1,0,,0,1,1
69,8332,外注費,1,5,0,6,50.0,/8000/8300/8332,1,1,7,1,2,0,,0,1,1
70,8342,業務委託費,1,5,0,7,50.0,/8000/8300/8342,1,1,7,1,2,0,,0,1,1
71,2999,支店勘定,1,1,0,3,44.0,/1000/2999,2,1,1,1,1,0,,0,1,1
72,4999,本店勘定,2,3,0,3,46.0,/4000/4999,2,1,1,1,1,0,,0,1,1
73,8888,費用配賦,2,4,0,0,50.0,/6000/6300/8888,2,1,8,1,1,0,,0,1,1
74,8889,費用負担,1,5,0,26,50.0,/8000/8300/8889,2,1,1,1,1,0,,0,1,1
75,8841,支払利息,1,5,0,0,51.0,/8000/8800/8841,1,1,1,1,1,0,,0,1,0
76,3170,未払金,2,2,0,2,45.0,/3000/3170,1,1,1,1,1,0,,0,0,0
78,4513,利益準備金,2,3,0,0,62.0,/4000/4511/4513,1,1,1,1,1,0,,0,1,0
79,4515,その他利益剰余金,2,3,0,2,62.0,/4000/4511/4515,1,1,1,1,1,0,,0,1,0
80,4516,繰越利益剰余金,2,3,0,1,62.0,/4000/4511/4516,1,1,1,1,1,0,,0,1,1
81,4413,資本準備金,2,3,0,0,61.0,/4000/4411/4413,1,1,1,1,1,0,,0,1,0
82,4415,その他資本剰余金,2,3,0,1,61.0,/4000/4411/4415,1,1,1,1,1,0,,0,1,1
83,1851,仮資産,1,1,0,8,55.0,/1000/1100/1851,2,1,1,1,1,0,,0,1,0
84,1831,立替金（部門）,1,1,0,6,55.0,/1000/1100/1831,2,1,1,1,1,0,,0,1,1
85,3501,仮負債,2,2,0,8,45.0,/3000/3501,2,1,1,1,1,0,,0,1,0
86,8988,法人税等配賦,1,5,0,83,48.0,/8000/8988,2,1,1,1,1,0,,0,1,0
87,8989,法人税等負担,1,5,0,84,48.0,/8000/8989,2,1,1,1,1,0,,0,1,0
89,2110,有形固定資産,1,1,0,0,56.0,/1000/2100/2110,1,1,1,1,1,1,1.0,0,0,0
98,1811,預け金,1,1,0,2,55.0,/1000/1100/1811,1,1,11,1,1,0,,0,1,0
99,1400,有価証券,1,1,0,3,55.0,/1000/1100/1400,1,1,1,1,1,0,,0,0,0
100,1410,売買目的有価証券,1,1,0,0,99.0,/1000/1100/1400/1410,1,0,1,1,1,0,,0,1,0
101,1420,投資有価証券,1,1,0,1,99.0,/1000/1100/1400/1420,1,0,1,1,1,0,,0,1,0
105,3352,未払役員賞与,2,2,0,2,45.0,/3000/3352,1,1,1,1,1,0,,0,0,0
