col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
NORTHERN_AFRICA,1,1,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,60,6.0,0.009655602,1.43,9.6556e-05,30,0.00096556,5,500,1.07685e-05,16
CONGO_BASIN,2,1,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,20,100,6.0,0.000376827,1.5,0.0,30,3.76827e-06,5,500,1.4999e-06,16
FRANCOPHONE,3,1,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,20,100,6.0,0.000442657,1.5,0.0,30,4.42657e-06,20,500,1.44559e-06,16
SADC,4,1,0,1.0,0.0,0.0,0.0,0,1,14,4.0,5,14,4.0,5,4.0,10,80,5.0,0.000402914,1.5,4.02914e-08,30,4.02914e-06,20,700,3.90023e-05,16
CARIBBEAN,5,1,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,50,5.0,0.061264538,1.38,6.12645e-05,30,0.000612645,5,500,9.65936e-06,16
SOUTHERN_CONE,6,1,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,60,5.0,0.154029115,0.7,0.000154029,30,0.001540291,5,700,1.25475e-05,16
CENTRAL_AMERICA,7,1,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,60,5.0,0.03619111,1.43,3.61911e-05,30,0.000361911,5,700,1.78745e-05,16
ANDEAN_REGION,8,1,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,60,5.0,0.061611646,1.3,6.16116e-05,30,0.000616116,5,700,1.37703e-05,16
NORTH_AMERICA,9,1,0,1.0,0.0,0.0,0.0,0,1,14,4.0,5,14,4.0,5,4.0,10,50,4.0,0.240946033,0.5,0.001881595,30,0.0,20,1000,0.0,16
BRAZIL,10,1,0,1.0,0.0,0.055873669,0.083810504,0,1,14,5.0,5,14,5.0,5,5.0,10,60,5.0,0.048731231,0.69286,4.87312e-05,30,0.000487312,5,700,9.21074e-05,16
RABIES_FREE_ASIA,11,0,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,50,5.0,0.0,0.5,0.0,30,0.0,20,700,0.0,16
ASIA_2,12,1,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,100,6.0,0.007970942,1.2,7.97094e-06,30,7.97094e-05,5,500,1.18826e-07,16
ASIA_3,13,1,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,80,6.0,0.001359473,1.1,1.35947e-06,30,1.35947e-05,5,500,7.44738e-06,16
ASIA_4,14,1,0,0.1,0.9,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,60,5.0,0.007468852,1.186,0.000177856,30,0.000149377,5,700,1.77194e-05,16
INDIA,15,1,0,0.852,0.148,0.000130435,0.00026087,0,1,14,5.0,5,14,5.0,5,5.0,10,60,4.852,0.006861732,1.086,6.86173e-05,30,6.86173e-05,5,500,7.98706e-08,16
CHINA,16,1,0,1.0,0.0,0.0126,0.0084,0,1,14,4.5,5,14,4.5,5,4.5,10,60,4.5,0.00288004,1.086,2.88004e-06,30,2.88004e-05,5,500,2.13197e-06,16
INDONESIA,17,1,0,1.0,0.0,0.003249631,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,80,5.0,0.010999999,1.186,1.1e-05,30,0.00011,5,500,4.30076e-08,16
MIDDLE_EAST,18,1,0,1.0,0.0,0.094523924,0.283571772,0,1,14,5.0,5,14,5.0,5,5.0,10,50,5.0,0.005213094,0.5,5.21309e-06,30,5.21309e-05,5,700,1.04205e-05,16
RABIES_FREE_OCE,19,0,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,50,5.0,0.0,0.5,0.001881595,30,0.001881595,20,700,0.0,16
RABIES_FREE_EU,20,0,0,1.0,0.0,0.0,0.0,0,1,14,4.0,5,14,4.0,5,4.0,10,50,4.0,0.095050496,0.5,0.00950505,30,9.50505e-05,5,700,0.0,16
EASTERN_EUROPE,21,1,0,1.0,0.0,0.073653893,0.22096168,0,1,14,5.0,5,14,5.0,5,5.0,10,50,5.0,0.035883737,0.8,0.003588374,30,3.58837e-05,5,700,2.14304e-05,16
EURASIA,22,1,0,1.0,0.0,0.0,0.0,0,1,14,5.0,5,14,5.0,5,5.0,10,50,5.0,0.005744133,0.7,5.74413e-05,30,5.74413e-05,5,700,1.77182e-05,16
