col0,col1,col2
'EPCursor.Data.HasDragged',0,
'EPCursor.Data.OriginX',21,
'EPCursor.Data.OriginY',12,
'EPCursor.Data.Placement',2,
'EPCursor.Data.Style',2,
'EPCursor.IsRoot',0,
'EPCursor.Schema',1,
'EPFreerunWaveform.Data.AudioVolume',100,
EPFreerunWaveform.Data.Color',16777215,x
'EPFreerunWaveform.Data.IsAlarmedWave',0,
'EPFreerunWaveform.Data.OriginalDecim',10,
'EPFreerunWaveform.Data.Resolution',16,
'EPFreerunWaveform.Data.SequenceNumber',1,
'EPFreerunWaveform.Data.Visible',1,
'EPFreerunWaveform.IsRoot',0,
'EPFreerunWaveform.Schema',1,
'EPGroup.Data.CaptureEnable',0,
EPGroup.Data.DisplayMode',65544,
'EPGroup.Data.RollingWindow',0,
'EPGroup.Data.SignalType',3,
'EPGroup.Data.State',2,
'EPGroup.Data.SweepsPerAvg',1000,
'EPGroup.IsRoot',0,
'EPGroup.Schema',1,
'EPPatient.Data.Connections.Client.ProcessId',3356,
'EPPatient.Data.Info.Personal.HeightFeet',0,
'EPPatient.Data.Info.Personal.HeightInches',0,
'EPPatient.Data.IsNew',0,
'EPPatient.Data.IsRemote',0,
'EPPatient.Data.IsReview',1,
'EPPatient.Data.Schema',1,
'EPPatient.IsRoot',1,
'EPPatient.Schema',1,
'EPSet.Data.IOMLocalObject',1,
'EPSet.Data.IsActive',0,
'EPSet.Data.NumAccepted',1000,
'EPSet.Data.NumRejected',4,
'EPSet.Data.SetNumber',3,
'EPSet.IsRoot',0,
'EPSet.Schema',1,
'EPStudy.Data.CommChannelHandle',721782,
EPStudy.Data.IOMUIVersionHigh',262144,x
'EPStudy.Data.IOMUIVersionLow',96,
EPStudy.Data.ProductVersionHigh',262144,x
EPStudy.Data.ProductVersionLow',96,
'EPStudy.IsRoot',0,
'EPStudy.Schema',1,
'EPTest.Data.Settings.BoardRevision',2,
'EPTest.Data.Settings.CursorCalc.000.AlarmInPrcnt',1,
'EPTest.Data.Settings.CursorCalc.000.AreaType',0,
'EPTest.Data.Settings.CursorCalc.000.DisplayType',-1,
'EPTest.Data.Settings.CursorCalc.000.IsMarker',1,
'EPTest.Data.Settings.CursorCalc.000.ValueType',1,
'EPTest.Data.Settings.CursorDef.000.IsMarker',1,
'EPTest.Data.Settings.CursorDef.000.Placement',2,
'EPTest.Data.Settings.CursorDef.000.Style',2,
'EPTest.Data.Settings.CursorDef.000.UseType',0,
'EPTest.Data.Settings.CursorDef.000.VisiblePlacementOnly',0,
'EPTest.Data.Settings.EEG.AppliedMontageKeyTree.Schema',2,
'EPTest.Data.Settings.EEG.AppliedMontageKeyTree.SpecDecimation',1,
'EPTest.Data.Settings.EEG.AppliedMontageKeyTree.SpecNumBins',5,
'EPTest.Data.Settings.EEG.AppliedMontageKeyTree.SpecResolution',512,
'EPTest.Data.Settings.EEG.AppliedMontageKeyTree.SpecType',0,
'EPTest.Data.Settings.EEG.Reference',0,
'EPTest.Data.Settings.EEG.TrueDifferential',0,
'EPTest.Data.Settings.Electrodes.000.PhysElectrode',0,
'EPTest.Data.Settings.ForceFixChanMap',0,
'EPTest.Data.Settings.GroupDef.000.CaptureEnable',0,
'EPTest.Data.Settings.GroupDef.000.CollectMaxData',0,
'EPTest.Data.Settings.GroupDef.000.DesiredUpdateInterval',200,
'EPTest.Data.Settings.GroupDef.000.DiscreteReadings',0,
'EPTest.Data.Settings.GroupDef.000.DisplayMode',65544,
'EPTest.Data.Settings.GroupDef.000.EMGCableMode',0,
'EPTest.Data.Settings.GroupDef.000.FWaveFilter',0,
'EPTest.Data.Settings.GroupDef.000.ForcedDecimation',0,
'EPTest.Data.Settings.GroupDef.000.IsEegGroup',0,
'EPTest.Data.Settings.GroupDef.000.LimitedHBDecimation',0,
'EPTest.Data.Settings.GroupDef.000.Location',2,
'EPTest.Data.Settings.GroupDef.000.NumDivisionsToCollect',10,
'EPTest.Data.Settings.GroupDef.000.PreTriggerDCOffset',0,
'EPTest.Data.Settings.GroupDef.000.RollingWindow',0,
'EPTest.Data.Settings.GroupDef.000.ShowLiveTriggered',0,
'EPTest.Data.Settings.GroupDef.000.SignalType',3,
'EPTest.Data.Settings.GroupDef.000.SpecialType',0,
'EPTest.Data.Settings.GroupDef.000.StartOnTestActivation',0,
'EPTest.Data.Settings.GroupDef.000.SweepsPerAvg',1000,
'EPTest.Data.Settings.HBType',71,
'EPTest.Data.Settings.HardwareConfig',6,
'EPTest.Data.Settings.IChans.000.AudioVolume',0,
'EPTest.Data.Settings.IChans.000.IsSquelch',0,
'EPTest.Data.Settings.IChans.000.LogicalChan',0,
'EPTest.Data.Settings.IChans.000.OldLogChan',-1,
'EPTest.Data.Settings.IChans.000.Resolution',16,
'EPTest.Data.Settings.IsEMGTest',0,
'EPTest.Data.Settings.ManufacturingTest.CyclingPeriod',0,
'EPTest.Data.Settings.ManufacturingTest.IsCrossTalkTest',0,
'EPTest.Data.Settings.ManufacturingTest.IsManufacturingTest',0,
EPTest.Data.Settings.OChans.000.Color',16777215,x
'EPTest.Data.Settings.OChans.000.FilteringStyle',0,
'EPTest.Data.Settings.OChans.000.IsChannelEnabled',1,
'EPTest.Data.Settings.OChans.000.IsChannelTrigger',0,
'EPTest.Data.Settings.OChans.000.IsRejectionOnStimSaturation',0,
'EPTest.Data.Settings.Stims.000.AudStimOutput',0,
'EPTest.Data.Settings.Stims.000.AudioOnset',2,
'EPTest.Data.Settings.Stims.000.AudioRamp',3,
'EPTest.Data.Settings.Stims.000.Colour',0,
'EPTest.Data.Settings.Stims.000.ConstVoltage',1,
'EPTest.Data.Settings.Stims.000.ContraMode',10,
'EPTest.Data.Settings.Stims.000.Delay',0,
'EPTest.Data.Settings.Stims.000.DeviceType',-1,
'EPTest.Data.Settings.Stims.000.Divisions',16,
'EPTest.Data.Settings.Stims.000.IpsiMode',6,
'EPTest.Data.Settings.Stims.000.IsActiveHigh',1,
'EPTest.Data.Settings.Stims.000.IsOutput',1,
'EPTest.Data.Settings.Stims.000.Mode',12,
'EPTest.Data.Settings.Stims.000.NumberOfPhases',1,
'EPTest.Data.Settings.Stims.000.OnTimeline',0,
'EPTest.Data.Settings.Stims.000.PhysNum',1,
'EPTest.Data.Settings.Stims.000.Polarity',0,
'EPTest.Data.Settings.Stims.000.PrimingPulses',0,
'EPTest.Data.Settings.Stims.000.PulsesPerTrain',2,
'EPTest.Data.Settings.Stims.000.RelayPort',0,
'EPTest.Data.Settings.Stims.000.RelaySwitchDelay',0,
'EPTest.Data.Settings.Stims.000.SwStimId',0,
'EPTest.Data.Settings.Stims.000.VisualField',3,
'EPTest.Data.Settings.Stims.000.VisualFlash',0,
'EPTest.Data.Settings.Stims.000.VisualStimOutput',0,
'EPTest.Data.Settings.Stims.000.VisualTrigger',0,
'EPTest.Data.Settings.Timelines.000.IsEnabled',1,
'EPTest.Data.Settings.Timelines.000.IsPaused',0,
'EPTest.Data.Settings.Timelines.000.IsRunning',0,
'EPTest.Data.Settings.Timelines.000.IsWaiting',0,
EPTest.Data.Settings.Timelines.000.RestartDelay',2147483647,x
'EPTest.Data.Settings.Timelines.000.Type',0,
'EPTest.Data.SimulationMode',0,
'EPTest.Data.State',0,
'EPTest.Data.StimboxConnected',1,
'EPTest.Data.TestSetObjCount',0,
'EPTest.IsRoot',0,
'EPTest.Schema',1,
'EPTrace.Data.OriginX',0,
'EPTrace.Data.OriginY',375,
'EPTrace.Data.RawSweepsMode',1,
'EPTrace.Data.RejectionOriginator',0,
'EPTrace.Data.STLiveNumAccepted',1,
'EPTrace.Data.State',0,
'EPTrace.IsRoot',0,
'EPTrace.Schema',1,
'EPTriggeredWaveform.Data.AudioVolume',100,
'EPTriggeredWaveform.Data.Baseline',0,
EPTriggeredWaveform.Data.Color',16777215,x
'EPTriggeredWaveform.Data.IOMLocalObject',1,
'EPTriggeredWaveform.Data.IsAlarmedWave',0,
