col0,col1,col2
DecomposableSystem,hasComponent,UnitAssembly
AircraftWakeCategory,wingSpanHighBound,integer
AircraftWakeCategory,maxTakeoffWeightHighBound,integer
AircraftWakeCategory,wingSpanLowBound,integer
AircraftWakeCategory,maxTakeoffWeightLowBound,integer
AircraftWakeCategory,wakeCategoryID,string
Aircraft,numberOfSeats,integer
Aircraft,modeSCode,string
Aircraft,aircraftSerialNumber,string
Aircraft,registrationNumber,string
Aircraft,aircraftRegistrant,string
Aircraft,certificateIssueDate,date
Aircraft,aircraftModelCertainty,float
Aircraft,hasAircraftModel,AircraftModel
Aircraft,numberOfEngines,integer
EngineType,engineTypeDescription,string
AircraftWeightClass,aircraftWeightHighBound,integer
AircraftWeightClass,aircraftWeightLowBound,integer
EngineeredSystem,modelID,string
EngineeredSystem,manufactureYear,integer
EngineeredSystem,manufacturedBy,AviationIndustryManufacturer
AircraftModel,cicttNumber,integer
AircraftModel,isAircraftType,AircraftType
AircraftModel,designedBy,AirframeManufacturer
AircraftModel,numberOfEngines,integer
AircraftType,aircraftTypeDesignator,string
AircraftType,hasAircraftWeightClass,AircraftWeightClass
AircraftType,hasAircraftEngineType,EngineType
AircraftType,hasAircraftWakeCategory,AircraftWakeCategory
Bound,hasAircraftWeightClass,Weight
