col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
,,,,,,,,,,,,,,
1.0,"U7,U8,U19",QFN14(2X2MM),3.0,TPL-0102,Texas Instruments,TPL0102-100RUCR,Digital Potentiometer ICs Digital Potentiometer ICs 256 Taps Dual Ch Digital Pot,595-TPL0102-100RUCR,,,296-28379-1-ND,,,
4.0,"U2,U1,U3,U4,U9,U10,U11,U15,U21",MSOP-8_3x3mm_Pitch0.65mm,9.0,ADA4528-1,Analog Devices Inc.,ADA4528-1ARMZ,Precision Amplifiers Precision Amplifiers 5V Ultralow Noise Zero-Drift RRIO Dual,584-ADA4528-1ARMZ,,,ADA4528-1ARMZ-R7CT-ND,,,
6.0,"U6,U5,U12,U13,U16,U22",MSOP-8_3x3mm_Pitch0.65mm,6.0,ADA4528-2,Analog Devices Inc.,ADA4528-2ARMZ,Precision Amplifiers Precision Amplifiers 18V LowPower RRIO Untrimmed CmosAmp,584-ADA4528-2ARMZ,,,ADA4528-2ARMZ-R7CT-ND,,,
21.0,U14,TSSOP-14_4.4x5mm_Pitch0.65mm,1.0,MCP3424,Microchip,MCP3424-E/ST,Analog to Digital Converters - ADC Analog to Digital Converters - ADC 18B delta-sigma ADC dual Ch 4sps,579-MCP3424-E/ST,,,MCP3424-E/ST-ND,,,
22.0,U18,SOT-23-6,1.0,24AA025UID,Microchip,24AA025UIDT-I/OT,EEPROM EEPROM 2K I2C EE Unique ID,579-24AA025UIDT-I/OT,,,24AA025UIDT-I/OTCT-ND,,,
23.0,U20,SOT-23-5,1.0,REF-1930,Texas Instruments,REF1930AIDDCT,Voltage References Voltage References Dual Output Vref & Vref/2 Voltage Ref,595-REF1930AIDDCT,,,296-38443-1-ND,,,
24.0,U23,DFN-6-1EP_3x3mm_Pitch0.95mm,1.0,SHT31,Sensirion,SHT31-DIS-B,Board Mount Humidity Sensors Board Mount Humidity Sensors +/- 2%RH 8-PIN DFN pkg,403-SHT31-DIS-F,,,1649-1066-1-ND,,,
25.0,U17,MSOP-10_3x3mm_Pitch0.5mm,1.0,MCP3423,Microchip,MCP3423-E/UN,Analog to Digital Converters - ADC 18B delta-sigma ADC dual Ch 4sps,579-MCP3423-E/UN,,,MCP3423-E/UN-ND,,,
,,,,,,,,,,,,,,
3.0,"S3,S2,S1",Alphasense_B-4,12.0,Alphasense_B_Conector,Harwin,H3183-01,Circuit Board Hardware - PCB Circuit Board Hardware - PCB 1mm PC BOARD SOCKET TIN,855-H3183-01,,,952-1468-ND,,,
8.0,"P2,P1",HW4-SMD-2.0,2.0,CONN_01X04,Seedstudio,CONN_01X04,1125S-SMT-4P ,,,,,,320110030.0,
,,,,,,,,,,,,,,
