col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
rrif_pdv_25,PDV 25%,l10n_hr_chart_template_rrif,25% PDV,0.25,,False,percent,kp_rrif240012,kp_rrif240012,sale,pdv_code_o203,pdv_code_p203,pdv_code_o203,pdv_code_p203,1.0,1.0,1.0,1.0,10
rrif_pdv_25usl,PDV 25% Usluge,l10n_hr_chart_template_rrif,25% PDV usluge,0.25,,False,percent,kp_rrif240012,kp_rrif240012,sale,pdv_code_o203,pdv_code_p203,pdv_code_o203,pdv_code_p203,1.0,1.0,1.0,1.0,100
rrif_pdv_13,PDV 13%,l10n_hr_chart_template_rrif,13% PDV,0.13,,False,percent,kp_rrif240015,kp_rrif240015,sale,pdv_code_o2021,pdv_code_p2021,pdv_code_o2021,pdv_code_p2021,1.0,1.0,1.0,1.0,100
rrif_pdv_0,PDV  0%,l10n_hr_chart_template_rrif,0% PDV,0.0,,False,percent,,,sale,pdv_code_o103,,pdv_code_o103,,1.0,1.0,1.0,1.0,100
rrif_pdv_avans_25,PDV za predujam 25%,l10n_hr_chart_template_rrif,25% PDV (za predujam),0.25,,False,percent,kp_rrif240012,kp_rrif240012,sale,pdv_code_o203,pdv_code_p203,pdv_code_o203,pdv_code_p203,1.0,1.0,1.0,1.0,100
rrif_pdv_avans_13,PDV za predujam 13%,l10n_hr_chart_template_rrif,13% PDV (za predujam),0.13,,False,percent,kp_rrif240021,kp_rrif240021,sale,pdv_code_o2021,pdv_code_p2021,pdv_code_o2021,pdv_code_p2021,1.0,1.0,1.0,1.0,100
rrif_pdv_avans_0,PDV za predujam 0%,l10n_hr_chart_template_rrif,0% PDV (za predujam),0.0,,False,percent,,,sale,pdv_code_o103,,pdv_code_o103,,1.0,1.0,1.0,1.0,100
rrif_pdv_nezar_isp_25,PDV po nezaračunanim isporukama 25%,l10n_hr_chart_template_rrif,25% PDV za nezaračunane isp.,0.25,,False,percent,kp_rrif240032,kp_rrif240032,sale,pdv_code_o203,pdv_code_p203,pdv_code_o203,pdv_code_p203,1.0,1.0,1.0,1.0,100
rrif_pdv_nezar_isp_13,PDV po nezaračunanim isporukama 13%,l10n_hr_chart_template_rrif,13% PDV za nezaračunane isp.,0.1,,False,percent,kp_rrif240034,kp_rrif240034,sale,pdv_code_o2021,pdv_code_p2021,pdv_code_o2021,pdv_code_p2021,1.0,1.0,1.0,1.0,100
rrif_pdv_nezar_isp_0,PDV po nezaračunanim isporukama 0%,l10n_hr_chart_template_rrif,0% PDV za nezaračunane isp.,0.0,,False,percent,,,sale,pdv_code_o103,,pdv_code_o103,,1.0,1.0,1.0,1.0,100
rrif_pdv_nepod_0,1. KOJE NE PODLIJEŽU OPOREZIVANJU (čl. 2. u svezi s čl. 5 i čl. 8 st. 7 Zakona),l10n_hr_chart_template_rrif,0% Ne podliježe op.,0.0,,False,percent,,,sale,pdv_code_o100,,pdv_code_o109,,1.0,1.0,1.0,1.0,100
rrif_pdv_osl_izvoz_0,2.1. IZVOZNE - s pravom na odbitak pretporeza (čl. 13. st. 1. toč. 1. i čl. 14. Zakona),l10n_hr_chart_template_rrif,0% osl. izvozne,0.0,,False,percent,,,sale,pdv_code_o109,,pdv_code_o102,,1.0,1.0,1.0,1.0,100
rrif_pdv_osl_medpri_0,2.2. U VEZI S MEĐUNARODNIM PRIJEVOZOM  (čl. 13.b Zakona),l10n_hr_chart_template_rrif,0% osl. međ. prijevoz,0.0,,False,percent,,,sale,pdv_code_o107,,pdv_code_o107,,1.0,1.0,1.0,1.0,100
rrif_pdv_osl_tuz_0,2.3. TUZEMNE - bez prava na odbitak pretporeza (čl. 11. i čl. 11a Zakona),l10n_hr_chart_template_rrif,0% osl tuzemne,0.0,,False,percent,,,sale,pdv_code_o108,,pdv_code_o108,,1.0,1.0,1.0,1.0,100
rrif_pdv_osl_ost_0,2.4. OSTALO (čl. 13. st. 1. toč. 2. I čl. 13a Zakona) ,l10n_hr_chart_template_rrif,0% osl. ostalo,0.0,,False,percent,,,sale,pdv_code_o110,,pdv_code_o110,,1.0,1.0,1.0,1.0,100
rrif_pp_25,Pretporez 25% PDV,l10n_hr_chart_template_rrif,25% PDV pretporez,0.25,,False,percent,kp_rrif140012,kp_rrif140012,purchase,pdv_code_o3013,pdv_code_p3013,pdv_code_o3013,pdv_code_p3013,1.0,1.0,1.0,1.0,10
rrif_pp_25usl,Pretporez 25% PDV Usluge,l10n_hr_chart_template_rrif,25% PDV pretporez usluge,0.25,,False,percent,kp_rrif140012,kp_rrif140012,purchase,pdv_code_o3013,pdv_code_p3013,pdv_code_o3013,pdv_code_p3013,1.0,1.0,1.0,1.0,100
