col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
0,0,254,1.79mW,2011B,250s,"""vadere_Sample__0_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.635],[0.635],[0.635],[0.635],115.766157150269,0
1,0,10,1.42mW,3011B,250s,"""vadere_Sample__1_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.025],[0.025],[0.025],[0.025],111.264273166657,0
2,0,10,1.42mW,746B,250s,"""vadere_Sample__2_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.025],[0.025],[0.025],[0.025],111.132822990418,0
3,0,10,1.16mW,3011B,250s,"""vadere_Sample__3_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.025],[0.025],[0.025],[0.025],111.386421203613,0
4,0,10,1.16mW,746B,250s,"""vadere_Sample__4_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.025],[0.025],[0.025],[0.025],111.983317613602,0
5,0,131,0.88mW,2880B,250s,"""vadere_Sample__5_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.3275],[0.3275],[0.3275],[0.3275],111.634297847748,0
6,0,122,1.8mW,3943B,250s,"""vadere_Sample__6_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.305],[0.305],[0.305],[0.305],111.971405029297,0
7,0,122,1.51mW,3943B,250s,"""vadere_Sample__7_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.305],[0.305],[0.305],[0.305],113.818093776703,0
8,0,172,1.15mW,3693B,250s,"""vadere_Sample__8_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.43],[0.43],[0.43],[0.43],112.519253253937,0
9,0,137,1.91mW,3384B,250s,"""vadere_Sample__9_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.3425],[0.3425],[0.3425],[0.3425],113.735040426254,0
10,0,146,1.58mW,3474B,250s,"""vadere_Sample__10_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.365],[0.365],[0.365],[0.365],113.616793394089,0
11,0,159,1.96mW,3833B,250s,"""vadere_Sample__11_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.3975],[0.3975],[0.3975],[0.3975],113.564343690872,0
12,0,144,1.68mW,3900B,250s,"""vadere_Sample__12_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.36],[0.36],[0.36],[0.36],112.314125537872,0
13,0,139,1.89mW,3708B,250s,"""vadere_Sample__13_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.34750000000000003],[0.34750000000000003],[0.34750000000000003],[0.34750000000000003],113.823534011841,0
14,0,154,0.58mW,3771B,250s,"""vadere_Sample__14_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.385],[0.385],[0.385],[0.385],74.7663810253143,0
15,0,243,1.21mW,3712B,250s,"""vadere_Sample__15_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.6075],[0.6075],[0.6075],[0.6075],79.8581910133362,0
16,0,20,1.88mW,3244B,250s,"""vadere_Sample__16_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.05],[0.05],[0.05],[0.05],73.6501367092133,0
17,0,101,0.64mW,3052B,250s,"""vadere_Sample__17_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.2525],[0.2525],[0.2525],[0.2525],73.3754737377167,0
18,0,202,1.06mW,3177B,250s,"""vadere_Sample__18_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.505],[0.505],[0.505],[0.505],74.0278723239899,0
19,0,144,1.43mW,2619B,250s,"""vadere_Sample__19_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.36],[0.36],[0.36],[0.36],74.1842505931854,0
20,0,83,0.59mW,3869B,250s,"""vadere_Sample__20_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.20750000000000002],[0.20750000000000002],[0.20750000000000002],[0.20750000000000002],73.7434611320496,0
21,0,57,1.06mW,3681B,250s,"""vadere_Sample__21_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.14250000000000002],[0.14250000000000002],[0.14250000000000002],[0.14250000000000002],71.9796135425568,0
22,0,57,1.88mW,3681B,250s,"""vadere_Sample__22_0""",True,"""IdealObstacleLoss""",6.57224472313425e+16,True,[0.14250000000000002],[0.14250000000000002],[0.14250000000000002],[0.14250000000000002],72.1460704803467,0
