col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
沈む,軽薄だ-重厚だ,11,56,0,0,0,1110,0,21.878,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
近づく,非社交的だ-社交的だ,7,52,0,1,1,1026,1,4.562,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
助ける,人がわるい-人が良い,2,24,0,2,2,461,3,2.856,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
断る,人がわるい-人が良い,2,5,0,3,3,81,-3,3.056,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
受け入れる,沈んだ-うきうきした,12,13,0,4,4,251,0,21.302,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
言う,親しみにくい-親しみやすい,16,23,0,5,5,455,1,2.387,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
助ける,沈んだ-うきうきした,12,24,0,6,6,471,1,3.129,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
話す,不親切だ-親切だ,20,18,0,7,7,359,0,1.901,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
出る,短気だ-気長だ,19,44,0,8,8,878,0,1.777,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
与える,無気力だ-意欲的だ,17,58,0,9,9,1156,2,2.795,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
聞く,不親切だ-親切だ,20,6,0,10,10,119,2,6.761,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
落ち込む,生意気だ-生意気でない,3,51,0,11,11,1002,0,25.272,,1,2018_Dec_06_1324,verb_impression,59.93079396350191,
