col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
0, sty-small-stc,0, approxSTORM, 19: 0.766000,0.232,0.681,0.275,0.699,0.271,0.947,0.085
0, sty-small-stc,1, exactSTORM, 19: 0.767000,0.227,0.68,0.273,0.698,0.268,0.949,0.08
0, sty-small-stc,2, simpleCod, 19: 0.774000,0.226,0.69,0.271,0.713,0.261,0.95,0.08
0, sty-small-stc,3, abstractC, 19: 0.768000,0.228,0.681,0.274,0.698,0.269,0.949,0.08
0, sty-small-stc,4, mcod, 19: 0.761000,0.227,0.668,0.317,0.667,0.336,0.949,0.065
1, seq-small-stc,0, approxSTORM, 19: 0.699000,0.262,0.593,0.332,0.608,0.358,0.917,0.084
1, seq-small-stc,1, exactSTORM, 19: 0.696000,0.268,0.579,0.344,0.583,0.37,0.917,0.086
1, seq-small-stc,2, simpleCod, 19: 0.698000,0.258,0.576,0.349,0.578,0.376,0.919,0.084
1, seq-small-stc,3, abstractC, 19: 0.689000,0.26,0.566,0.348,0.577,0.369,0.916,0.086
1, seq-small-stc,4, mcod, 19: 0.746000,0.234,0.621,0.332,0.588,0.369,0.929,0.093
2, nos-small-stc,0, approxSTORM, 19: 0.768000,0.266,0.677,0.349,0.68,0.368,0.936,0.075
2, nos-small-stc,1, exactSTORM, 19: 0.777000,0.267,0.68,0.352,0.681,0.371,0.938,0.075
2, nos-small-stc,2, simpleCod, 19: 0.779000,0.262,0.689,0.344,0.695,0.361,0.941,0.071
2, nos-small-stc,3, abstractC, 19: 0.771000,0.264,0.675,0.347,0.685,0.363,0.938,0.075
2, nos-small-stc,4, mcod, 19: 0.803000,0.254,0.727,0.331,0.728,0.354,0.919,0.164
3, sty-big-stc,0, approxSTORM, 19: 0.919000,0.173,0.901,0.203,0.961,0.09,0.96,0.083
3, sty-big-stc,1, exactSTORM, 19: 0.933000,0.152,0.915,0.179,0.97,0.076,0.967,0.072
3, sty-big-stc,2, simpleCod, 19: 0.933000,0.152,0.915,0.177,0.97,0.076,0.967,0.072
3, sty-big-stc,3, abstractC, 19: 0.933000,0.152,0.915,0.177,0.97,0.076,0.967,0.072
3, sty-big-stc,4, mcod, 19: 0.997000,0.01,0.995,0.019,1.0,0.001,1.0,0.001
4, seq-big-stc,0, approxSTORM, 19: 0.970000,0.077,0.964,0.092,0.991,0.024,0.986,0.036
4, seq-big-stc,1, exactSTORM, 19: 0.978000,0.055,0.967,0.081,0.995,0.014,0.987,0.032
4, seq-big-stc,2, simpleCod, 19: 0.973000,0.067,0.966,0.084,0.992,0.023,0.987,0.033
4, seq-big-stc,3, abstractC, 19: 0.970000,0.066,0.962,0.082,0.987,0.022,0.987,0.032
4, seq-big-stc,4, mcod, 19: 0.975000,0.015,0.954,0.027,0.95,0.034,0.996,0.006
5, nos-big-stc,0, approxSTORM, 19: 0.967000,0.114,0.965,0.116,0.985,0.056,0.987,0.047
5, nos-big-stc,1, exactSTORM, 19: 0.982000,0.064,0.976,0.081,0.994,0.024,0.99,0.03
5, nos-big-stc,2, simpleCod, 19: 0.980000,0.071,0.977,0.08,0.993,0.028,0.99,0.031
5, nos-big-stc,3, abstractC, 19: 0.976000,0.07,0.97,0.079,0.987,0.027,0.989,0.033
