col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,92,69,75.00%,77,64,83.10%,10.80%,19_001,19.0,2.0,4.0,,
Adams,40,26,65.00%,37,32,86.50%,33.10%,19_002,19.0,2.0,4.0,,
Allamakee,205,84,41.00%,154,113,73.40%,79.10%,19_003,19.0,2.0,4.0,,
Appanoose,168,113,67.30%,157,131,83.40%,24.10%,19_004,19.0,2.0,4.0,,
Audubon,54,38,70.40%,56,50,89.30%,26.90%,19_005,19.0,2.0,4.0,,
Benton,289,223,77.20%,265,229,86.40%,12.00%,19_006,19.0,2.0,4.0,,
Black Hawk,"1,730","1,314",76.00%,"1,617","1,391",86.00%,13.30%,19_007,19.0,2.0,4.0,,
Boone,320,252,78.80%,320,278,86.90%,10.30%,19_008,19.0,2.0,4.0,,
Bremer,285,231,81.10%,247,222,89.90%,10.90%,19_009,19.0,2.0,4.0,,
Buchanan,314,202,64.30%,283,210,74.20%,15.30%,19_010,19.0,2.0,4.0,,
Buena Vista,289,182,63.00%,292,235,80.50%,27.80%,19_011,19.0,2.0,4.0,,
Butler,202,156,77.20%,164,144,87.80%,13.70%,19_012,19.0,2.0,4.0,,
Calhoun,108,80,74.10%,98,82,83.70%,13.00%,19_013,19.0,2.0,4.0,,
Carroll,275,215,78.20%,265,229,86.40%,10.50%,19_014,19.0,2.0,4.0,,
Cass,171,123,71.90%,144,114,79.20%,10.10%,19_015,19.0,2.0,4.0,,
Cedar,220,184,83.60%,189,170,89.90%,7.50%,19_016,19.0,2.0,4.0,,
Cerro Gordo,549,327,59.60%,471,356,75.60%,26.90%,19_017,19.0,2.0,4.0,,
Cherokee,137,106,77.40%,128,108,84.40%,9.10%,19_018,19.0,2.0,4.0,,
Chickasaw,153,85,55.60%,146,115,78.80%,41.80%,19_019,19.0,2.0,4.0,,
Clarke,141,92,65.20%,126,91,72.20%,10.70%,19_020,19.0,2.0,4.0,,
Clay,214,158,73.80%,171,147,86.00%,16.40%,19_021,19.0,2.0,4.0,,
Clayton,198,99,50.00%,180,139,77.20%,54.40%,19_022,19.0,2.0,4.0,,
Clinton,633,477,75.40%,555,486,87.60%,16.20%,19_023,19.0,2.0,4.0,,
Crawford,268,142,53.00%,243,152,62.60%,18.10%,19_024,19.0,2.0,4.0,,
Dallas,962,749,77.90%,"1,027",941,91.60%,17.70%,19_025,19.0,2.0,4.0,,
Davis,136,73,53.70%,128,76,59.40%,10.60%,19_026,19.0,2.0,4.0,,
Decatur,114,69,60.50%,80,63,78.80%,30.10%,19_027,19.0,2.0,4.0,,
Delaware,231,178,77.10%,185,170,91.90%,19.30%,19_028,19.0,2.0,4.0,,
Des Moines,558,425,76.20%,472,400,84.70%,11.30%,19_029,19.0,2.0,4.0,,
Dickinson,179,137,76.50%,164,142,86.60%,13.10%,19_030,19.0,2.0,4.0,,
Dubuque,"1,243",913,73.50%,"1,104",949,86.00%,17.00%,19_031,19.0,2.0,4.0,,
