col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
int,varchar,varchar,varchar,varchar,varchar,int,varchar,int,int,int,int,varchar
cs,cs,c,c,c,cs,cs,cs,cs,cs,cs,cs,cs
id(CS),区域节点（第一个参数 0剧情；1其他。第2个参数区分不同区域，需要大于10）(CS),区域名称(C),标题名(C),委托描述(C),奖励，一个分号一个字段，分别是概率，bookname，subttpe，数量(CS),耗时(分钟为单位)(CS),委托要求（1为需要角色个数；2为等级要求，第2个参数为个数，第3个参数为等级需求；）(CS),解锁条件（对应technology表中id 0-无条件）(CS),情报点奖励(CS),角色经验奖励(CS),需要通关的剧情关卡ID(对应mission_plot中id 0-无）(CS),文字剧情掉落概率（概率，剧情id）(CS)
1,"{0,11}",新城区,搜查滨海公园,南岛商会在G岛发现疑似泰芙努特的线索，派遣神娘前往G岛进行调查；,"{{100,1,2,10},{100,1,2,10},{100,1,2,10}}",1,"{{1,3}, {2, 1, 10}}",0,10000,100,10106,"{{20,11001},{50,11002},{10,11003}}"
2,"{0,11}",新城区,商业区域情报收集,南岛商会在G岛发现疑似泰芙努特的线索，派遣神娘前往G岛进行调查；,"{{100,1,2,10},{100,1,2,10},{100,1,2,10}}",480,"{{1,3}, {2, 1, 10}}",0,100,100,10106,"{{20,11001},{40,11003}}"
3,"{0,12}",斯皮尔特,探查古街可疑人物,南岛商会在G岛发现疑似泰芙努特的线索，派遣神娘前往G岛进行调查；,"{{100,1,2,10},{100,1,2,10},{100,1,2,10}}",480,"{{1,3}, {2, 1, 10}}",0,100,100,20106,"{{10,11003},{40,11004}}"
4,"{0,12}",斯皮尔特,黑区情报交换,南岛商会在G岛发现疑似泰芙努特的线索，派遣神娘前往G岛进行调查；,"{{100,1,2,10},{100,1,2,10},{100,1,2,10}}",480,"{{1,3}, {2, 1, 10}}",0,100,100,20106,"{{10,11003},{20,11005}}"
5,"{0,13}",艺术馆,搜查指挥间,南岛商会在G岛发现疑似泰芙努特的线索，派遣神娘前往G岛进行调查；,"{{100,6,4,10},{100,6,5,10},{100,6,6,10}}",480,"{{1,3}, {2, 1, 10}}",0,100,100,30106,"{{10,11003},{30,11006}}"
6,"{0,13}",艺术馆,搜查生产间,南岛商会在G岛发现疑似泰芙努特的线索，派遣神娘前往G岛进行调查；,"{{100,6,4,10},{100,6,5,10},{100,6,6,10}}",480,"{{1,3}, {2, 1, 10}}",0,100,100,30106,"{{30,11004},{40,11007}}"
7,"{1,11}",旧城区,寻找半岛铁盒,诶请问这里有没有，半岛铁盒？,"{{100,6,4,10},{100,6,5,10},{100,6,6,10}}",480,"{{1,3}, {2, 1, 10}}",10011,100,100,0,"{{10,11005},{50,11008}}"
8,"{1,12}",郊野区,搜索四叶草,你在哪里啊四叶草之神,"{{100,6,4,10},{100,6,5,10},{100,6,6,10}}",480,"{{1,3}, {2, 1, 10}}",10012,100,100,0,"{{20,11007},{40,11009}}"
9,"{1,13}",无势力区,无名行动,代号为“无名”的行动，它到底有没有名字呢,"{{100,6,4,10},{100,6,5,10},{100,6,6,10}}",480,"{{1,3}, {2, 1, 10}}",10021,100,100,0,"{{10,11001},{30,11010}}"
10,"{1,13}",无势力区,有名行动,代号为“有名”的行动，它是真的有名字呢,"{{100,6,4,10},{100,6,5,10},{100,6,6,10}}",480,"{{1,3}, {2, 1, 10}}",10021,100,100,0,"{{15,11009},{20,11011}}"
