col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
12051,Brandenburg an der Havel,Brandenburg,12,71574,35323,36251,4160,2161,1999,5.8,6.1,5.5,19171.0,4965.0,9776.0,7577.0,10913.0,11114.0,752,1.1,582,0.8,629,0.9,497,0.7,681,1.0,1019,1.4
12052,Cottbus,Brandenburg,12,99687,49100,50587,8737,4093,4644,8.8,8.3,9.2,23997.0,8597.0,14761.0,10614.0,15127.0,15483.0,1495,1.5,1353,1.4,1493,1.5,990,1.0,1301,1.3,2105,2.1
12053,Frankfurt (Oder),Brandenburg,12,58092,27989,30103,4151,1795,2356,7.1,6.4,7.8,14102.0,5065.0,7420.0,6245.0,8764.0,9936.0,626,1.1,560,1.0,646,1.1,537,0.9,745,1.3,1037,1.8
12054,Potsdam,Brandenburg,12,167745,80854,86891,13397,6014,7383,8.0,7.4,8.5,32740.0,14025.0,28470.0,23277.0,24382.0,20388.0,1882,1.1,3346,2.0,2704,1.6,1553,0.9,1887,1.1,2025,1.2
12060,Barnim,Brandenburg,12,177411,87997,89414,8170,3835,4335,4.6,4.4,4.8,39864.0,12113.0,19352.0,21450.0,31903.0,29836.0,1330,0.7,1280,0.7,1163,0.7,1077,0.6,1461,0.8,1859,1.0
12061,Dahme-Spreewald,Brandenburg,12,164528,81587,82941,8225,3685,4540,5.0,4.5,5.5,38123.0,11894.0,18370.0,19636.0,29455.0,26373.0,1382,0.8,1431,0.9,1126,0.7,1074,0.7,1440,0.9,1772,1.1
12062,Elbe-Elster,Brandenburg,12,104673,51820,52853,4766,1906,2860,4.6,3.7,5.4,27534.0,6562.0,10750.0,11304.0,18099.0,18947.0,826,0.8,360,0.3,502,0.5,602,0.6,1032,1.0,1444,1.4
12063,Havelland,Brandenburg,12,158236,78316,79920,7545,3281,4264,4.8,4.2,5.3,33938.0,12739.0,16749.0,18794.0,30159.0,24579.0,1273,0.8,1127,0.7,1042,0.7,932,0.6,1466,0.9,1705,1.1
12064,Märkisch-Oderland,Brandenburg,12,190714,94906,95808,8458,3818,4640,4.4,4.0,4.8,43103.0,12309.0,20488.0,22659.0,35083.0,33088.0,1413,0.7,1196,0.6,1136,0.6,1052,0.6,1632,0.9,2023,1.1
12065,Oberhavel,Brandenburg,12,207524,102478,105046,9990,4665,5325,4.8,4.6,5.1,45187.0,15702.0,22286.0,24993.0,39026.0,32549.0,1659,0.8,1418,0.7,1335,0.6,1390,0.7,1924,0.9,2264,1.1
12066,Oberspreewald-Lausitz,Brandenburg,12,112450,55287,57163,5731,2341,3390,5.1,4.2,5.9,30684.0,7095.0,12135.0,12141.0,18853.0,19286.0,929,0.8,537,0.5,775,0.7,800,0.7,1121,1.0,1569,1.4
12067,Oder-Spree,Brandenburg,12,182397,90953,91444,7974,3685,4289,4.4,4.1,4.7,44083.0,13543.0,20062.0,20312.0,31059.0,30969.0,1392,0.8,1035,0.6,1048,0.6,1053,0.6,1410,0.8,2035,1.1
12068,Ostprignitz-Ruppin,Brandenburg,12,99110,49332,49778,4980,2185,2795,5.0,4.4,5.6,23453.0,6706.0,11106.0,10870.0,17215.0,18083.0,833,0.8,568,0.6,594,0.6,608,0.6,941,0.9,1436,1.4
12069,Potsdam-Mittelmark,Brandenburg,12,210910,104720,106190,15351,5788,9563,7.3,5.5,9.0,44397.0,15939.0,20891.0,26028.0,39922.0,34291.0,1980,0.9,2623,1.2,2645,1.3,2261,1.1,2904,1.4,2938,1.4
12070,Prignitz,Brandenburg,12,77573,38556,39017,3512,1544,1968,4.5,4.0,5.0,20605.0,5313.0,8176.0,7632.0,13446.0,14105.0,637,0.8,350,0.5,404,0.5,415,0.5,722,0.9,984,1.3
12071,Spree-Neiße,Brandenburg,12,117635,58059,59576,5661,2495,3166,4.8,4.3,5.3,30158.0,7185.0,11527.0,12284.0,21223.0,22261.0,844,0.7,587,0.5,785,0.7,841,0.7,1077,0.9,1527,1.3
12072,Teltow-Fläming,Brandenburg,12,163553,81514,82039,7701,3797,3904,4.7,4.7,4.8,35599.0,12157.0,19550.0,19738.0,29872.0,25427.0,1316,0.8,1216,0.7,1095,0.7,1010,0.6,1417,0.9,1647,1.0
12073,Uckermark,Brandenburg,12,121014,59492,61522,5569,2355,3214,4.6,4.0,5.2,31113.0,8138.0,12453.0,12512.0,20722.0,22149.0,876,0.7,556,0.5,663,0.5,717,0.6,1179,1.0,1578,1.3
