col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
username,fields.apilog,,,4,,True,The username of the user committing this change,Admin Username,True,,,[l;d],,string,link,{ 'hrefTemplate': ',,,,
user_id,fields.apilog,,,5,,True,The user ID of the user committing this change,Admin User ID,True,,,[d],,string,,,,,,
uri,fields.apilog,,,3,,True,The permanent URI for the resource being changed,URI,True,,,[l;d],,string,,,,,,
key,fields.apilog,,,1,,True,The permanent key for the URI of the instance of the resource,Key,True,,,[l;d],,string,link,{ 'hrefTemplate': ',,,,
ref_resource_name,fields.apilog,,,2,,True,The resource name of the resource being changed,Resource Name,True,,,[l;d],,string,link,{ 'hrefTemplate': ',,,,
api_action,fields.apilog,,,6,,True,"The API action of the change; one of PUT, POST, PATCH, DELETE",API Action,True,,,[l;d],,string,,,,,,
date_time,fields.apilog,,,0,,True,The date and time at which the change was committed,Date and Time,True,,,[l;d],,datetime,link,{ 'hrefTemplate': ',,,,
diff_keys,fields.apilog,custom,,9,Enumerate the keys in the diff.,True,Attribute keys for values that have changed,Changed,True,,,[l;d],,list,,{ 'className': 'text-wrap-cell' },,,,
diffs,fields.apilog,custom,,10,"This is a dictionary, where the keys are the attribute keys that have changed, and the value of each key is an array, length two, containing the old value in position 1 and the new value in position 2.",False,"A dictionary of attribute key to [old,new] values",Changes,False,,,[d],,string,,,,,,
json_field,fields.apilog,,,12,,False,Context data stored with the log,Context Data,False,,,[d],,string,,,,,,
comment,fields.apilog,,,5,,True,User entered comment,Comment,True,,,[l;d],,string,,{ 'className': 'text-wrap-cell' },,,,
child_logs,fields.apilog,,,12,"If child logs were created, list the URI for them",True,"URIs for child logs, if any",Child Logs,True,,,[d],,string,link,{ 'hrefTemplate': ',,,,
id,fields.apilog,,,0,,True,Internal ID,Internal ID,True,,,,,string,,,,,,
parent_log_uri,fields.apilog,,,11,,True,Parent log if this operation was performed as a batch operation,Parent Log,True,,,[l;d],,string,link,{ 'hrefTemplate': ',,,,
parent_log_id,fields.apilog,,,12,,True,ID field of the parent log,Parent Log ID,True,,,,,string,,,,,,
log_uri,fields.apilog,,,13,,True,URI for this log,ApiLog URI,True,,,[d],,string,link,{ 'hrefTemplate': ',,,,
is_preview,fields.apilog,,,14,,True,Preview logs are created for pending actions,Is Preview,True,,,[d],,boolean,,,,,,
