col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
well_id,fields.screenresult,,,0,,True,Well ID,Well ID,True,,,,string,link,{ 'hrefTemplate': ',,,,
plate_number,fields.screenresult,well,,1,,True,Plate number,Plate,True,,,[l;d],integer,link,{ 'hrefTemplate': ',,,,
well_name,fields.screenresult,well,,2,,True,Well name,Well,True,,,[l;d],string,link,{ 'hrefTemplate': ',,,,
short_name,fields.screenresult,library,short_name,3,,True,Library,Library,True,,,[l;d],string,link,{ 'hrefTemplate': ',,,,
library_well_type,fields.screenresult,well,,4,,True,Library well type,Library Well Type,True,,library.well_type,[l;d],string,,{ 'className': 'text-wrap-cell-extra-narrow' },select,,,
vendor_name,fields.screenresult,reagent,,5,,True,The vendor of the reagent of this well.,Reagent Vendor,True,,,[l;d],string,,,,,,
vendor_identifier,fields.screenresult,reagent,,6,,True,The vendor-assigned identifier for the reagent in this well.,Vendor Reagent ID,True,,,[l;d],string,,,,,,
assay_well_control_type,fields.screenresult,assay_well,,20,,True,The type of assay well control,Assay Well Control Type,True,,assaywell.control_type,[l;d],string,,{ 'className': 'text-wrap-cell-extra-narrow' },select,,,
screen_facility_id,fields.screenresult,screen,facility_id,21,,True,The facility-assigned ID of the cherry pick request's screen,Screen ID,True,,,[d],string,link,{ 'hrefTemplate': ',,,,
screen_title,fields.screenresult,screen,title,22,,True,The screen title,Screen Title,True,,,,string,,,,,,
mouseover,fields.screenresult,custom,,22,Note that this field is calculated in the ScreenResultResource as well,False,Pop up text,Pop up text,False,,,[api],string,,,,,,
is_positive,fields.screenresult,assay_well,,22,,True,Is the assay well flagged as positive,Assay Well Positive,True,,,[d],boolean,,,,,,
confirmed_positive_value,fields.screenresult,assay_well,,23,,True,Confirmed positive indicator,Confirmed Positive,True,,resultvalue.confirmed_positive_indicator,[d],string,,,,,,
resource_uri,fields.screenresult,custom,,24,,True,Resource URI,Resource URI,True,,,,string,,,,,/screenresult/{screen_facility_id}/{well_id},
exclude,fields.screenresult,custom,,25,,True,Excluded cols,Excluded,True,,,[d],list,,,select,,,
