col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
http://opendatacommunities.org/id/district-council/west-somerset,West Somerset Council,3/21/14/040,,"52 The Avenue, Minehead, TA24 5BB",https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/52-The-Avenue-Minehead,OSGB36,297272.0,146278.0,0.07,not owned by a public authority,,permissioned,full planning permission,26/06/2014,,,6,"Conversion of existing multiple occupancy home, (HMO) consisting of 13 rooms and 1 flat, into 7 flats. Demolition of the existing ground and first floor rear extension, and construction of new, smaller extension rebuilt on first floor. Renovation and restoration of original exterior details and associated hard and soft landscaping",,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/west-somerset,West Somerset Council,3/21/14/042,,"Rear of 52 The Avenue, Minehead, TA24 5BB",https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/Rear-of-52-The-Avenue-Minehead,OSGB36,297284.0,146253.0,0.04,not owned by a public authority,,permissioned,full planning permission,23/07/2014,,,5,"Erection of five ""mews"" houses with associated car parking, refuse store, cycle store and associated hard and soft landscaping",,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/west-somerset,West Somerset Council,3/21/15/113,,"The Old Hospital, The Avenue, Minehead, TA24 5LY",https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/The-Old-Hospital-The-Avenue-Minehead,OSGB36,296930.0,146250.0,0.26,not owned by a public authority,,permissioned,full planning permission,30/09/2016,,,4,"Change of use from community hospital (Class C2) to community hub (Class D1), Assembly Room (Class D2), café (Class A3) four apartments (Class C3), associated parking and public open space",,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/west-somerset,West Somerset Council,3/21/16/115,,"Tikoh and Rosslea, Bircham Road, Minehead, TA24 6BQ",https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/Tikoh-and-Rosslea-Bircham-Road-Minehead,OSGB36,297810.0,145027.0,0.1,not owned by a public authority,,permissioned,full planning permission,19/04/2017,,,10,"Demolition of houses and erection of an assisted housing development to provide 11 self-contained one bedroom living units with housekeeper accommodation, car park and ancillary facilities",,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/west-somerset,West Somerset Council,3/28/16/002,,"Land at Union Quarry, Tower Hill, Williton, Taunton, TA4 4JR",https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/Land-at-Union-Quarry-Tower-Hill-Williton,OSGB36,308279.0,140644.0,0.29,not owned by a public authority,,permissioned,full planning permission,29/07/2016,,,1,Erection of dwellinghouse (Class C3) together with provision of garden and manoeuvring area,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/west-somerset,West Somerset Council,3/32/14/004,,"Land at and adjoining 16 Castle Street, Stogursey, Bridgwater, TA5 1TG",https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/16-Castle-Street-Stogursey-(1),OSGB36,320313.0,142709.0,0.26,not owned by a public authority,,permissioned,full planning permission,06/07/2016,,,11,"Demolition of existing bungalow and redundant agricultural building and construction of 12 new dwellings, associated parking and turning and improvements to existing vehicular entrance",,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/west-somerset,West Somerset Council,3/37/08/036,,"The Mill, Anchor Street, Watchet, TA23 0AZ",https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/The-Mill-Anchor-Street-Watchet,OSGB36,306907.0,143112.0,0.94,not owned by a public authority,,permissioned,full planning permission,06/12/2013,,,10,"Conversion of commercial units into 10 residential units, erection of a 70 bedroom care home, redesigned access & associated works",,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/west-somerset,West Somerset Council,3/39/16/007,,"Land at Larviscombe Road, Williton, TA4 4SA",https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/Land-at-Larviscombe-Road-Williton,OSGB36,307810.0,141514.0,0.13,not owned by a public authority,,permissioned,full planning permission,26/08/2016,,,3,Erection of three terrace dwellings with associated vehicle parking and gardens,,,,,,,,31/12/2017,
http://opendatacommunities.org/id/district-council/west-somerset,West Somerset Council,SHLAAMHD5,,"Minehead and Exmoor Caravan and Camping Park, Middlecombe Cross, Minehead, TA24 8SW",https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/Minehead-and-Exmoor-Caravan-and-Camping-Park-Middl,OSGB36,295037.0,145746.0,1.2,,,,,,,,20,,,,,,,,,,
http://opendatacommunities.org/id/district-council/west-somerset,West Somerset Council,SHLAAMHD16,,"Staunton Quarry, Alcombe, Minehead, TA24 6EE",https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/Staunton-Quarry-Alcombe-Minehead,OSGB36,,,2.23,,,,,,,,50,,,,,,,,,,
