col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,41,34,82.90%,13,13,100.00%,20.60%,19_001,19.0,2.0,4.0,,
Adams,15,14,93.30%,15,12,80.00%,-14.30%,19_002,19.0,2.0,4.0,,
Allamakee,106,78,73.60%,73,59,80.80%,9.80%,19_003,19.0,2.0,4.0,,
Appanoose,34,24,70.60%,18,12,66.70%,-5.60%,19_004,19.0,2.0,4.0,,
Audubon,36,35,97.20%,24,22,91.70%,-5.70%,19_005,19.0,2.0,4.0,,
Benton,17,15,88.20%,6,5,83.30%,-5.60%,19_006,19.0,2.0,4.0,,
Black Hawk,322,269,83.50%,298,285,95.60%,14.50%,19_007,19.0,2.0,4.0,,
Boone,44,43,97.70%,17,16,94.10%,-3.70%,19_008,19.0,2.0,4.0,,
Bremer,55,48,87.30%,4,4,100.00%,14.60%,19_009,19.0,2.0,4.0,,
Buchanan,83,61,73.50%,19,10,52.60%,-28.40%,19_010,19.0,2.0,4.0,,
Buena Vista,68,58,85.30%,42,30,71.40%,-16.30%,19_011,19.0,2.0,4.0,,
Butler,28,25,89.30%,4,3,75.00%,-16.00%,19_012,19.0,2.0,4.0,,
Calhoun,64,62,96.90%,18,15,83.30%,-14.00%,19_013,19.0,2.0,4.0,,
Carroll,137,125,91.20%,49,46,93.90%,2.90%,19_014,19.0,2.0,4.0,,
Cass,170,142,83.50%,124,116,93.50%,12.00%,19_015,19.0,2.0,4.0,,
Cedar,30,23,76.70%,16,15,93.80%,22.30%,19_016,19.0,2.0,4.0,,
Cerro Gordo,82,77,93.90%,29,24,82.80%,-11.90%,19_017,19.0,2.0,4.0,,
Cherokee,107,96,89.70%,62,56,90.30%,0.70%,19_018,19.0,2.0,4.0,,
Chickasaw,99,91,91.90%,71,48,67.60%,-26.50%,19_019,19.0,2.0,4.0,,
Clarke,33,30,90.90%,30,29,96.70%,6.30%,19_020,19.0,2.0,4.0,,
Clay,199,183,92.00%,255,231,90.60%,-1.50%,19_021,19.0,2.0,4.0,,
Clayton,90,78,86.70%,32,31,96.90%,11.80%,19_022,19.0,2.0,4.0,,
Clinton,188,164,87.20%,52,45,86.50%,-0.80%,19_023,19.0,2.0,4.0,,
Crawford,107,94,87.90%,123,113,91.90%,4.60%,19_024,19.0,2.0,4.0,,
Dallas,46,33,71.70%,30,27,90.00%,25.50%,19_025,19.0,2.0,4.0,,
Davis,52,26,50.00%,40,30,75.00%,50.00%,19_026,19.0,2.0,4.0,,
Decatur,64,59,92.20%,45,45,100.00%,8.50%,19_027,19.0,2.0,4.0,,
Delaware,84,77,91.70%,39,37,94.90%,3.50%,19_028,19.0,2.0,4.0,,
Des Moines,276,219,79.30%,144,128,88.90%,12.00%,19_029,19.0,2.0,4.0,,
Dickinson,165,155,93.90%,157,155,98.70%,5.10%,19_030,19.0,2.0,4.0,,
Dubuque,293,242,82.60%,224,207,92.40%,11.90%,19_031,19.0,2.0,4.0,,
Emmet,73,67,91.80%,16,14,87.50%,-4.70%,19_032,19.0,2.0,4.0,,
Fayette,97,85,87.60%,14,11,78.60%,-10.30%,19_033,19.0,2.0,4.0,,
Floyd,107,92,86.00%,57,25,43.90%,-49.00%,19_034,19.0,2.0,4.0,,
Franklin,24,24,100.00%,1,0,0.00%,-100.00%,19_035,19.0,2.0,4.0,,
Fremont,18,16,88.90%,7,7,100.00%,12.50%,19_036,19.0,2.0,4.0,,
Greene,65,59,90.80%,44,40,90.90%,0.20%,19_037,19.0,2.0,4.0,,
Grundy,24,21,87.50%,1,1,100.00%,14.30%,19_038,19.0,2.0,4.0,,
Guthrie,30,26,86.70%,5,4,80.00%,-7.70%,19_039,19.0,2.0,4.0,,
Hamilton,109,103,94.50%,45,40,88.90%,-5.90%,19_040,19.0,2.0,4.0,,
Hancock,21,19,90.50%,6,4,66.70%,-26.30%,19_041,19.0,2.0,4.0,,
Hardin,58,53,91.40%,5,4,80.00%,-12.50%,19_042,19.0,2.0,4.0,,
Harrison,27,22,81.50%,5,4,80.00%,-1.80%,19_043,19.0,2.0,4.0,,
Henry,162,135,83.30%,134,112,83.60%,0.30%,19_044,19.0,2.0,4.0,,
Howard,100,94,94.00%,44,40,90.90%,-3.30%,19_045,19.0,2.0,4.0,,
Humboldt,71,65,91.50%,8,8,100.00%,9.20%,19_046,19.0,2.0,4.0,,
Ida,46,43,93.50%,30,30,100.00%,7.00%,19_047,19.0,2.0,4.0,,
Iowa,57,45,78.90%,7,6,85.70%,8.60%,19_048,19.0,2.0,4.0,,
Jackson,94,65,69.10%,1,1,100.00%,44.60%,19_049,19.0,2.0,4.0,,
Jasper,116,75,64.70%,108,100,92.60%,43.20%,19_050,19.0,2.0,4.0,,
Jefferson,65,57,87.70%,9,7,77.80%,-11.30%,19_051,19.0,2.0,4.0,,
Johnson,169,106,62.70%,28,24,85.70%,36.70%,19_052,19.0,2.0,4.0,,
Jones,34,32,94.10%,13,12,92.30%,-1.90%,19_053,19.0,2.0,4.0,,
Keokuk,3,2,66.70%,5,5,100.00%,50.00%,19_054,19.0,2.0,4.0,,
Kossuth,101,96,95.00%,69,63,91.30%,-3.90%,19_055,19.0,2.0,4.0,,
Lee,91,81,89.00%,128,108,84.40%,-5.20%,19_056,19.0,2.0,4.0,,
Linn,346,326,94.20%,95,87,91.60%,-2.80%,19_057,19.0,2.0,4.0,,
Louisa,113,77,68.10%,15,13,86.70%,27.20%,19_058,19.0,2.0,4.0,,
Lucas,11,8,72.70%,6,4,66.70%,-8.30%,19_059,19.0,2.0,4.0,,
Lyon,59,55,93.20%,55,48,87.30%,-6.40%,19_119,19.0,2.0,4.0,,
Madison,7,7,100.00%,0,0,0.00%,,19_121,19.0,2.0,4.0,,
Mahaska,92,44,47.80%,11,7,63.60%,33.10%,19_123,19.0,2.0,4.0,,
Marion,86,78,90.70%,74,53,71.60%,-21.00%,19_125,19.0,2.0,4.0,,
Marshall,116,91,78.40%,51,34,66.70%,-15.00%,19_127,19.0,2.0,4.0,,
Mills,28,27,96.40%,4,4,100.00%,3.70%,19_129,19.0,2.0,4.0,,
Mitchell,52,50,96.20%,33,27,81.80%,-14.90%,19_131,19.0,2.0,4.0,,
Monona,92,85,92.40%,32,27,84.40%,-8.70%,19_133,19.0,2.0,4.0,,
Monroe,17,15,88.20%,2,1,50.00%,-43.30%,19_135,19.0,2.0,4.0,,
Montgomery,46,40,87.00%,5,2,40.00%,-54.00%,19_137,19.0,2.0,4.0,,
Muscatine,179,121,67.60%,33,30,90.90%,34.50%,19_139,19.0,2.0,4.0,,
O'Brien,55,46,83.60%,13,9,69.20%,-17.20%,19_141,19.0,2.0,4.0,,
Osceola,94,89,94.70%,49,48,98.00%,3.50%,19_143,19.0,2.0,4.0,,
Page,114,96,84.20%,45,40,88.90%,5.60%,19_145,19.0,2.0,4.0,,
Palo Alto,158,149,94.30%,100,91,91.00%,-3.50%,19_147,19.0,2.0,4.0,,
Plymouth,252,233,92.50%,140,126,90.00%,-2.70%,19_149,19.0,2.0,4.0,,
Pocahontas,41,37,90.20%,28,26,92.90%,2.90%,19_151,19.0,2.0,4.0,,
Polk,192,162,84.40%,315,275,87.30%,3.50%,19_153,19.0,2.0,4.0,,
Pottawattamie,119,99,83.20%,63,47,74.60%,-10.30%,19_155,19.0,2.0,4.0,,
Poweshiek,139,129,92.80%,53,49,92.50%,-0.40%,19_157,19.0,2.0,4.0,,
Ringgold,55,52,94.50%,39,34,87.20%,-7.80%,19_159,19.0,2.0,4.0,,
Sac,23,22,95.70%,7,5,71.40%,-25.30%,19_161,19.0,2.0,4.0,,
Scott,440,383,87.00%,406,374,92.10%,5.80%,19_163,19.0,2.0,4.0,,
Shelby,79,68,86.10%,18,18,100.00%,16.20%,19_165,19.0,2.0,4.0,,
Sioux,175,162,92.60%,124,119,96.00%,3.70%,19_167,19.0,2.0,4.0,,
Story,125,119,95.20%,29,23,79.30%,-16.70%,19_169,19.0,2.0,4.0,,
Tama,64,46,71.90%,4,3,75.00%,4.30%,19_171,19.0,2.0,4.0,,
Taylor,52,50,96.20%,18,18,100.00%,4.00%,19_173,19.0,2.0,4.0,,
Union,100,84,84.00%,110,107,97.30%,15.80%,19_175,19.0,2.0,4.0,,
Van Buren,44,29,65.90%,10,5,50.00%,-24.10%,19_177,19.0,2.0,4.0,,
Wapello,256,214,83.60%,109,77,70.60%,-15.50%,19_179,19.0,2.0,4.0,,
Warren,31,29,93.50%,8,6,75.00%,-19.80%,19_181,19.0,2.0,4.0,,
Washington,108,90,83.30%,64,58,90.60%,8.70%,19_183,19.0,2.0,4.0,,
Wayne,17,14,82.40%,10,8,80.00%,-2.90%,19_185,19.0,2.0,4.0,,
Webster,155,134,86.50%,108,92,85.20%,-1.50%,19_187,19.0,2.0,4.0,,
Winnebago,16,12,75.00%,1,1,100.00%,33.30%,19_189,19.0,2.0,4.0,,
Winneshiek,141,133,94.30%,46,45,97.80%,3.70%,19_191,19.0,2.0,4.0,,
Woodbury,"1,003",907,90.40%,553,500,90.40%,0.00%,19_193,19.0,2.0,4.0,,
Worth,7,4,57.10%,8,8,100.00%,75.00%,19_195,19.0,2.0,4.0,,
Wright,57,32,56.10%,29,28,96.60%,72.00%,19_197,19.0,2.0,4.0,,
State,"10,253","8,811",85.90%,"5,786","5,116",88.40%,2.90%,,19.0,2.0,4.0,,
Rural,"2,343","2,025",86.40%,"1,160","1,030",88.80%,2.70%,,,,,,IA_Rural_Counties
Small Urban,"4,901","4,173",85.10%,"2,615","2,264",86.60%,1.70%,,,,,,IA_Urban_Counties
Metropolitan,"3,009","2,613",86.80%,"2,011","1,822",90.60%,4.30%,,,,,,IA_Metropolitan_Counties
United States*,"30,000","21,210",70.70%,"30,000","22,920",76.40%,8.10%,,,,,US_National,
