col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
1,Primary,Morden,51.384056076368,525476.791,166541.084,Phone: 020 8770 6770,SM4 6NY,020 8770 6770, , ,2,Glastonbury Road,Abbey Primary School,-0.19824151152735,Abbey Primary School
2,Primary,Sutton,51.372584085086,525941.936,165276.052,Phone: 020 8644 6492,SM1 3DA,020 8644 6492, , ,3,All Saints' Road,All Saints Benhilton Primary,-0.19200884858167,All Saints Benhilton Primary
3,Primary,Carshalton,51.364793780521,528276.889,164467.324,Phone: 020 8401 0075,SM5 3DW,020 8401 0075, , ,4,Rotherfield Road,All Saints Carshalton Primary,-0.15877338325975,All Saints Carshalton Primary
4,Primary,Roundshaw,51.352161138858,530324.737,163113.481,Phone: 020 8669 3978,SM6 9JN,020 8669 3978, , ,5,Mollison Drive,Amy Johnson,-0.12986990563468,Amy Johnson
5,Primary,Belmont,51.34658179459,525166.42,162363.748,Phone: 020 8642 5138,SM2 6JE,020 8642 5138, , ,6,Avenue Road,Avenue,-0.2041684675423,Avenue
6,Primary,Wallington,51.358533001028,529712.554,163806.921,Phone: 020 8647 5377,SM6 9QU,020 8647 5377, , ,7,Sandy Lane South,Bandon Hill,-0.13840343695763,Bandon Hill
7,Primary,Carshalton,51.352264702518,527186.636,163045.949,Phone: 020 8643 4428,SM5 4LA,020 8643 4428, , ,8,Harbury Road,Barrow Hedges,-0.17493325149489,Barrow Hedges
8,Primary,Wallington,51.368670151496,529231.323,164922.712,Phone: 020 8647 7813,SM6 7LF,020 8647 7813, , ,9,Croydon Road,Beddington,-0.14490597302522,Beddington
9,Primary,Beddington,51.372771141219,529979.847,165398.035,Phone: 020 8688 1390,CR0 4UA,020 8688 1390, , ,10,Derry Road,Beddington Park,-0.13398552690402,Beddington Park
10,Primary,North Cheam,51.379693978526,524330.331,166027.672,Phone: 020 8644 8616,SM3 9LY,020 8644 8616, , ,11,Ridge Road,Brookfield,-0.21488732892901,Brookfield
11,Primary,Carshalton,51.368964141224,527700.179,164916.916,Phone: 020 8647 7324,SM5 2NS,020 8647 7324, , ,12,Camden Road,Camden,-0.16689147630953,Camden
15,Primary,Worcester Park,51.376089326817,522693.074,165586.991,Phone: 020 8337 4152,KT4 8SS,020 8337 4152, , ,16,Balmoral Road,Cheam Common Infants,-0.238552875605,Cheam Common Infants
16,Primary,Worcester Park,51.375694664292,522728.943,165543.94,Phone: 020 8337 1844,KT4 8TU,020 8337 1844, , ,17,Kingsmead Avenue,Cheam Common Junior,-0.23805263668151,Cheam Common Junior
17,Primary,Cheam,51.365503221685,524142.485,164444.124,Phone: 020 8644 9055,SM3 8PW,020 8644 9055, , ,18,Stoughton Avenue,Cheam Fields,-0.21813768005898,Cheam Fields
19,Primary,North Cheam,51.374670256308,524379.737,165469.894,Phone: 020 8644 7415,SM3 9UU,020 8644 7415, , ,20,Molesey Drive,Cheam Park Farm Infants,-0.2143728654727,Cheam Park Farm Infants
