col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
401056696,2018,14,regular,2018-12-01T00:00:00.000Z,True,True,0,3727,Ford Field,Buffalo,Mid-American,West Corey,7,15,7,0,Northern Illinois,Mid-American,30,0,10,7,13
401056704,2018,14,regular,2018-12-01T01:00:00.000Z,True,True,0,4738,Levi's Stadium,Washington,Pac-12,Port Gabriellafort,0,3,7,0,Utah,Pac-12,3,0,0,3,0
401088766,2018,14,regular,2018-12-01T17:00:00.000Z,False,False,0,3670,Carter-Finley Stadium,NC State,ACC,West Ryanborough,17,10,14,17,East Carolina,American Athletic,3,0,0,0,3
401100159,2018,14,regular,2018-12-01T17:00:00.000Z,False,False,0,3799,Lane Stadium,Virginia Tech,ACC,Ramoshaven,10,21,3,7,Marshall,Conference USA,20,6,0,0,14
401056698,2018,14,regular,2018-12-01T17:00:00.000Z,True,True,0,3687,AT&T Stadium,Oklahoma,Big 12,Bryanside,3,17,7,12,Texas,Big 12,27,7,7,13,0
401082044,2018,14,regular,2018-12-01T17:00:00.000Z,False,False,0,3772,Jack Trice Stadium,Iowa State,Big 12,North Jenniferfurt,7,13,7,0,Drake,,24,7,7,10,0
401056701,2018,14,regular,2018-12-01T17:00:00.000Z,False,True,0,3792,Kidd Brewer Stadium,Appalachian State,Sun Belt,New Tristanmouth,7,7,6,10,Louisiana,Sun Belt,19,3,3,10,3
401098253,2018,14,regular,2018-12-01T17:00:00.000Z,False,False,0,3994,Williams-Brice Stadium,South Carolina,SEC,Lake Mark,14,14,0,0,Akron,Mid-American,3,3,0,0,0
401056703,2018,14,regular,2018-12-01T18:30:00.000Z,False,True,0,3725,"Johnny Red"""" Floyd Stadium""""",Middle Tennessee,Conference USA,East Sallybury,13,3,6,3,UAB,Conference USA,27,3,21,0,3
401081953,2018,14,regular,2018-12-01T19:00:00.000Z,False,False,0,3992,Williams Stadium,Liberty,,Port Tammy,10,28,7,7,Norfolk State,,17,3,7,0,7
401099853,2018,14,regular,2018-12-01T20:00:00.000Z,False,True,0,3831,California Memorial Stadium,California,Pac-12,Davismouth,0,6,0,7,Stanford,Pac-12,23,10,3,0,10
401056699,2018,14,regular,2018-12-01T20:45:00.000Z,False,True,0,3652,Bright House Networks Stadium,UCF,American Athletic,Rodriguezside,7,14,14,21,Memphis,American Athletic,41,24,14,3,0
401056705,2018,14,regular,2018-12-01T21:00:00.000Z,True,True,0,5348,Mercedes-Benz Stadium,Georgia,SEC,Jasmineside,7,14,7,0,Alabama,SEC,35,0,14,7,14
401056700,2018,14,regular,2018-12-02T00:45:00.000Z,False,True,0,3653,Albertsons Stadium,Boise State,Mountain West,Lisaside,7,0,0,6,Fresno State,Mountain West,19,7,3,3,0
401056702,2018,14,regular,2018-12-02T01:00:00.000Z,True,True,0,3812,Lucas Oil Stadium,Ohio State,Big Ten,Port Carrie,14,10,7,14,Northwestern,Big Ten,24,7,0,14,3
401056697,2018,14,regular,2018-12-02T01:00:00.000Z,True,True,0,3628,Bank of America Stadium,Pittsburgh,ACC,Seanfurt,3,7,0,0,Clemson,ACC,42,14,14,0,14
