col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,66,48,72.70%,72,62,86.10%,18.40%,19_001,19.0,2.0,4.0,,
Adams,39,33,84.60%,27,20,74.10%,-12.50%,19_002,19.0,2.0,4.0,,
Allamakee,187,145,77.50%,117,95,81.20%,4.70%,19_003,19.0,2.0,4.0,,
Appanoose,146,116,79.50%,121,97,80.20%,0.90%,19_004,19.0,2.0,4.0,,
Audubon,68,59,86.80%,36,31,86.10%,-0.80%,19_005,19.0,2.0,4.0,,
Benton,299,221,73.90%,237,213,89.90%,21.60%,19_006,19.0,2.0,4.0,,
Black Hawk,"1,173",784,66.80%,"1,162",860,74.00%,10.70%,19_007,19.0,2.0,4.0,,
Boone,267,216,80.90%,236,210,89.00%,10.00%,19_008,19.0,2.0,4.0,,
Bremer,334,279,83.50%,343,295,86.00%,3.00%,19_009,19.0,2.0,4.0,,
Buchanan,181,145,80.10%,200,172,86.00%,7.40%,19_010,19.0,2.0,4.0,,
Buena Vista,262,188,71.80%,238,177,74.40%,3.60%,19_011,19.0,2.0,4.0,,
Butler,112,94,83.90%,112,91,81.30%,-3.20%,19_012,19.0,2.0,4.0,,
Calhoun,141,122,86.50%,116,98,84.50%,-2.40%,19_013,19.0,2.0,4.0,,
Carroll,214,174,81.30%,173,158,91.30%,12.30%,19_014,19.0,2.0,4.0,,
Cass,217,165,76.00%,173,139,80.30%,5.70%,19_015,19.0,2.0,4.0,,
Cedar,233,197,84.50%,223,188,84.30%,-0.30%,19_016,19.0,2.0,4.0,,
Cerro Gordo,462,346,74.90%,419,341,81.40%,8.70%,19_017,19.0,2.0,4.0,,
Cherokee,118,90,76.30%,99,91,91.90%,20.50%,19_018,19.0,2.0,4.0,,
Chickasaw,144,122,84.70%,147,127,86.40%,2.00%,19_019,19.0,2.0,4.0,,
Clarke,123,99,80.50%,110,99,90.00%,11.80%,19_020,19.0,2.0,4.0,,
Clay,162,139,85.80%,130,108,83.10%,-3.20%,19_021,19.0,2.0,4.0,,
Clayton,153,106,69.30%,125,107,85.60%,23.60%,19_022,19.0,2.0,4.0,,
Clinton,592,461,77.90%,535,456,85.20%,9.50%,19_023,19.0,2.0,4.0,,
Crawford,186,142,76.30%,188,152,80.90%,5.90%,19_024,19.0,2.0,4.0,,
Dallas,636,522,82.10%,974,867,89.00%,8.50%,19_025,19.0,2.0,4.0,,
Davis,71,54,76.10%,89,76,85.40%,12.30%,19_026,19.0,2.0,4.0,,
Decatur,80,59,73.80%,60,51,85.00%,15.30%,19_027,19.0,2.0,4.0,,
Delaware,190,155,81.60%,182,155,85.20%,4.40%,19_028,19.0,2.0,4.0,,
Des Moines,460,285,62.00%,422,337,79.90%,28.90%,19_029,19.0,2.0,4.0,,
