col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,102,72,70.60%,55,38,69.10%,-2.10%,19_001,19.0,2.0,4.0,,
Adams,48,36,75.00%,32,21,65.60%,-12.50%,19_002,19.0,2.0,4.0,,
Allamakee,223,153,68.60%,135,110,81.50%,18.80%,19_003,19.0,2.0,4.0,,
Appanoose,174,111,63.80%,128,95,74.20%,16.30%,19_004,19.0,2.0,4.0,,
Audubon,75,67,89.30%,58,47,81.00%,-9.30%,19_005,19.0,2.0,4.0,,
Benton,333,254,76.30%,228,183,80.30%,5.20%,19_006,19.0,2.0,4.0,,
Black Hawk,"1,185",741,62.50%,"1,205",840,69.70%,11.50%,19_007,19.0,2.0,4.0,,
Boone,329,225,68.40%,275,196,71.30%,4.20%,19_008,19.0,2.0,4.0,,
Bremer,362,298,82.30%,237,206,86.90%,5.60%,19_009,19.0,2.0,4.0,,
Buchanan,198,150,75.80%,171,134,78.40%,3.40%,19_010,19.0,2.0,4.0,,
Buena Vista,295,206,69.80%,235,159,67.70%,-3.10%,19_011,19.0,2.0,4.0,,
Butler,157,124,79.00%,121,95,78.50%,-0.60%,19_012,19.0,2.0,4.0,,
Calhoun,172,140,81.40%,156,117,75.00%,-7.90%,19_013,19.0,2.0,4.0,,
Carroll,249,204,81.90%,164,147,89.60%,9.40%,19_014,19.0,2.0,4.0,,
Cass,212,155,73.10%,165,144,87.30%,19.40%,19_015,19.0,2.0,4.0,,
Cedar,272,220,80.90%,230,178,77.40%,-4.30%,19_016,19.0,2.0,4.0,,
Cerro Gordo,487,334,68.60%,442,299,67.60%,-1.40%,19_017,19.0,2.0,4.0,,
Cherokee,166,128,77.10%,109,86,78.90%,2.30%,19_018,19.0,2.0,4.0,,
Chickasaw,186,149,80.10%,164,135,82.30%,2.80%,19_019,19.0,2.0,4.0,,
Clarke,136,82,60.30%,94,72,76.60%,27.00%,19_020,19.0,2.0,4.0,,
Clay,197,157,79.70%,154,124,80.50%,1.00%,19_021,19.0,2.0,4.0,,
Clayton,192,139,72.40%,129,95,73.60%,1.70%,19_022,19.0,2.0,4.0,,
Clinton,612,420,68.60%,512,375,73.20%,6.70%,19_023,19.0,2.0,4.0,,
Crawford,254,200,78.70%,266,216,81.20%,3.10%,19_024,19.0,2.0,4.0,,
Dallas,563,442,78.50%,906,777,85.80%,9.20%,19_025,19.0,2.0,4.0,,
Davis,74,50,67.60%,98,71,72.40%,7.20%,19_026,19.0,2.0,4.0,,
Decatur,106,79,74.50%,77,55,71.40%,-4.20%,19_027,19.0,2.0,4.0,,
Delaware,287,242,84.30%,205,170,82.90%,-1.70%,19_028,19.0,2.0,4.0,,
Des Moines,462,311,67.30%,427,291,68.10%,1.20%,19_029,19.0,2.0,4.0,,
Dickinson,208,162,77.90%,161,140,87.00%,11.60%,19_030,19.0,2.0,4.0,,
Dubuque,946,639,67.50%,943,753,79.90%,18.20%,19_031,19.0,2.0,4.0,,
Emmet,131,102,77.90%,97,70,72.20%,-7.30%,19_032,19.0,2.0,4.0,,
Fayette,359,275,76.60%,264,209,79.20%,3.30%,19_033,19.0,2.0,4.0,,
Floyd,216,158,73.10%,197,158,80.20%,9.60%,19_034,19.0,2.0,4.0,,
Franklin,73,51,69.90%,102,77,75.50%,8.10%,19_035,19.0,2.0,4.0,,
Fremont,115,81,70.40%,83,56,67.50%,-4.20%,19_036,19.0,2.0,4.0,,
Greene,124,85,68.50%,103,86,83.50%,21.80%,19_037,19.0,2.0,4.0,,
Grundy,249,201,80.70%,173,154,89.00%,10.30%,19_038,19.0,2.0,4.0,,
Guthrie,190,133,70.00%,170,142,83.50%,19.30%,19_039,19.0,2.0,4.0,,
Hamilton,211,153,72.50%,200,174,87.00%,20.00%,19_040,19.0,2.0,4.0,,
