col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"3,193",295,9.20%,"3,551",467,13.20%,42.30%,19_001,19.0,2.0,4.0,,
Adams,"1,821",223,12.20%,"1,921",308,16.00%,30.90%,19_002,19.0,2.0,4.0,,
Allamakee,"6,527",787,12.10%,"6,236",907,14.50%,20.60%,19_003,19.0,2.0,4.0,,
Appanoose,"5,786",936,16.20%,"5,660","1,067",18.90%,16.50%,19_004,19.0,2.0,4.0,,
Audubon,"2,885",337,11.70%,"2,774",386,13.90%,19.10%,19_005,19.0,2.0,4.0,,
Benton,"11,032",927,8.40%,"11,752","1,295",11.00%,31.10%,19_006,19.0,2.0,4.0,,
Black Hawk,"55,541","7,144",12.90%,"54,224","8,042",14.80%,15.30%,19_007,19.0,2.0,4.0,,
Boone,"11,398","1,029",9.00%,"11,836","1,284",10.80%,20.20%,19_008,19.0,2.0,4.0,,
Bremer,"10,789",772,7.20%,"10,214",902,8.80%,23.40%,19_009,19.0,2.0,4.0,,
Buchanan,"9,727",962,9.90%,"9,042","1,104",12.20%,23.50%,19_010,19.0,2.0,4.0,,
Buena Vista,"8,929","1,148",12.90%,"8,583","1,397",16.30%,26.60%,19_011,19.0,2.0,4.0,,
Butler,"7,205",661,9.20%,"6,692",789,11.80%,28.50%,19_012,19.0,2.0,4.0,,
Calhoun,"5,156",562,10.90%,"4,769",637,13.40%,22.50%,19_013,19.0,2.0,4.0,,
Carroll,"10,652","1,002",9.40%,"10,132","1,149",11.30%,20.60%,19_014,19.0,2.0,4.0,,
Cass,"6,961",892,12.80%,"6,469","1,009",15.60%,21.70%,19_015,19.0,2.0,4.0,,
Cedar,"7,885",608,7.70%,"8,227",829,10.10%,30.70%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"21,242","2,466",11.60%,"20,399","2,742",13.40%,15.80%,19_017,19.0,2.0,4.0,,
Cherokee,"6,024",617,10.20%,"5,712",682,11.90%,16.60%,19_018,19.0,2.0,4.0,,
Chickasaw,"6,282",657,10.50%,"5,825",745,12.80%,22.30%,19_019,19.0,2.0,4.0,,
Clarke,"3,873",559,14.40%,"4,022",675,16.80%,16.30%,19_020,19.0,2.0,4.0,,
Clay,"8,048",840,10.40%,"7,954","1,056",13.30%,27.20%,19_021,19.0,2.0,4.0,,
Clayton,"8,646",974,11.30%,"8,347","1,181",14.10%,25.60%,19_022,19.0,2.0,4.0,,
Clinton,"22,755","2,926",12.90%,"22,137","3,379",15.30%,18.70%,19_023,19.0,2.0,4.0,,
