col0,col1,col2,col3,col4,col5,col6,col7
1,REG,Button,:navForm:regPlateButton,,,Button that brings up Registration search form,1
2,REG,Text,:searchForm:registrationByLicenseDestinations,EnterEvent,Combo35,State the plate is to be run in,2
3,REG,Text,:searchForm:dispatchFor,EnterEvent,Text8,Officer that is running the plate,3
4,REG,Text,:searchForm:dispatchLocation,EnterEvent,Text10,Location of traffic stop,4
5,REG,Text,:searchForm:licensePlate0,EnterEvent,PlateNum,Plate number being searched,5
6,REG,Text,:searchForm:licensePlateType0,EnterEvent,Type,Plate type of plate being searched,6
7,REG,Text,:searchForm:licensePlateExpires0,EnterEvent,Expiration,Expiration of plate being searched,7
8,REG,Button,:searchForm:_id67,,,Button that runs the plate,8
9,VIN,Button,:navForm:regVinButton,,,Button that brings up VIN search form,1
10,VIN,Text,:searchForm:registrationByVehicleDestinations,EnterEvent,Combo35,State the VIN is to be run in,2
11,VIN,Text,:searchForm:dispatchFor,EnterEvent,Text8,Officer that is running the VIN,3
12,VIN,Text,:searchForm:dispatchLocation,EnterEvent,Text10,Location of traffic stop,4
13,VIN,Text,:searchForm:vehicleId0,EnterEvent,VIN,VIN being searched,5
14,VIN,Text,:searchForm:vehicleYear0,EnterEvent,VehYear,Year of the vehicle being searched,6
15,VIN,Text,:searchForm:vehicleMake0,EnterEvent,VehMake,Make of the vehicle being searched,7
16,VIN,Button,:searchForm:_id108,,,Button that runs the vehicle,8
17,CID,Button,:navForm:licByLicenseNumberButton,,,Button that brings up CID search form,1
18,CID,Text,:searchForm:dispatchFor,EnterEvent,Text8,Officer that is running the CID,2
19,CID,Text,:searchForm:dispatchLocation,EnterEvent,Text10,Location of traffic stop,3
20,CID,Text,:searchForm:licenseNumber0,EnterEvent,CID,CID being searched for,4
21,CID,Text,:searchForm:driversLicenseByLicenseNumberDestinations,EnterEvent,StateSource2,State the CID is being searched in,5
22,CID,Button,:searchForm:_id140,,,Button that runs the CID,6
23,DOB,Button,:navForm:licByNameButton,,,Button that brings up the Person Search form,1
24,DOB,Text,:searchForm:dispatchFor,EnterEvent,Text8,Officer that is running the person,2
25,DOB,Text,:searchForm:dispatchLocation,EnterEvent,Text10,Location of the check,3
26,DOB,Text,:searchForm:lastName0,EnterEvent,LastName,Last Name of the person being checked,4
27,DOB,Text,:searchForm:firstName0,EnterEvent,FirstName,First Name of the person being checked,5
28,DOB,Text,:searchForm:middleName0,EnterEvent,Middle,Middile Name of the person being checked,6
29,DOB,Text,:searchForm:birthDate0,EnterEvent,DOB,Date of Birth of the person being checked,7
30,DOB,Text,:searchForm:sex0,EnterEvent,Sex,Gender of the person being checked,8
31,DOB,Button,:searchForm:_id183,,,Button that runs the person,10
32,RREG,Button,:navForm:regPlateButton,,,Button that brings up Registration search form,1
33,RREG,Text,:searchForm:registrationByLicenseDestinations,RunData,Combo35,State the plate is to be run in,2
34,RREG,Text,:searchForm:dispatchFor,RunData,Text8,Officer that is running the plate,3
35,RREG,Text,:searchForm:dispatchLocation,RunData,Text49,Location of traffic stop,4
36,RREG,Text,:searchForm:licensePlate0,RunData,PlateNum,Plate number being searched,5
37,RREG,Text,:searchForm:licensePlateType0,RunData,Type,Plate type of plate being searched,6
38,RREG,Text,:searchForm:licensePlateExpires0,RunData,Expiration,Expiration of plate being searched,7
39,RREG,Button,:searchForm:_id67,,,Button that runs the plate,8
40,RVIN,Button,:navForm:regVinButton,,,Button that brings up VIN search form,1
41,RVIN,Text,:searchForm:registrationByVehicleDestinations,RunData,Combo35,State the VIN is to be run in,2
42,RVIN,Text,:searchForm:dispatchFor,RunData,Text8,Officer that is running the VIN,3
43,RVIN,Text,:searchForm:dispatchLocation,RunData,Text49,Location of traffic stop,4
44,RVIN,Text,:searchForm:vehicleId0,RunData,VIN,VIN being searched,5
45,RVIN,Text,:searchForm:vehicleYear0,RunData,VehYear,Year of the vehicle being searched,6
46,RVIN,Text,:searchForm:vehicleMake0,RunData,VehMake,Make of the vehicle being searched,7
47,RVIN,Button,:searchForm:_id108,,,Button that runs the vehicle,8
48,RCID,Button,:navForm:licByLicenseNumberButton,,,Button that brings up CID search form,1
49,RCID,Text,:searchForm:dispatchFor,RunData,Text8,Officer that is running the CID,2
50,RCID,Text,:searchForm:dispatchLocation,RunData,Text49,Location of traffic stop,3
51,RCID,Text,:searchForm:licenseNumber0,RunData,CID,CID being searched for,4
52,RCID,Text,:searchForm:driversLicenseByLicenseNumberDestinations,RunData,StateSource2,State the CID is being searched in,5
53,RCID,Button,:searchForm:_id140,,,Button that runs the CID,6
54,RDOB,Button,:navForm:licByNameButton,,,Button that brings up the Person Search form,1
55,RDOB,Text,:searchForm:dispatchFor,RunData,Text8,Officer that is running the person,2
56,RDOB,Text,:searchForm:dispatchLocation,RunData,Text49,Location of the check,3
57,RDOB,Text,:searchForm:lastName0,RunData,LastName,Last Name of the person being checked,4
58,RDOB,Text,:searchForm:firstName0,RunData,FirstName,First Name of the person being checked,5
59,RDOB,Text,:searchForm:middleName0,RunData,Middle,Middile Name of the person being checked,6
60,RDOB,Text,:searchForm:birthDate0,RunData,DOB,Date of Birth of the person being checked,7
61,RDOB,Text,:searchForm:sex0,RunData,Sex,Gender of the person being checked,8
62,RDOB,Button,:searchForm:_id183,,,Button that runs the person,10
63,RDOB,Text,:searchForm:driversLicenseByNameDestinations,RunData,StatePicker,State or States to search person in,9
64,DOB,Text,:searchForm:driversLicenseByNameDestinations,EnterEvent,StatePicker,State or States to search person in,9
