col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"1,022",220,21.50%,872,240,27.50%,27.90%,19_001,19.0,2.0,4.0,,
Adams,543,104,19.20%,434,115,26.50%,38.30%,19_002,19.0,2.0,4.0,,
Allamakee,"1,798",363,20.20%,"1,594",434,27.20%,34.90%,19_003,19.0,2.0,4.0,,
Appanoose,"1,735",497,28.60%,"1,488",536,36.00%,25.70%,19_004,19.0,2.0,4.0,,
Audubon,857,158,18.40%,675,173,25.60%,39.00%,19_005,19.0,2.0,4.0,,
Benton,"3,511",671,19.10%,"3,378",844,25.00%,30.70%,19_006,19.0,2.0,4.0,,
Black Hawk,"15,515","4,859",31.30%,"14,826","5,589",37.70%,20.40%,19_007,19.0,2.0,4.0,,
Boone,"3,354",746,22.20%,"3,123",846,27.10%,21.80%,19_008,19.0,2.0,4.0,,
Bremer,"2,897",552,19.10%,"2,798",626,22.40%,17.40%,19_009,19.0,2.0,4.0,,
Buchanan,"2,817",597,21.20%,"2,541",661,26.00%,22.70%,19_010,19.0,2.0,4.0,,
Buena Vista,"2,480",572,23.10%,"2,342",681,29.10%,26.10%,19_011,19.0,2.0,4.0,,
Butler,"1,964",386,19.70%,"1,735",423,24.40%,24.00%,19_012,19.0,2.0,4.0,,
Calhoun,"1,293",270,20.90%,"1,071",332,31.00%,48.50%,19_013,19.0,2.0,4.0,,
Carroll,"2,845",566,19.90%,"2,557",654,25.60%,28.60%,19_014,19.0,2.0,4.0,,
Cass,"1,838",463,25.20%,"1,592",522,32.80%,30.20%,19_015,19.0,2.0,4.0,,
Cedar,"2,452",507,20.70%,"2,331",621,26.60%,28.80%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"5,836","1,623",27.80%,"5,025","1,729",34.40%,23.70%,19_017,19.0,2.0,4.0,,
Cherokee,"1,611",356,22.10%,"1,301",407,31.30%,41.60%,19_018,19.0,2.0,4.0,,
Chickasaw,"1,695",347,20.50%,"1,455",363,24.90%,21.90%,19_019,19.0,2.0,4.0,,
Clarke,"1,207",303,25.10%,"1,117",330,29.50%,17.70%,19_020,19.0,2.0,4.0,,
Clay,"2,279",534,23.40%,"1,989",639,32.10%,37.10%,19_021,19.0,2.0,4.0,,
Clayton,"2,335",486,20.80%,"2,012",533,26.50%,27.30%,19_022,19.0,2.0,4.0,,
Clinton,"6,691","1,849",27.60%,"6,025","2,114",35.10%,27.00%,19_023,19.0,2.0,4.0,,
Crawford,"2,120",486,22.90%,"2,088",638,30.60%,33.30%,19_024,19.0,2.0,4.0,,
Dallas,"5,978","1,256",21.00%,"9,739","2,207",22.70%,7.90%,19_025,19.0,2.0,4.0,,
Davis,"1,066",182,17.10%,"1,053",232,22.00%,29.00%,19_026,19.0,2.0,4.0,,
Decatur,974,240,24.60%,884,283,32.00%,29.90%,19_027,19.0,2.0,4.0,,
Delaware,"2,570",439,17.10%,"2,196",490,22.30%,30.60%,19_028,19.0,2.0,4.0,,
Des Moines,"5,410","1,714",31.70%,"4,881","1,978",40.50%,27.90%,19_029,19.0,2.0,4.0,,
Dickinson,"1,910",436,22.80%,"1,723",465,27.00%,18.20%,19_030,19.0,2.0,4.0,,
Dubuque,"11,479","2,586",22.50%,"11,209","3,229",28.80%,27.90%,19_031,19.0,2.0,4.0,,
Emmet,"1,282",303,23.60%,"1,136",376,33.10%,40.00%,19_032,19.0,2.0,4.0,,
Fayette,"2,746",641,23.30%,"2,315",683,29.50%,26.40%,19_033,19.0,2.0,4.0,,
Floyd,"2,145",552,25.70%,"1,917",600,31.30%,21.60%,19_034,19.0,2.0,4.0,,
Franklin,"1,320",284,21.50%,"1,236",345,27.90%,29.70%,19_035,19.0,2.0,4.0,,
Fremont,"1,010",248,24.60%,872,293,33.60%,36.80%,19_036,19.0,2.0,4.0,,
Greene,"1,330",321,24.10%,"1,038",323,31.10%,28.90%,19_037,19.0,2.0,4.0,,
Grundy,"1,582",273,17.30%,"1,534",356,23.20%,34.50%,19_038,19.0,2.0,4.0,,
Guthrie,"1,352",312,23.10%,"1,284",334,26.00%,12.70%,19_039,19.0,2.0,4.0,,
