col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
Baldwin,Tammy,D,WI,-1,-3,-1,-1,1,-1,1,-1,1,1,1,1,,
Bennet,Michael,D,CO,-3,-1,3,-1,1,-1,1,1,1,1,1,2,,
Blumenthal,Richard,D,CT,-1,-1,-1,-1,1,-1,1,1,-1,1,1,0,,
Booker,Cory,D,NJ,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,0,,
Brown,Sherrod,D,OH,-1,-1,-1,3,1,-1,1,-3,1,1,1,2,,
Cantwell,Maria,D,WA,-1,-2,-1,-1,1,-1,1,1,1,1,1,1,,
Cardin,Ben,D,MD,-1,-3,-1,-3,1,-1,1,3,1,1,4,4,,
Carper,Tom,D,DE,-1,-3,1,-1,1,-3,1,1,1,1,3,3,,
Casey,Bob,D,PA,-1,-1,-1,-1,1,-1,1,1,1,3,1,1,,
Coons,Chris,D,DE,0,-1,1,-1,1,-1,1,1,1,1,3,1,,
Cortez Masto,Catherine,D,NV,-1,-1,1,-1,1,-1,1,3,1,1,1,1,,
Donnelly,Joe,D,IN,-1,-1,0,1,1,-1,3,3,1,3,1,3,,
Duckworth,Tammy,D,IL,-1,-1,1,-1,1,-1,1,3,1,1,1,1,,
Durbin,Richard,D,IL,-1,-3,-3,-1,1,-1,1,-1,1,1,3,3,,
Feinstein,Dianne,D,CA,-1,-1,1,-1,1,-1,1,1,1,1,3,1,,
Franken,Al,D,MN,-1,-1,-1,-1,1,-1,1,1,1,1,1,0,,
Gillibrand,Kirsten,D,NY,-3,-1,-3,-1,-1,-1,3,-3,-1,3,1,5,,
Harris,Kamala,D,CA,-1,-2,-1,-1,1,-1,1,-1,-1,1,1,1,,
Hassan,Maggie,D,NH,-1,-1,1,-1,1,-1,1,3,1,1,1,1,,
Heinrich,Martin,D,NM,-1,-1,-1,-1,1,-1,1,-1,1,1,1,0,,
Heitkamp,Heidi,D,ND,3,-1,1,1,1,-1,1,1,1,1,1,1,,
Hirono,Mazie,D,HI,-1,-1,-1,-1,1,-1,1,1,1,1,1,0,,
Kaine,Tim,D,VA,-1,-1,1,-1,1,-1,1,1,1,1,1,0,,
Klobuchar,Amy,D,MN,-1,-1,1,-1,1,-1,1,3,1,1,3,2,,
Leahy,Pat,D,VT,-1,-1,-1,-1,1,-1,1,1,1,1,1,0,,
Manchin,Joe,D,WV,3,1,-1,1,1,-1,1,1,1,1,1,1,,
Markey,Ed,D,MA,-1,-1,-1,-1,1,-1,1,-1,-1,1,3,1,,
McCaskill,Claire,D,MO,-1,-1,-1,-3,1,-1,1,3,1,1,1,2,,
Menendez,Robert,D,NJ,-1,-3,-3,-1,1,-1,2,3,-1,3,3,6,,
Merkley,Jeff,D,OR,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,,
Murphy,Chris,D,CT,-1,-1,-1,-1,1,-1,3,3,1,3,1,3,,
Murray,Patty,D,WA,-1,-3,-1,-1,1,-1,1,-1,1,1,3,2,,
Nelson,Bill,D,FL,-1,-3,2,-1,1,-1,1,1,1,1,3,3,,
Peters,Gary,D,MI,-1,-1,-3,-3,1,-1,3,3,1,1,1,4,,
Reed,Jack,D,RI,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,0,,
