col0,col1,col2,col3,col4,col5
AESIF-Web,Les agences européennes de sécurité intérieure et de gestion des frontières vues du web,The online perception of European interior security and border management agencies,"Didier Bigo
Francesco Ragazzi
Médéric Martin-Mazé",2013-2014,http://dimeweb.dime-shs.sciences-po.fr/docs/aesif.pdf
SitPol (Sitothèque),Cartographie web des acteurs du paysage politique français,Exploratory mapping of the french political web and its actors,"Dinah Galligo
Elise Chapoy
Olesea Dubois",2013-2014,http://dimeweb.dime-shs.sciences-po.fr/img/portfolio/sitpol-modal.jpg
MigRom,Emergence et diffusion des « questions Roms » dans la politique et sur le web,"Emergence and diffusion of ""Roma issues"" in the political web arena","Gregoire Cousin
Dana Diminescu",2013-2015,http://profs.formazione.univr.it/creaa/files/2014/05/2-Working-paper-Attitudes-Survey-MigRom_Cousin_Pontrandolfo.pdf
OpenMarriage,"Analyse dynamique des controverses sur le « mariage
pour tous » dans les commentaires sur lemonde.fr","Dynamic analysis of controversies over the ""marriage for all"" French bill in 2012-2013 within comments on lemonde.fr","Eric Dagiral
Olivier Martin
François de Singly ",2013-2016,
HateWeb,"Représenter l’espace des mobilisations islamophobes en Italie : structures, évolutions et magistères intellectuels","Representing the landscape of islamophobic expression in Italy: structure, evolution, and intellectual leaders","Tommaso Vitale
Bruno Cousin",2014-2016,https://www.cairn-int.info/revue-sociologie-2014-1-page-61.htm?contenu=resume
Amour2Pré,L’amour est dans le pré et ailleurs : une sociologie de la croyance en l’amour à travers l’articulation de la vie conjugale et la réception des productions culturelles,Love is in the field and elsewhere: a sociology of belief in love through the articulation of married life and the reception of cultural productions,"Christophe Giraud
Nelly Quemener
Eric Dagiral",2014-2016,
EuCellEx,Cartographie du web et analyse scientométrique de la communauté des Stem Cells,Web-based Big Data analytics for dynamic public opinion mapping in digital networks on contested biotechnology fields,"Virginie Tournay
Bruno Cautrès
Alessandro Blasimme",2014-2016,"http://www.cevipof.com/rtefiles/File/barometre%20confiance/Confiancepolitique_methodologie.pdf
https://cordis.europa.eu/project/id/601806/reporting/es"
ParLonWeb,Analyse des discours réciproques sur le web entre Paris et Londres,Explore whether the measure of flux and exchanges between Paris and London reveal some ongoing integration dynamics between the two metropolis,"Patrick Le Galès
Gilles Pinson",2015,
ClimateNegotiationBrowser,Naviguer à travers 20 ans de compte-rendus des conférences annuelles autour des négociations climatiques internationales,Navigate over 20 years of United Nations climate negotiations as captured by the Earth Negotiations Bulletin.,"Tommaso Venturini
Alexandru Constantin
Oleksii Boiarskyi
Karl Aberer",2015,http://www.climatenegotiations.org
PolTerre,Étude de l'anthropocène sous l'angle des territoires : l’usage de Twitter par les maires d’Île-de-France,Study of the anthropocene from the perspective of territories: Use of Twitter by mayors of Île-de-France,"Nicolas Douay
Aurélien Reys
Sabrina Robin",2015,https://journals.openedition.org/netcom/2089
Patrimoine,Création d'un observatoire numérique du patrimoine culturel immatériel,Creation of a digital observatory of the immaterial cultural patrimony,"Marta Severo
Chiara Bortolotto
Sévérine Cachat
Francesca Cominelli
Christian Hottin",2015-2018,http://www.acteursdupci.fr
UTIC/Source,Enquête sur les institutions européennes et la sécurité sociétale : focus migrants en mer,Virtual centre of excellence for research support and coordination on societal security: study on migrants at sea,"Didier Bigo
Félix Tréguer
Médéric Martin-Mazé
Tommaso Venturini",2015-2016,http://web.archive.org/web/20200314092909/http://societalsecurity.net/
SoWell,Mise en place d’un laboratoire d’expérimentation en ligne sur la confiance et le bien-être du point de vue de l’économie,Setting up an online experiment lab on trust and well-being from an economics perspective,"Yann Algan
Elizabeth Beasley",2015-2017,http://www.erc-sowell.com/
Privacy,Analyse des acteurs concernés par les questions de « vie privée » sur le web.,Analysis of actors engaged on privacy issues on the web,"Maxime Crépel
Dominique Boullier
Marcin Detyniecki",2015-2018,https://medialab.github.io/privacy/
CartoPol,"Cartographie des laboratoires de sciences politiques français
",Mapping french political sciences research laboratories,"Michaël Goudoux
Charlotte Dolez
Sarah Vincourt
Faustin Armel Youbi",2016-2017,https://cartosciencepolitique.sciencespo.fr/
Elections2017,Cartographie web de l’activité et de la mobilisation des différents acteurs de l’élection présidentielle française de 2017,Web mapping of activity and mobilisation of 2017 French presidential election actors,"Cynthia Pedroja
Anita Beldiman-Moore
Anne L’Hôte
Laurent Bajon
Myriam Tazi
Zohra Mechri
Meryam Maizi
Diégo Antolinos-Basso
Odile Gaultier-Voituriez
Thierry Vedel",2016-2017,http://corpusweb.sciencespo.fr/
RiscoVac,"Risques, Controverses et Vaccinations : étude des comportements de vaccination contemporains en les replaçant dans le cadre des mobilisations et controverses contemporaines","Risks, Controversies & Vaccination: study of actual vaccination behaviors in the contexte of modern mobilisations and controversies","Jeremy Ward
Paul Guille-Escuret
Florian Cafiero",2016-2017,https://anr.fr/Projet-ANR-15-CE36-0008
NaturPradi,Étude des relations entre plateformes numériques de la ville de Paris et végétalisation de la ville,Study on links between Paris' digital platforms and the city's re-naturation,"Donato Ricci
Axel Meunier
Gabriele Colombo
Agata Brilli
Julien Blanc
Alessia De Biase
Ornella Zaza
Sarah André",2017-2019,https://www.academia.edu/33729733/Digital_Methods_for_Public_Policy_Designing_Digital_Methods_to_monitor_and_inform_Urban_Policy_The_case_of_Paris_and_its_Urban_Nature_initiative
ComIngGen,La mesure de l'opinion publique à l'aide des outils numériques. Le cas des choix scientifiques et technologiques appliqués aux biotechnologies,Knowledge and measurement of public opinion and communication tools regarding on-going biotechnologies,"Virginie Tournay
Guillaume Levrier",2018-2019,"https://anr.fr/Projet-ANR-18-CE38-0007
https://www.researchgate.net/publication/335766179_A_New_Web-Based_Big_Data_Analytics_for_Dynamic_Public_Opinion_Mapping_in_Digital_Networks_on_Contested_Biotechnology_Fields"
Polarisation,Une polarisation des médias « à la française » ? Comparaison des écosystèmes français et américain,"Media polarization ""à la française""? Comparing the French and American ecosystems","Ethan Zuckerman
Théophile Lenoir
Bruno Patino
Dominique Cardon
Jean-Philippe Cointet",2018-2019,https://www.institutmontaigne.org/publications/media-polarization-la-francaise
MediaTerr,Sensibilité au traitement télévisuel du terrorisme,Sensitivity towards televisual information on terrorism,"Claire Sécail
Pierre Lefébure
Anne Jadot",2018-2019,
PerseVac-PolariVax,Perception de la Sécurité des Vaccins : attitudes des Français à l'égard de la vaccination - impact du niveau socioéconomique et des sources d'information,Perception on vaccines security: French behaviors towards vaccination - impact of socioeconomic level and information sources,"Jeremy Ward
Florian Cafiero
Paul Guille-Escuret",2018-2020,http://www.sciencedirect.com/science/article/pii/S0378873320300964
