col0,col1,col2,col3,col4,col5,col6,col7,col8
ACM Digital,Industry 4.0 ethics,https://dl.acm.org/doi/10.1145/3178248.3178255,FALSE,,,,,
ACM Digital,Industry 4.0 ethics,https://dl.acm.org/doi/10.1145/3162957.3163042,FALSE,,,,,
ACM Digital,Industry 4.0 ethics,https://dl.acm.org/doi/10.1145/3297662.3365793,FALSE,,,,,
ACM Digital,Industry 4.0 ethics,https://dl.acm.org/doi/10.1145/2874239.2874283,FALSE,,,,,
ACM Digital,Industry 4.0 ethics,https://dl.acm.org/doi/10.1145/3364335.3364350,FALSE,,,,,
ACM Digital,Industry 4.0 ethics,https://dl.acm.org/doi/10.1145/3229631.3264660,FALSE,,,,,
ACM Digital,Industry 4.0 ethics,https://dl.acm.org/doi/10.1145/2793013.2793022,FALSE,,,,,
ACM Digital,Industry 4.0 ethics,https://dl.acm.org/doi/10.1145/3379336.3381484,FALSE,,,,,
ACM Digital,Industry 4.0 ethics,https://dl.acm.org/doi/10.1145/3234698.3234757,FALSE,,,,,
ACM Digital,Industry 4.0 ethics,https://dl.acm.org/doi/10.1145/2786451.2786465,FALSE,,,,,
ACM Digital,AI automatisation ethics,https://dl.acm.org/doi/10.1145/3375627.3375811,FALSE,,,,,
ACM Digital,AI automatisation ethics,https://dl.acm.org/doi/10.1145/3278721.3278806,FALSE,,,,,
ACM Digital,AI automatisation ethics,https://dl.acm.org/doi/10.1145/3278721.3278765,FALSE,,,,,
ACM Digital,AI automatisation ethics,https://dl.acm.org/doi/10.1145/3375627.3375804,FALSE,,,,,
ACM Digital,AI automatisation ethics,https://dl.acm.org/doi/10.1145/3306618.3314289,FALSE,,,,,
ACM Digital,AI automatisation ethics,https://dl.acm.org/doi/10.1145/3306618.3314238,FALSE,,,,,
ACM Digital,AI automatisation ethics,https://dl.acm.org/doi/10.1145/3363384.3363393,FALSE,,,,,
ACM Digital,AI automatisation ethics,https://dl.acm.org/doi/10.1145/3362077.3362087,FALSE,,,,,
ACM Digital,AI automatisation ethics,https://dl.acm.org/doi/proceedings/10.1145/3375627,FALSE,,,,,
ACM Digital,AI automatisation ethics,https://dl.acm.org/doi/10.1145/3299758.3299764,FALSE,,,,,
ACM Digital,Robot job scare,https://dl.acm.org/doi/10.1145/3278721.3278805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ACM Digital,Robot job scare,https://dl.acm.org/doi/10.1145/2792979,FALSE,,,,,
ACM Digital,Robot job scare,https://dl.acm.org/doi/10.1145/2974804.2980493,FALSE,,,,,
ACM Digital,Robot job scare,https://dl.acm.org/doi/10.1145/2559636.2559832,FALSE,,,,,
ACM Digital,Robot job scare,https://dl.acm.org/doi/10.1145/3332186.3338408,FALSE,,,,,
ACM Digital,Robot job scare,https://dl.acm.org/doi/10.1145/2538862.2544294,FALSE,,,,,
ACM Digital,Robot job scare,https://dl.acm.org/doi/10.1145/1514095.1514176,FALSE,,,,,
ACM Digital,Robot job scare,https://dl.acm.org/doi/10.5555/2447556.2447650,FALSE,,,,,
ACM Digital,Robot job scare,https://dl.acm.org/doi/10.1145/3173386.3173565,FALSE,,,,,
ACM Digital,Robot job scare,https://dl.acm.org/doi/10.1145/1514095.1514137,FALSE,,,,,
Springer Link,Industry 4.0 ethics,https://link.springer.com/chapter/10.1007/978-3-658-25652-4_16,FALSE,,,,,
Springer Link,Industry 4.0 ethics,https://link.springer.com/chapter/10.1007/978-3-658-19059-0_7,FALSE,,,,,
Springer Link,Industry 4.0 ethics,https://link.springer.com/chapter/10.1007/978-3-662-58631-0_3,FALSE,,,,,
Springer Link,Industry 4.0 ethics,https://link.springer.com/chapter/10.1007/978-3-658-02808-4_3,FALSE,,,,,
Springer Link,Industry 4.0 ethics,-,,,,,,
Springer Link,Industry 4.0 ethics,-,,,,,,
