col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
1,Yes,Yes,Yes,Very confident,Almost constantly,Equal positive and negative effects,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly united,,44,Female,White,Florida
2,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly united,,42,Female,White,Oregon
3,Yes,Yes,Yes,Very confident,Several times a day,Mostly positive,Better than expected,Too impulsive,Approve,Very strongly,,A stronger position internationally,I am paying attention,,Mostly united,38,female,White,South Carolina
4,Yes,No,No,Very confident,Almost constantly,Mostly positive,About as expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,Mostly divided,31,male,White,Indiana
5,Yes,Yes,Yes,Very confident,Almost constantly,Equal positive and negative effects,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,Mostly divided,29,Female,White,California
6,Yes,Yes,Yes,Somewhat confident,Almost constantly,Mostly negative,About as expected,Too impulsive,Disapprove,,Not so strongly,A stronger position internationally,I am paying attention,Mostly divided,,36,female,Other,Tennessee
7,Yes,Yes,Yes,Very confident,Almost constantly,Equal positive and negative effects,About as expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly united,,21,female,Black,Texas
8,Yes,Yes,Yes,Very confident,Almost constantly,Equal positive and negative effects,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,Mostly united,33,female,White,Georgia
9,Yes,Yes,Yes,Very confident,Several times a day,Mostly positive,About as expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,Mostly united,38,female,Hispanic,California
10,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,,Too impulsive,,,,A stronger position internationally,I am paying attention,,Mostly divided,42,Male,White,North Carolina
11,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly united,,31,male,White,Illinois
12,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly divided,,23,female,White,California
13,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly united,,44,female,White,Oregon
14,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,Better than expected,About right,Approve,Very strongly,,A stronger position internationally,I am paying attention,,Mostly divided,25,male,White,Missouri
15,Yes,Yes,Yes,Very confident,Several times a day,Mostly positive,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,Mostly divided,26,Male,Asian,California
16,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,Mostly divided,28,male,Asian,California
17,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,About as expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly united,,20,Female,Black,Virginia
18,Yes,Yes,Yes,Very confident,Almost constantly,Equal positive and negative effects,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly divided,,43,female,White,Washington
19,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,About as expected,Too impulsive,,,,About the same position internationally,I am paying attention,,,31,male,Hispanic,Illinois
20,Yes,Yes,No,Very confident,Several times a day,Equal positive and negative effects,About as expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly divided,,28,female,White,New York
21,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,Worse than expected,Too impulsive,Disapprove,,Not so strongly,A weaker position internationally,I am paying attention,,Mostly divided,35,male,White,Illinois
22,Yes,Yes,Yes,Very confident,Almost constantly,Equal positive and negative effects,Better than expected,About right,Approve,Very strongly,,A stronger position internationally,I am paying attention,,Mostly divided,24,Male,White,District of Columbia
23,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,,31,male,White,Texas
24,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly united,,22,Male,White,Indiana
25,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,About as expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,Mostly united,28,Female,White,Florida
26,Yes,Yes,Yes,Very confident,Almost constantly,Equal positive and negative effects,Better than expected,About right,Approve,Very strongly,,A stronger position internationally,I am paying attention,Mostly united,,41,Female,Other,Florida
27,Yes,Yes,Yes,Somewhat confident,Almost constantly,Equal positive and negative effects,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,Mostly divided,32,male,White,New Jersey
28,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,Worse than expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,Mostly divided,24,Female,"Black,White",Florida
29,Yes,Yes,Yes,Very confident,Almost constantly,Equal positive and negative effects,Better than expected,About right,Approve,Very strongly,,A stronger position internationally,I am paying attention,,,26,Female,White,Florida
30,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,About as expected,Too impulsive,Disapprove,,Very strongly,About the same position internationally,I am paying attention,,Mostly united,43,female,White,Michigan
31,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,About as expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,Mostly divided,,26,Male,White,Maryland
32,Yes,Yes,Yes,Very confident,Almost constantly,Mostly positive,About as expected,Too impulsive,Disapprove,,Very strongly,A weaker position internationally,I am paying attention,,Mostly divided,34,female,White,California
33,Yes,Yes,Yes,Somewhat confident,Several times a day,Mostly positive,Better than expected,About right,Approve,Very strongly,,A stronger position internationally,I am paying attention,Mostly united,,32,male,White,California
34,Yes,Yes,Yes,Somewhat confident,Several times a day,Mostly positive,Better than expected,About right,Approve,Very strongly,,A stronger position internationally,I am paying attention,,Mostly united,45,Male,Other,Florida
