col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
screensaver_user_id,fields.userchecklist,screensaver_user,,0,,string,link,{ 'hrefTemplate': ',,,,,,,,,
username,fields.userchecklist,screensaver_user,,0,,string,link,{ 'hrefTemplate': ',,,,,,,,,
user_name,fields.userchecklist,custom,,1,,string,link,{ 'hrefTemplate': ',,,,,,,,,
user_first_name,fields.userchecklist,custom,,1,,string,link,{ 'hrefTemplate': ',,,,,,,,,
user_last_name,fields.userchecklist,custom,,1,,string,link,{ 'hrefTemplate': ',,,,,,,,,
name,fields.userchecklist,,,3,,string,link,{ 'hrefTemplate': ',,,,,,,,,
status,fields.userchecklist,custom,,4,,string,,,,TRUE,Checklist item status,Status,TRUE,,userchecklist.status,[l;d],
is_checked,fields.userchecklist,,,4,,boolean,,,,TRUE,Is checked,Is Checked,TRUE,,,,[c;u]
date_effective,fields.userchecklist,,,5,,date,,,,TRUE,Date effective,Date,TRUE,,,[l;d],[c;u]
date_notified,fields.userchecklist,,,6,,date,,,,TRUE,Date notified,Date Notified,TRUE,,,[d],[c;u]
admin_username,fields.userchecklist,custom,,7,,string,link,{ 'hrefTemplate': ',,,,,,,,,
admin_name,fields.userchecklist,custom,,8,,string,link,{ 'hrefTemplate': ',,,,,,,,,
is_retired,fields.userchecklist,custom,,9,,boolean,,,,TRUE,True if this checklist item is retired from use in the UI,Is Retired,TRUE,,,[d],
ordinal,fields.userchecklist,custom,,10,,integer,,,,TRUE,Ordinal,Ordinal,TRUE,,,[d],
