col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
1491,27.4514875551546,8.82016753213469,378.983333,408.983333,12777446.8461746,234,1,1,12,0,0,0,0,0,161,161,161,161,161,0,161,0,1,0,0,0,1
1969,26.6273086636948,9.11937846281879,417.649999666667,447.649999666667,15894452.4801744,550,1,1,12,0,0,0,0,0,57,57,57,57,57,0,57,0,1,0,0,0,1
1970,26.5694399480134,9.12936615213241,428.333333333333,458.333333333333,37052884.039794,551,1,1,12,0,0,0,0,0,56,56,56,56,56,0,56,0,1,0,0,0,1
1974,26.8461341770243,9.10727130674652,406.333333333333,436.333333333333,33921268.4379444,555,1,1,12,0,0,0,0,0,59,59,59,59,59,0,59,0,1,0,0,0,1
1976,26.8955358700168,9.16616206228701,406.333333333333,436.333333333333,24674695.2378235,557,1,1,12,0,0,0,0,0,59,59,59,59,59,0,59,0,1,0,0,0,1
2037,26.8969462071512,9.19957066333028,410.5,440.5,38027590.023199,611,1,1,12,0,0,0,0,0,36,36,36,36,36,0,36,0,1,0,0,0,1
2042,27.0447723328253,9.16096445014979,397.983333,427.983333,28985646.3547606,616,1,1,12,0,0,0,0,0,61,61,61,61,61,0,61,0,1,0,0,0,1
2044,27.0202526111958,9.19113971386412,400.916666666667,430.916666666667,38732875.0697684,618,1,1,12,0,0,0,0,0,61,61,61,61,61,0,61,0,1,0,0,0,1
2054,27.023237618011,9.11579006695969,403.649999666667,433.649999666667,28268884.7018065,627,1,1,12,0,0,0,0,0,61,61,61,61,61,0,61,0,1,0,0,0,1
2058,27.3149364065172,8.98413281408874,397.0,427.0,18142363.4532888,630,1,1,12,0,0,0,0,0,124,124,124,124,124,0,124,0,1,0,0,0,1
2062,27.5539846221036,8.93635717314495,388.0,418.0,28944619.9381841,634,1,1,12,0,0,0,0,0,126,126,126,126,126,0,126,0,1,0,0,0,1
2075,27.1668499298113,9.13048154196458,393.841666,423.841666,17718750.0,646,1,1,12,0,0,0,0,0,62,62,62,62,62,0,62,0,1,0,0,0,1
2130,27.39155109812,9.04309188421698,390.333333333333,420.333333333333,32510032.1194569,696,1,1,12,0,0,0,0,0,91,91,91,91,91,0,91,0,1,0,0,0,1
2148,27.5548613959179,8.86024594981913,381.949999,411.949999,36397403.2049116,711,1,1,12,0,0,0,0,0,162,162,162,162,162,0,162,0,1,0,0,0,1
2149,27.4884361609687,8.99874493297821,384.583333333333,414.583333333333,22090817.4010471,712,1,1,12,0,0,0,0,0,92,92,92,92,92,0,92,0,1,0,0,0,1
