col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
NyagrongMinyag,Nyagrong Minyag (Ganzi Xinlong),muya1239,Muya,mvm,Eurasia,30.932449,100.326871,Sino-Tibetan,Rgyalrong,1,20xinl
GanziDanbarGyalrong,rGyalrong (Ganzi Danba Badi Munashan),situ1238,Situ,,Eurasia,31.060903,101.855001,Sino-Tibetan,Rgyalrong,2,06muna
JinchuanErkairGyalrong,rGyalrong (Jinchuan Erkai),shan1274,Stodsde,jih,Eurasia,31.464691,101.341027,Sino-Tibetan,Rgyalrong,3,28erka
JinchuanGuaninqiaorGyalrong,rGyalrong (Jinchuan Guaninqiao Wobzi),eree1240,Ere (China),,Eurasia,31.639053,101.445432,Sino-Tibetan,Rgyalrong,4,30wobz
LixianXuechengrGyalrong,rGyalrong (Lixian Xuecheng Jiamizhai),lixi1238,Lixian,,Eurasia,31.617273,103.276061,Sino-Tibetan,Rgyalrong,5,48jiem
MaerkangBolarGyalrongA,rGyalrong (Maerkang Bola (A)),maer1238,Maerkang,,Eurasia,31.915985,102.212059,Sino-Tibetan,Rgyalrong,6,51bola
MaerkangBolarGyalrongB,rGyalrong (Maerkang Bola (B)),maer1238,Maerkang,,Eurasia,31.915985,102.212059,Sino-Tibetan,Rgyalrong,7,52bolb
MaerkangCaodengrGyalrong,rGyalrong (Maerkang Caodeng (B)),tsho1240,Tshobdun,,Eurasia,32.209102,101.832718,Sino-Tibetan,Rgyalrong,8,55caob
MaerkangJaphugrGyalrong,rGyalrong (Maerkang Japhug Shaerzong (B)),gdon1234,Gdongbrgyad-Kamnyu,,Eurasia,32.159653,102.159643,Sino-Tibetan,Rgyalrong,9,59shab
MaerkangSomanrGyalrong,rGyalrong (Maerkang Soman),maer1238,Maerkang,,Eurasia,31.864114,102.484959,Sino-Tibetan,Rgyalrong,10,65soma
