col0,col1,col2
1,2012,0.249896996698347
1,2013,0.177853672030565
1,2014,0.303747414305769
1,2015,0.447633124537367
1,2016,0.528043476858254
1,2017,0.548467548597892
2,2012,0.249896996698347
2,2013,0.177853672030565
2,2014,0.303747414305769
2,2015,0.447633124537367
2,2016,0.528043476858254
2,2017,0.548467548597892
3,2012,0.249896996698347
3,2013,0.177853672030565
3,2014,0.303747414305769
3,2015,0.447633124537367
3,2016,0.528043476858254
3,2017,0.548467548597892
4,2012,0.249896996698347
4,2013,0.177853672030565
4,2014,0.303747414305769
4,2015,0.447633124537367
4,2016,0.528043476858254
4,2017,0.548467548597892
5,2012,0.249896996698347
5,2013,0.177853672030565
5,2014,0.303747414305769
5,2015,0.447633124537367
5,2016,0.528043476858254
5,2017,0.548467548597892
6,2012,0.249896996698347
6,2013,0.177853672030565
6,2014,0.303747414305769
6,2015,0.447633124537367
6,2016,0.528043476858254
6,2017,0.548467548597892
7,2012,0.249896996698347
7,2013,0.177853672030565
7,2014,0.303747414305769
7,2015,0.447633124537367
7,2016,0.528043476858254
7,2017,0.548467548597892
8,2012,0.249896996698347
8,2013,0.177853672030565
8,2014,0.303747414305769
8,2015,0.447633124537367
8,2016,0.528043476858254
8,2017,0.548467548597892
9,2012,0.249896996698347
9,2013,0.177853672030565
9,2014,0.303747414305769
9,2015,0.447633124537367
9,2016,0.528043476858254
9,2017,0.548467548597892
10,2012,0.249896996698347
10,2013,0.177853672030565
10,2014,0.303747414305769
10,2015,0.447633124537367
10,2016,0.528043476858254
10,2017,0.548467548597892
11,2012,0.249896996698347
11,2013,0.177853672030565
11,2014,0.303747414305769
11,2015,0.447633124537367
11,2016,0.528043476858254
11,2017,0.548467548597892
12,2012,0.249896996698347
12,2013,0.177853672030565
12,2014,0.303747414305769
12,2015,0.447633124537367
12,2016,0.528043476858254
12,2017,0.548467548597892
13,2012,0.249896996698347
13,2013,0.177853672030565
13,2014,0.303747414305769
13,2015,0.447633124537367
13,2016,0.528043476858254
13,2017,0.548467548597892
14,2012,0.249896996698347
14,2013,0.177853672030565
14,2014,0.303747414305769
14,2015,0.447633124537367
14,2016,0.528043476858254
14,2017,0.548467548597892
15,2012,0.249896996698347
15,2013,0.177853672030565
15,2014,0.303747414305769
15,2015,0.447633124537367
15,2016,0.528043476858254
15,2017,0.548467548597892
16,2012,0.249896996698347
16,2013,0.177853672030565
16,2014,0.303747414305769
16,2015,0.447633124537367
16,2016,0.528043476858254
16,2017,0.548467548597892
17,2012,0.249896996698347
17,2013,0.177853672030565
17,2014,0.303747414305769
17,2015,0.447633124537367
