col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
OR,0.0,0.0,43.8,83.5,90.6,0.0,129.4,84.8,111.0,187.7,175.0,169.3,181.5,163.1,148.2,177.9,241.1,384.9,358.0
WA,1122.0,0.0,1186.3,1648.0,1583.6,1748.4,1484.7,1481.0,1218.9,1351.4,1264.3,476.6,615.0,727.0,937.3,938.2,906.8,1089.7,1678.0
RI,0.0,0.0,0.0,0.0,0.0,21.8,35.8,50.9,24.1,46.7,53.0,83.3,0.0,89.6,99.8,111.6,117.7,94.9,124.6
SC,0.0,219.3,0.0,129.0,84.3,0.0,65.3,89.1,0.0,0.0,0.0,0.0,445.3,435.4,0.0,347.0,312.3,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,5.0,10.7,13.0,0.0,17.1,22.1,22.1,26.3,28.5,31.5,0.0,34.5,30.4,38.4,38.6,34.9,34.1
CA,2479.3,2523.1,1891.5,2397.3,2964.6,3328.8,4216.7,4258.2,3989.7,4603.8,4444.6,3477.0,2939.6,2609.6,3050.7,3450.7,3358.4,3057.0,2301.0
DE,0.0,0.0,0.0,0.0,0.0,0.0,74.6,152.6,145.6,245.4,143.2,215.5,226.5,302.7,161.5,431.1,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0,0.0,110.9,129.9,82.0,211.2,206.7,421.4,324.8,536.2,437.4,794.8,346.8,591.8,738.7
AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,17.7,0.0,0.0,17.7,49.1,102.2,188.6,227.7,319.9,395.0,434.0,540.9,568.2,606.6,459.6,544.9,567.3,629.4,660.5
OH,0.5,0.0,0.0,3.3,13.4,0.0,73.3,82.6,172.1,157.5,173.4,133.0,102.1,93.5,124.3,102.6,90.4,52.5,51.6
KY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.5
MN,0.0,0.0,68.9,77.6,91.2,68.3,86.5,92.7,178.7,168.3,202.1,261.9,242.2,181.1,144.2,183.8,131.4,144.6,146.7
WI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.1,116.2,58.1,0.0,79.3,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,10.5,10.7,47.8,0.0,74.5,118.6,10.2,80.7,21.2,41.9,60.0
AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
