col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
window y,minimal interframe latency,time scale,initial time,input volume,camera ID,message pixel length,trace output frame number,trace time,first frame number,last frame number,max mouse recording frames (for track drawing reording),max network message length
int,float,float,float,float,int,int,bool,bool,int,int,int,int
window_y,minimal_interframe_latency,time_scale,initial_time,input_volume,camID,message_pixel_length,trace_output_frame_number,trace_time,first_frame_number,last_frame_number,max_mouse_recording_frames,max_network_message_length
,,,,,,,,,,,,
0,0.01,1,0,0.27,0,4096,0,0,0,1000000,16384,65535
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
bool,bool,,,,,,,,,,,
OSC_duplicate_removal,OSC_endian_reversal,,,,,,,,,,,
1,1,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
int,bool,,,,,,,,,,,
input_message_stack_depth,OSC_endian_reversal,,,,,,,,,,,
300,1,,,,,,,,,,,
300,1,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
