col0,col1,col2,col3,col4,col5,col6,col7
1,20/7/2019 11:39:36,,1.0,,,1.0,
2,20/7/2019 11:39:36,,,1.0,,1.0,
3,20/7/2019 11:39:36,1.0,1.0,,,,
4,20/7/2019 11:39:36,,,1.0,1.0,,
5,20/7/2019 11:39:36,,,1.0,2.0,,
6,20/7/2019 11:39:36,,,1.0,3.0,,
7,20/7/2019 11:39:36,,,1.0,4.0,,
8,20/7/2019 11:39:36,,,1.0,5.0,,
9,20/7/2019 11:39:36,,,1.0,21.0,,
10,20/7/2019 11:39:36,,,1.0,22.0,,
11,20/7/2019 11:39:36,,,1.0,23.0,,
12,20/7/2019 11:39:36,,,1.0,24.0,,
13,20/7/2019 11:39:36,,,1.0,31.0,,
14,20/7/2019 11:39:36,,,1.0,32.0,,
15,20/7/2019 11:39:36,,,1.0,41.0,,
16,20/7/2019 11:39:36,,,1.0,42.0,,
17,20/7/2019 11:39:36,,,1.0,421.0,,
18,20/7/2019 11:39:36,,,1.0,422.0,,
19,20/7/2019 11:39:36,,,1.0,43.0,,
20,20/7/2019 11:39:36,,,1.0,44.0,,
21,20/7/2019 11:39:36,,,1.0,51.0,,
22,20/7/2019 11:39:36,,,1.0,52.0,,
23,20/7/2019 11:39:36,,,1.0,53.0,,
24,20/7/2019 11:39:36,,,1.0,54.0,,
25,20/7/2019 11:39:36,,,1.0,511.0,,
26,20/7/2019 11:39:36,,,1.0,512.0,,
27,20/7/2019 11:39:36,,,1.0,513.0,,
28,20/7/2019 11:39:36,,,1.0,521.0,,
29,20/7/2019 11:39:36,,,1.0,522.0,,
30,20/7/2019 11:39:36,,,1.0,523.0,,
31,20/7/2019 11:39:36,,,1.0,541.0,,
32,20/7/2019 11:39:36,,,1.0,542.0,,
33,30/7/2019 20:19:52,,1.0,,,2.0,
34,1/8/2019 21:02:05,,,1.0,,2.0,
35,20/7/2019 11:39:36,,,1.0,33.0,,
52,11/2/2020 04:56:44,,,10.0,1.0,,
90,11/2/2020 05:46:13,,,10.0,2.0,,
92,11/2/2020 05:46:13,,,10.0,21.0,,
94,11/2/2020 05:46:13,,,10.0,22.0,,
96,11/2/2020 05:46:13,,,10.0,23.0,,
98,11/2/2020 05:46:13,,,10.0,24.0,,
100,11/2/2020 05:46:13,,,10.0,3.0,,
102,11/2/2020 05:46:13,,,10.0,31.0,,
104,11/2/2020 05:46:13,,,10.0,32.0,,
106,11/2/2020 05:46:13,,,10.0,33.0,,
108,11/2/2020 05:46:13,,,10.0,4.0,,
110,11/2/2020 05:46:13,,,10.0,41.0,,
112,11/2/2020 05:46:13,,,10.0,42.0,,
114,11/2/2020 05:46:13,,,10.0,421.0,,
116,11/2/2020 05:46:13,,,10.0,422.0,,
118,11/2/2020 05:46:13,,,10.0,43.0,,
120,11/2/2020 05:46:13,,,10.0,44.0,,
122,11/2/2020 05:46:13,,,10.0,5.0,,
124,11/2/2020 05:46:13,,,10.0,51.0,,
126,11/2/2020 05:46:13,,,10.0,511.0,,
128,11/2/2020 05:46:13,,,10.0,512.0,,
130,11/2/2020 05:46:13,,,10.0,513.0,,
132,11/2/2020 05:46:13,,,10.0,52.0,,
134,11/2/2020 05:46:13,,,10.0,521.0,,
136,11/2/2020 05:46:13,,,10.0,522.0,,
138,11/2/2020 05:46:13,,,10.0,523.0,,
140,11/2/2020 05:46:13,,,10.0,53.0,,
142,11/2/2020 05:46:13,,,10.0,54.0,,
144,11/2/2020 05:46:14,,,10.0,541.0,,
146,11/2/2020 05:46:14,,,10.0,542.0,,
148,11/2/2020 05:47:07,,,12.0,1.0,,
150,11/2/2020 06:04:55,,,14.0,1.0,,
152,11/2/2020 06:04:55,,,14.0,3.0,,
