col0,col1,col2,col3,col4,col5,col6,col7
,,_1,62,59,53,3,56
,,_2,25,24,21,4,25
,,_3,13,11,9,4,13
,,_5,6,6,6,0,6
,,_6,5,5,5,0,5
,,_4,4,4,4,0,4
,,_7,4,4,4,0,4
,,_8,4,3,3,0,3
,,_11,4,3,4,0,4
,,_9,3,2,1,0,1
,,_14,3,3,3,0,3
,,_15,3,3,2,1,3
,,_21,3,3,1,2,3
,,_25,3,2,3,0,3
,,_18,2,2,2,0,2
,,_20,2,2,2,0,2
,,_22,2,1,2,0,2
,,_23,2,2,2,0,2
,,_27,2,1,0,0,0
,,_28,2,2,2,0,2
,,_29,2,2,1,1,2
,,_33,2,1,2,0,2
,,_35,2,2,1,1,2
,,_37,2,2,2,0,2
,,_40,2,2,2,0,2
,,_42,2,2,2,0,2
,,_43,2,1,0,2,2
,,_47,2,1,2,0,2
,,_49,2,1,2,0,2
,,_90,2,1,2,0,2
,,_10,1,1,1,0,1
,,_12,1,1,1,0,1
,,_13,1,1,0,0,0
,,_16,1,1,1,0,1
,,_17,1,1,1,0,1
,,_19,1,1,1,0,1
,,_24,1,1,1,0,1
,,_26,1,1,1,0,1
,,_30,1,2,1,0,1
,,_31,1,1,1,0,1
,,_32,1,1,1,0,1
,,_34,1,1,1,0,1
,,_36,1,1,1,0,1
,,_38,1,1,1,0,1
,,_39,1,1,1,0,1
,,_41,1,1,1,0,1
,,_44,1,1,1,0,1
,,_45,1,1,1,0,1
,,_46,1,1,1,0,1
,,_48,1,1,1,0,1
,,_50,1,1,1,0,1
,,_51,1,1,1,0,1
,,_52,1,1,1,0,1
,,_53,1,1,1,0,1
,,_54,1,1,1,0,1
,,_55,1,1,1,0,1
,,_56,1,1,1,0,1
,,_57,1,1,1,0,1
,,_58,1,1,1,0,1
,,_59,1,1,0,1,1
,,_60,1,1,1,0,1
,,_61,1,1,1,0,1
,,_62,1,1,0,0,0
,,_63,1,1,1,0,1
,,_64,1,1,1,0,1
,,_65,1,1,1,0,1
,,_66,1,1,1,0,1
,,_67,1,1,1,0,1
,,_68,1,1,1,0,1
,,_69,1,1,1,0,1
,,_70,1,1,1,0,1
,,_71,1,1,0,1,1
,,_72,1,1,1,0,1
,,_73,1,1,1,0,1
,,_74,1,1,1,0,1
,,_75,1,1,1,0,1
,,_76,1,1,1,0,1
,,_77,1,1,1,0,1
,,_78,1,1,1,0,1
,,_79,1,1,1,0,1
,,_80,1,1,1,0,1
,,_81,1,1,1,0,1
,,_82,1,1,1,0,1
,,_83,1,1,1,0,1
,,_84,1,1,1,0,1
,,_85,1,1,1,0,1
,,_86,1,1,1,0,1
,,_87,1,1,1,0,1
,,_88,1,1,1,0,1
,,_89,1,1,1,0,1
,,_91,1,1,1,0,1
,,_92,1,1,1,0,1
,,_93,1,1,1,0,1
,,_94,1,1,1,0,1
,,_95,1,1,1,0,1
,,_96,1,1,1,0,1
,,_97,1,1,1,0,1
,,_98,1,1,1,0,1
,,_99,1,1,1,0,1
,,_100,1,1,1,0,1
,,_101,1,1,1,0,1
,,_102,1,1,1,0,1
,,_103,1,1,1,0,1
,,_104,1,1,1,0,1
,,_105,1,1,1,0,1
,,_106,1,1,0,1,1
,,_107,1,1,1,0,1
,,_108,1,1,1,0,1
,,_109,1,1,1,0,1
,,_110,1,1,1,0,1
,,_111,1,1,1,0,1
,,_112,1,1,1,0,1
,,_113,1,1,1,0,1
,,_114,1,1,0,1,1
,,_115,1,1,1,0,1
,,_116,1,1,1,0,1
,,_117,1,1,1,0,1
,,_118,1,1,1,0,1
,,_119,1,1,1,0,1
,,_120,1,1,1,0,1
,,_121,1,1,1,0,1
,,_122,1,1,1,0,1
,,_123,1,1,1,0,1
,,_124,1,1,1,0,1
,,_125,1,1,1,0,1
,,_126,1,1,1,0,1
,,_127,1,1,1,0,1
,,_128,1,1,1,0,1
,,_129,1,1,1,0,1
,,_130,1,1,1,0,1
,,_131,1,1,1,0,1
,,_132,1,1,1,0,1
,,_133,1,1,1,0,1
,,_134,1,1,1,0,1
,,_135,1,1,1,0,1
,,_136,1,1,1,0,1
,,_137,1,1,1,0,1
,,_138,1,1,1,0,1
,,_139,1,1,1,0,1
,,_140,1,1,0,0,0
,,_141,1,1,1,0,1
,,_142,1,1,1,0,1
,,_143,1,1,1,0,1
,,_144,1,1,1,0,1
,,_145,1,1,1,0,1
,,_146,1,1,1,0,1
,,_147,1,1,1,0,1
,,_148,1,1,1,0,1
,,_149,1,1,1,0,1
,,_150,1,1,1,0,1
,,_151,1,1,1,0,1
,,_152,1,1,1,0,1
,,_153,1,1,1,0,1
,,_154,1,1,1,0,1
,,_155,1,1,1,0,1
,,_156,1,1,1,0,1
,,_157,1,1,1,0,1
,,_158,1,1,1,0,1
,,_159,1,1,1,0,1
,,_160,1,1,1,0,1
,,_161,1,1,1,0,1
,,_162,1,1,1,0,1
,,_163,1,1,1,0,1
,,_164,1,1,1,0,1
,,_165,1,1,1,0,1
,,_166,1,1,1,0,1
,,_167,1,1,1,0,1
,,_168,1,1,0,1,1
,,_169,1,1,1,0,1
,,_170,1,1,1,0,1
,,_171,1,1,0,1,1
,,_172,1,1,1,0,1
,,_173,1,1,1,0,1
,,_174,1,1,1,0,1
,,_175,1,1,1,0,1
,,_176,1,1,1,0,1
,,_177,1,1,1,0,1
,,_178,1,1,1,0,1
,,_179,1,1,1,0,1
,,_180,1,1,1,0,1
