col0,col1,col2,col3,col4
1995,1,0,1494,0.0
1995,2,0,1473,0.0
1995,3,0,1592,0.0
1995,4,0,2895,0.0
1995,5,0,2513,0.0
1995,6,0,3045,0.0
1995,7,0,1507,0.0
1995,8,0,1516,0.0
1996,1,226,3369,0.0670822202433956
1996,2,226,3345,0.0675635276532137
1996,3,228,4063,0.0561161703174993
1996,4,276,6042,0.0456802383316782
1996,5,72,4505,0.0159822419533851
1996,6,69,4162,0.0165785679961556
1996,7,9,2440,0.0036885245901639
1996,8,226,3401,0.0664510438106439
1997,1,245,3082,0.0794938351719662
1997,2,245,3063,0.0799869409076069
1997,3,249,3669,0.0678659035159444
1997,4,321,5446,0.0589423430040396
1997,5,118,4165,0.0283313325330132
1997,6,108,4079,0.0264770777151262
1997,7,29,2303,0.0125922709509335
1997,8,245,3114,0.0786769428387925
1998,1,251,3035,0.0827018121911037
1998,2,251,2749,0.0913059294288832
1998,3,254,3316,0.0765983112183353
1998,4,568,4474,0.1269557443004023
1998,5,350,3625,0.096551724137931
1998,6,274,3594,0.0762381747356705
1998,7,32,2094,0.0152817574021012
1998,8,251,2892,0.0867911479944675
1999,1,485,4191,0.115724170842281
1999,2,485,3866,0.1254526642524573
1999,3,495,4731,0.1046290424857324
1999,4,864,6440,0.1341614906832298
1999,5,457,4982,0.0917302288237655
1999,6,360,5296,0.0679758308157099
1999,7,57,2738,0.02081811541271
1999,8,485,4057,0.1195464629036233
2000,1,260,2448,0.1062091503267973
2000,2,260,2053,0.126643935703848
2000,3,266,2521,0.1055136850456168
2000,4,587,3524,0.166572077185017
2000,5,369,2893,0.1275492568268233
2000,6,302,3488,0.0865825688073394
2000,7,40,1489,0.0268636668905305
2000,8,260,2201,0.1181281235801908
2001,1,274,2798,0.0979270907791279
2001,2,272,2443,0.111338518215309
2001,3,277,2909,0.0952217256789274
2001,4,597,3897,0.153194765204003
2001,5,424,3237,0.1309854803830707
2001,6,325,4077,0.0797154770664704
2001,7,48,1871,0.0256547300908605
2001,8,272,2591,0.1049787726746429
2002,1,277,2755,0.1005444646098003
2002,2,272,2408,0.1129568106312292
2002,3,280,2827,0.0990449239476476
2002,4,647,3896,0.1660677618069815
2002,5,423,3269,0.129397369226063
2002,6,336,4033,0.0833126704686337
2002,7,51,1870,0.0272727272727272
2002,8,272,2543,0.1069602831301612
2003,1,286,3231,0.0885174868461776
2003,2,286,2954,0.0968178740690589
2003,3,298,3352,0.0889021479713603
2003,4,694,4470,0.1552572706935123
2003,5,453,3859,0.1173879243327286
2003,6,374,4558,0.0820535322509872
2003,7,66,2387,0.0276497695852534
2003,8,286,3030,0.0943894389438943
2004,1,300,3256,0.0921375921375921
2004,2,293,2951,0.0992883768214164
2004,3,304,3357,0.0905570449806374
2004,4,671,4442,0.1510580819450697
2004,5,452,3833,0.1179232976780589
2004,6,367,4499,0.0815736830406757
2004,7,69,2377,0.0290281867900715
2004,8,293,3037,0.0964767863022719
2005,1,295,3253,0.0906855210574854
2005,2,288,2935,0.0981260647359454
2005,3,299,3363,0.0889087124591138
2005,4,612,4363,0.1402704561081824
2005,5,389,3732,0.1042336548767416
2005,6,354,4391,0.0806194488726941
2005,7,66,2354,0.02803738317757
2005,8,288,3048,0.0944881889763779
2006,1,299,3217,0.092943736400373
2006,2,293,2968,0.0987196765498652
2006,3,304,3325,0.0914285714285714
2006,4,610,4304,0.1417286245353159
