col0,col1,col2,col3
1,Picture of the step 1,empty,1
2,Picture of the step 1,empty,1
3,Picture of the step 1,empty,1
4,Picture of the step 2,empty,2
5,Picture of the step 3,empty,3
6,Picture of the step 2,empty,2
7,Picture of the step 3,empty,3
8,Picture of the step 2,empty,2
9,Picture of the step 2,empty,2
10,Picture of the step 4,empty,4
11,Picture of the step 5,empty,5
12,Picture of the step 6,empty,6
13,Picture of the step 7,empty,7
14,Picture of the step 8,empty,8
15,Picture of the step 9,empty,9
16,Picture of the step 10,empty,10
17,Picture of the step 1,empty,1
18,Picture of the step 11,empty,11
19,Picture of the step 12,empty,12
20,Picture of the step 13,empty,13
21,Picture of the step 14,empty,14
22,Picture of the step 15,empty,15
23,Picture of the step 16,empty,16
24,Picture of the step 17,empty,17
25,Picture of the step 18,empty,18
26,Picture of the step 19,empty,19
27,Picture of the step 20,empty,20
28,Picture of the step 21,empty,21
29,Picture of the step 21,empty,21
30,Picture of the step 22,empty,22
31,Picture of the step 23,empty,23
32,Picture of the step 24,empty,24
33,Picture of the step 25,empty,25
34,Picture of the step 26,empty,26
35,Picture of the step 22,empty,22
36,Picture of the step 30,empty,30
37,Picture of the step 31,empty,31
38,Picture of the step 32,empty,32
39,Picture of the step 33,empty,33
40,Picture of the step 33,empty,33
41,Picture of the step 33,empty,33
42,Picture of the step 34,empty,34
43,Picture of the step 35,empty,35
44,Picture of the step 36,empty,36
45,Picture of the step 37,empty,37
46,Picture of the step 38,empty,38
47,Picture of the step 39,empty,39
48,Picture of the step 40,empty,40
49,Picture of the step 41,empty,41
50,Picture of the step 43,empty,43
