col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
1,AcronymID,Text,50.0,1,1,Code,Code,Acronym&nbsp;Code,Code&nbsp;d'acronyme,1,,,Text,1.0,1.0,,,,2004-12-02 14:48:48
2,LanguageID,Text,,0,0,Language,Langue,Language,Langue,1,,,Select,2.0,4.0,Languages,LanguageID,,2004-11-26 10:14:07
3,DescriptionE,Text,255.0,1,1,E&nbsp;Description,Description&nbsp;F,English&nbsp;Description,Description&nbsp;anglaise,1,,,Text,3.0,2.0,,,,2004-11-26 10:15:14
4,DescriptionF,Text,255.0,1,0,,,French&nbsp;Description,Description &nbsp;française,1,,,Text,4.0,3.0,,,,2004-11-26 10:15:27
5,AcronymTypeID,Number,,0,0,,,Type,Type,1,,,Select,5.0,5.0,AcronymTypes,Description,,2004-11-26 10:15:34
6,LastUpdate,Date,,0,0,,,Last Update,,1,,,,,,,,,2004-11-26 10:15:42
7,AcronymTypeID,Number,,0,0,Code,Code,Code,Code,2,,,,,,,,,2004-11-26 10:15:54
8,DescriptionE,Text,,0,0,E&nbsp;Description,Description&nbsp;F,English&nbsp;Description,Description&nbsp;anglaise,2,,,,,,,,,2004-11-26 10:16:08
9,DescriptionF,Text,,0,0,,,French&nbsp;Description,Description&nbsp;française,2,,,,,,,,,2004-11-26 10:16:29
10,htmlStart,Text,,0,0,,,Code Start,Code (commence),2,,,,,,,,,2004-11-26 10:16:38
11,htmlMid,Text,,0,0,,,Code Between,Code (au milieu),2,,,,,,,,,2004-11-26 10:16:40
12,htmlEnd,Text,,0,0,,,Code End,Code (termine),2,,,,,,,,,2004-11-26 10:17:20
13,LastUpdate,Date,,0,0,,,Last Update,Mis à jour,2,,,,,,,,,2004-11-26 10:17:31
14,CategoryID,Number,4.0,1,1,Code,Code,Code,Code,3,,,PrimaryKey,1.0,1.0,,,,2004-11-26 10:17:38
15,HeaderE,Text,255.0,1,1,E&nbsp;Description,Description&nbsp;F,English&nbsp;Name,Nom&nbsp;en&nbsp;anglais,3,,,Text,2.0,2.0,,,,2004-11-26 10:18:00
16,HeaderF,Text,255.0,1,0,,,French&nbsp;Name,Nom&nbsp;en&nbsp;français,3,,,Text,3.0,3.0,,,,2004-11-26 10:18:09
17,LastUpdate,Date,,0,0,,,Last Update,Mis à jour,3,,,,,,,,,2004-11-26 10:18:17
18,CityID,Number,4.0,1,1,Code,Code,Code,Code,4,,,,,,,,,2004-11-26 10:18:24
19,DescriptionE,Text,50.0,1,1,E Description,Description F,English&nbsp;Description,Description&nbsp;anglaise,4,,,,,,,,,2004-11-26 10:18:40
20,DescriptionF,Text,50.0,1,0,,,French&nbsp;Description,Description&nbsp;française,4,,,,,,,,,2004-11-26 10:18:45
21,ProvinceStateID,Number,4.0,1,0,,,Province/State,Province/État,4,ProvinceStates,Description,,,,,,,2004-11-26 10:18:51
22,CountryID,Number,,0,0,,,Code,Code,4,,,,,,,,,2004-11-26 10:18:53
23,LastUpdate,Date,,0,0,,,Last Update,Mis à jour,4,,,,,,,,,2004-11-26 10:18:55
24,ColumnID,,,0,0,,,Code,Code,5,,,,,,,,,2004-11-26 10:19:24
25,ColumName,,,0,0,,,Column Name,Nom de colonne,5,,,,,,,,,2004-11-26 10:19:40
26,ShowColumn,,,0,0,,,Show,Affiche,5,,,,,,,,,2004-11-26 10:20:04
