col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
1,403837,4,08CB721737DC7DDAE053C416A9C36775,2014-11-26 23:23:39,13670035,L253078_SAP000_B009_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B009_P000_bf.tar_e5339b78.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
2,403837,4,08CB7241B58D7DE5E053C416A9C37FF6,2014-11-26 23:23:42,13670034,L253078_SAP000_B008_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B008_P000_bf.tar_3e71be6f.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
3,403837,4,08CB72575E3A7DE9E053C416A9C3980A,2014-11-26 23:23:43,13670036,L253078_SAP000_B010_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B010_P000_bf.tar_aebc52a1.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
4,403837,4,08CB78DABB4258BEE053C016A9C38F87,2014-11-26 23:25:32,13670041,L253078_SAP000_B016_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B016_P000_bf.tar_d97747b8.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
5,403837,4,08CBA6D227346A32E053C016A9C39FAC,2014-11-26 23:38:23,13670057,L253078_SAP000_B032_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B032_P000_bf.tar_38fede6e.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
6,403837,4,08CBC40EC6B17524E053C016A9C331C0,2014-11-26 23:46:34,13670070,L253078_SAP000_B045_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B045_P000_bf.tar_82ec7e81.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
7,403837,4,08CBC43C8DA6754FE053C016A9C333D3,2014-11-26 23:46:37,13670071,L253078_SAP000_B046_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B046_P000_bf.tar_03484d71.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
8,403837,4,08CBC5082484758FE053C016A9C37A2D,2014-11-26 23:46:50,13670075,L253078_SAP000_B050_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B050_P000_bf.tar_7cf5e7b7.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
9,403837,4,08CBC5D0FA8775CFE053C016A9C3C137,2014-11-26 23:47:03,13670080,L253078_SAP000_B055_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B055_P000_bf.tar_17cc4aa1.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
10,403837,4,08CBC67AF542760DE053C016A9C31CBD,2014-11-26 23:47:15,13670073,L253078_SAP000_B048_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B048_P000_bf.tar_2d033b47.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
11,403837,4,08CBC8176F4476ADE053C016A9C362F4,2014-11-26 23:47:42,13670078,L253078_SAP000_B053_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B053_P000_bf.tar_77e2fc14.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
12,403837,4,08CBC829A2B176AFE053C016A9C33012,2014-11-26 23:47:43,13670077,L253078_SAP000_B052_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B052_P000_bf.tar_e28a5b26.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
13,403837,4,08CBCEF5BB357950E053C016A9C3D860,2014-11-26 23:49:37,13670076,L253078_SAP000_B051_P000_bf.tar.gz,MoM,Pulsar pipeline output,PULP,L253078_SAP000_B051_P000_bf.tar_4ba7a3b2.gz,,256,1,449426,LOTAAS-P0547A/PULP,MoM,2016-05-15 00:00:00,unknown,unknown,PulpDataProduct
