col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"1,112",389,35.00%,914,382,41.80%,19.50%,19_001,19.0,2.0,4.0,,
Adams,744,256,34.40%,552,264,47.80%,39.00%,19_002,19.0,2.0,4.0,,
Allamakee,"2,641",816,30.90%,"2,260","1,117",49.40%,60.00%,19_003,19.0,2.0,4.0,,
Appanoose,"2,316","1,022",44.10%,"2,080",935,45.00%,1.90%,19_004,19.0,2.0,4.0,,
Audubon,"1,142",312,27.30%,813,267,32.80%,20.20%,19_005,19.0,2.0,4.0,,
Benton,"4,239",846,20.00%,"3,937","1,139",28.90%,45.00%,19_006,19.0,2.0,4.0,,
Black Hawk,"17,614","6,290",35.70%,"17,961","8,618",48.00%,34.40%,19_007,19.0,2.0,4.0,,
Boone,"4,186",904,21.60%,"3,943","1,342",34.00%,57.60%,19_008,19.0,2.0,4.0,,
Bremer,"5,082",796,15.70%,"5,091","1,021",20.10%,28.00%,19_009,19.0,2.0,4.0,,
Buchanan,"3,201",759,23.70%,"2,917",880,30.20%,27.20%,19_010,19.0,2.0,4.0,,
Buena Vista,"3,897","1,413",36.30%,"4,078","2,329",57.10%,57.50%,19_011,19.0,2.0,4.0,,
Butler,"2,123",466,22.00%,"1,890",568,30.10%,36.90%,19_012,19.0,2.0,4.0,,
Calhoun,"2,470",682,27.60%,"1,990",683,34.30%,24.30%,19_013,19.0,2.0,4.0,,
Carroll,"3,362",856,25.50%,"3,200","1,107",34.60%,35.90%,19_014,19.0,2.0,4.0,,
Cass,"2,986",885,29.60%,"2,654","1,087",41.00%,38.20%,19_015,19.0,2.0,4.0,,
Cedar,"3,663",664,18.10%,"3,451",897,26.00%,43.40%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"7,046","1,862",26.40%,"6,289","2,535",40.30%,52.50%,19_017,19.0,2.0,4.0,,
Cherokee,"2,278",462,20.30%,"1,729",555,32.10%,58.30%,19_018,19.0,2.0,4.0,,
Chickasaw,"2,624",561,21.40%,"2,162",682,31.50%,47.50%,19_019,19.0,2.0,4.0,,
Clarke,"1,876",723,38.50%,"1,790",793,44.30%,15.00%,19_020,19.0,2.0,4.0,,
Clay,"2,851",670,23.50%,"2,476",946,38.20%,62.60%,19_021,19.0,2.0,4.0,,
Clayton,"3,526","1,033",29.30%,"1,980",780,39.40%,34.50%,19_022,19.0,2.0,4.0,,
Clinton,"8,745","2,386",27.30%,"8,337","3,428",41.10%,50.70%,19_023,19.0,2.0,4.0,,
Crawford,"2,659","1,035",38.90%,"3,292","1,826",55.50%,42.50%,19_024,19.0,2.0,4.0,,
