col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
1.0.0.0/24,2078025,2077456,,0,0,53167,-34.9281,138.5999,1000
1.0.1.0/24,1814991,1814991,,0,0,89435,34.7725,113.7266,50
1.0.2.0/23,1814991,1814991,,0,0,55221,34.7725,113.7266,50
1.0.4.0/22,2077456,2077456,,0,0,41942,-33.494,143.2104,1000
1.0.8.0/21,1814991,1814991,,0,0,00945,34.7725,113.7266,50
1.0.16.0/20,1861060,1861060,,0,0,28488,35.69,139.69,500
1.0.32.0/19,1814991,1814991,,0,0,02374,34.7725,113.7266,50
1.0.64.0/24,1863018,1861060,,0,0,94522,34.383,132.5459,10
1.0.65.0/24,1862415,1861060,,0,0,99428,34.3401,132.4439,10
1.0.66.0/23,1863018,1861060,,0,0,00810,34.3426,132.3071,20
1.0.68.0/24,6822110,1861060,,0,0,89074,34.2982,133.0858,50
1.0.69.0/24,1862415,1861060,,0,0,69752,34.3831,132.5851,50
1.0.70.0/24,1862415,1861060,,0,0,80725,34.4501,132.4884,10
1.0.71.0/24,1863018,1861060,,0,0,13317,34.383,132.5459,10
1.0.72.0/23,1862413,1861060,,0,0,25464,34.3668,132.5529,50
1.0.74.0/24,1862415,1861060,,0,0,16085,34.2848,132.4777,10
1.0.75.0/24,1862415,1861060,,0,0,80239,34.4593,132.4731,1
1.0.76.0/22,1862415,1861060,,0,0,85601,34.4501,132.4884,10
1.0.80.0/23,1857550,1861060,,0,0,26520,35.4774,133.0383,200
1.0.82.0/24,1849892,1861060,,0,0,40139,35.5,134.2333,200
1.0.83.0/24,1849892,1861060,,0,0,37198,35.4917,134.2333,200
1.0.84.0/23,1849892,1861060,,0,0,90749,35.5314,134.2118,100
1.0.86.0/23,1848277,1861060,,0,0,24385,35.4611,133.6389,20
1.0.88.0/23,1853174,1861060,,0,0,13631,35.5295,133.2102,50
1.0.90.0/23,1857550,1861060,,0,0,62839,35.4774,133.0383,20
1.0.92.0/24,1862415,1861060,,0,0,52496,34.3926,132.4543,200
1.0.93.0/24,1857550,1861060,,0,0,82766,35.4507,133.0787,200
1.0.94.0/23,1862415,1861060,,0,0,11163,34.3926,132.4543,200
1.0.96.0/25,1849892,1861060,,0,0,03364,35.5314,134.2118,100
1.0.96.128/25,1857550,1861060,,0,0,36508,35.4,133.1167,100
1.0.97.0/24,1853174,1861060,,0,0,59873,35.5295,133.2102,20
1.0.98.0/23,1857550,1861060,,0,0,15676,35.4326,133.1625,50
1.0.100.0/22,1857550,1861060,,0,0,34119,35.4498,133.0435,20
1.0.104.0/23,1857550,1861060,,0,0,17988,35.4774,133.0383,5
1.0.106.0/24,1857550,1861060,,0,0,86165,35.4498,133.0435,50
1.0.107.0/24,1849892,1861060,,0,0,68771,35.5417,134.1,100
1.0.108.0/23,1849892,1861060,,0,0,85800,35.5362,134.1851,100
1.0.110.0/24,1857550,1861060,,0,0,85034,35.4774,133.0383,100
1.0.111.0/24,1849892,1861060,,0,0,45989,35.5362,134.1851,100
1.0.112.0/23,1849892,1861060,,0,0,15588,35.5362,134.1851,50
1.0.114.0/23,1849892,1861060,,0,0,20743,35.5,134.2333,10
1.0.116.0/24,1848277,1861060,,0,0,36992,35.4333,133.35,50
1.0.117.0/25,1858301,1861060,,0,0,02935,35.4689,133.5862,50
1.0.117.128/25,1848277,1861060,,0,0,06045,35.4333,133.35,50
1.0.118.0/24,1858311,1861060,,0,0,05830,34.5225,133.6378,100
1.0.119.0/25,1858301,1861060,,0,0,27467,35.4417,134.0083,10
1.0.119.128/25,1849892,1861060,,0,0,89760,35.5,134.2333,10
1.0.120.0/24,1857550,1861060,,0,0,34536,35.4498,133.0435,20
1.0.121.0/24,1861084,1861060,,0,0,73685,35.3833,132.8167,100
1.0.122.0/23,1849892,1861060,,0,0,41751,35.5362,134.1851,20
1.0.124.0/24,1857550,1861060,,0,0,48590,35.4498,133.0435,50
1.0.125.0/24,1848277,1861060,,0,0,74880,35.4573,133.3453,50
1.0.126.0/23,1848277,1861060,,0,0,06006,35.4333,133.3333,50
1.0.128.0/23,1151426,1605651,,0,0,98691,19.1695,99.9165,100
1.0.130.0/23,1606147,1605651,,0,0,92425,7.0206,100.6637,100
1.0.132.0/23,1606270,1605651,,0,0,80139,14.8879,100.4046,50
1.0.134.0/23,1602551,1605651,,0,0,86400,14.5833,100.05,50
1.0.136.0/22,1614295,1605651,,0,0,65314,13.0508,100.9367,100
1.0.140.0/22,1620566,1605651,,0,0,93871,13.4971,100.0833,50
1.0.144.0/23,1609350,1605651,,0,0,84930,13.7594,100.4889,500
1.0.146.0/23,1607779,1605651,,0,0,60619,7.4944,100.0583,200
