col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
1,nuian_male_base(지우지마세요),30.0,-0.4,0.0,0.05,0.0,2.3,0.0,t,f,t,t,4.0,0.02,0.85
2,nuian_female_base(지우지마세요),30.0,-0.4,0.0,0.05,0.0,2.3,0.0,t,f,t,t,4.0,0.02,0.85
3,fairy_male_base(지우지마세요),30.0,-0.3,0.0,0.0,0.0,2.0,0.0,t,f,t,t,4.0,0.02,0.85
4,fairy_female_base(지우지마세요),30.0,-0.3,0.0,0.0,0.0,2.0,0.0,t,f,t,t,4.0,0.02,0.85
5,dwarf_male_base(지우지마세요),30.0,-0.45,0.0,0.1,0.0,2.6,0.0,t,f,t,t,4.0,0.02,0.85
6,dwarf_female_base(지우지마세요),30.0,-0.45,0.0,0.08,0.0,2.6,0.0,t,f,t,t,4.0,0.02,0.85
7,hariharan_male_base(지우지마세요),30.0,-0.4,0.0,0.05,0.0,2.2,0.0,t,f,t,t,4.0,0.02,0.85
8,hariharan_female_base(지우지마세요),30.0,-0.4,0.0,0.05,0.0,2.2,0.0,t,f,t,t,4.0,0.02,0.85
9,elf_male_base(지우지마세요),30.0,-0.4,0.0,0.05,0.0,2.3,0.0,t,f,t,t,4.0,0.02,0.85
10,elf_female_base(지우지마세요),30.0,-0.4,0.0,0.05,0.0,2.3,0.0,t,f,t,t,4.0,0.02,0.85
11,ferre_male_base(지우지마세요),30.0,-0.4,0.0,0.05,0.0,2.5,0.0,t,f,t,t,4.0,0.02,0.85
12,ferre_female_base(지우지마세요),30.0,-0.4,0.0,0.0,0.0,2.2,0.0,t,f,t,t,4.0,0.02,0.85
13,returned_male_base(지우지마세요),30.0,0.0,0.0,0.0,0.0,2.0,0.0,t,f,t,t,4.0,0.02,0.85
14,returned_female_base(지우지마세요),30.0,0.0,0.0,0.0,0.0,1.5,0.0,t,f,t,t,4.0,0.02,0.85
15,warborn_male_base(지우지마세요),30.0,0.0,0.0,0.0,0.0,1.5,0.0,t,f,t,t,4.0,0.02,0.85
16,warborn_female_base(지우지마세요),30.0,0.0,0.0,0.0,0.0,1.5,0.0,t,f,t,t,4.0,0.02,0.85
17,previous camera,30.0,0.0,0.0,0.0,0.0,0.0,0.0,t,f,t,t,4.0,0.02,0.85
18,astra(아스트라),30.0,-0.4,0.0,-0.5,0.0,2.0,0.0,t,f,t,t,4.0,0.02,0.85
19,daru(다루),30.0,-0.5,0.0,0.15,0.0,4.1,0.0,t,f,t,t,4.0,0.02,0.85
20,narayana_male(나라야나 남자),30.0,-0.5,0.0,0.03,0.0,4.0,0.0,t,f,t,t,4.0,0.02,0.85
21,narayana_girl01(나라야나 아이),30.0,-0.41,0.0,0.1,0.0,2.6,0.0,t,f,t,t,4.0,0.02,0.85
22,animals(작은 동물),30.0,-0.39,0.0,0.23,0.0,2.2,0.0,t,f,t,t,4.0,0.02,0.85
