col0,col1,col2,col3,col4,col5
1261,Wychwood (94),0,2,0,0
1262,Yonge-Eglinton (100),0,1,0,0
1263,Yonge-St.Clair (97),0,1,0,0
1264,York University Heights (27),1,6,1,1
1265,Yorkdale-Glen Park (31),1,2,0,0
1266,Lambton Baby Point (114),0,1,0,0
1267,Lansing-Westgate (38),0,2,0,0
1268,Lawrence Park North (105),0,2,0,0
1269,Lawrence Park South (103),1,4,0,0
1270,Leaside-Bennington (56),1,4,0,0
1271,Little Portugal (84),0,4,0,0
1272,Long Branch (19),0,1,0,0
1273,Malvern (132),1,10,0,0
1274,Maple Leaf (29),0,1,0,0
1275,Markland Wood (12),1,2,0,0
1276,Milliken (130),0,5,0,0
1277,Mimico (includes Humber Bay Shores) (17),0,3,1,0
1278,Morningside (135),0,6,0,0
1279,Moss Park (73),1,1,1,0
1280,Mount Dennis (115),1,3,0,0
1281,Mount Olive-Silverstone-Jamestown (2),2,6,0,0
1282,Mount Pleasant East (99),1,2,0,0
1283,Mount Pleasant West (104),1,2,0,0
1284,New Toronto (18),1,3,5,0
1285,Newtonbrook East (50),1,2,0,0
1286,Newtonbrook West (36),3,3,0,0
1287,Niagara (82),0,1,0,0
1288,North Riverdale (68),2,4,0,0
1289,North St.James Town (74),0,1,0,0
1290,O'Connor-Parkview (54),0,5,0,0
1291,Oakridge (121),0,3,0,0
1292,Oakwood Village (107),0,5,0,0
1293,Old East York (58),2,3,0,0
1294,Palmerston-Little Italy (80),3,5,0,0
1295,Parkwoods-Donalda (45),2,9,0,0
1296,Pelmo Park-Humberlea (23),0,1,0,0
1297,Playter Estates-Danforth (67),0,1,0,0
1298,Pleasant View (46),0,5,0,0
1299,Princess-Rosethorn (10),2,4,0,0
1300,Regent Park (72),0,1,0,0
1301,Rexdale-Kipling (4),2,1,0,0
1302,Rockcliffe-Smythe (111),1,6,0,0
1303,Roncesvalles (86),0,2,0,0
1304,Rosedale-Moore Park (98),0,3,0,0
1305,Rouge (131),0,11,0,0
1306,Runnymede-Bloor West Village (89),1,2,0,0
1307,Rustic (28),0,2,0,0
1308,Scarborough Village (139),0,4,0,0
1309,South Parkdale (85),1,1,0,0
1310,South Riverdale (70),3,5,0,0
1311,St.Andrew-Windfields (40),1,5,0,0
1312,Steeles (116),1,5,0,0
1313,Stonegate-Queensway (16),1,6,0,0
1314,Tam O'Shanter-Sullivan (118),1,7,0,0
1315,Taylor-Massey (61),0,2,0,0
1316,The Beaches (63),0,4,0,0
1317,Thistletown-Beaumond Heights (3),0,1,0,0
1318,Thorncliffe Park (55),0,2,0,0
1319,Trinity-Bellwoods (81),0,3,0,0
1320,University (79),1,3,0,1
1321,Victoria Village (43),0,3,0,0
1322,Waterfront Communities-The Island (77),2,5,2,0
1323,West Hill (136),2,6,0,0
1324,West Humber-Clairville (1),0,5,2,0
1325,Westminster-Branson (35),1,1,0,0
1326,Weston (113),1,3,0,0
1327,Weston-Pellam Park (91),0,2,0,0
1328,Wexford/Maryvale (119),3,6,1,0
1329,Willowdale East (51),1,6,0,0
1330,Willowdale West (37),0,3,0,0
1331,Willowridge-Martingrove-Richview (7),2,3,0,0
1332,Woburn (137),2,11,1,0
1333,Woodbine Corridor (64),0,2,0,0
1334,Woodbine-Lumsden (60),0,3,0,0
1335,Agincourt North (129),2,7,0,0
1336,Agincourt South-Malvern West (128),2,5,0,0
1337,Alderwood (20),0,2,0,0
1338,Annex (95),0,3,1,0
1339,Banbury-Don Mills (42),1,5,0,0
1340,Bathurst Manor (34),1,2,0,0
1341,Bay Street Corridor (76),0,0,0,0
1342,Bayview Village (52),0,2,0,0
1343,Bayview Woods-Steeles (49),0,4,0,0
1344,Bedford Park-Nortown (39),0,2,0,0
1345,Beechborough-Greenbrook (112),1,1,0,0
1346,Bendale (127),3,6,1,0
1347,Birchcliffe-Cliffside (122),1,5,0,0
1348,Black Creek (24),0,5,1,0
1349,Blake-Jones (69),2,4,0,0
1350,Briar Hill-Belgravia (108),0,0,0,0
1351,Bridle Path-Sunnybrook-York Mills (41),0,2,0,0
1352,Broadview North (57),0,2,1,0
1353,Brookhaven-Amesbury (30),0,2,0,0
