col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
__export__.education_syllabus_1_3fc7a0e8,True,__export__.education_academic_year_1_19e0b085,__export__.education_class_1_d1a78863,General,,False,BengaliClass 1-2018,0,,,33,0,Compulsory,Bengali,__export__.education_subject_1_a77a3a3e,Theory,80,,100,20,,7,26,0,0,
__export__.education_syllabus_2_561debc3,True,__export__.education_academic_year_1_19e0b085,__export__.education_class_1_d1a78863,General,,False,EnglishClass 1-2018,0,,,33,0,Compulsory,English,__export__.education_subject_2_4229f736,Theory,80,,100,20,,7,26,0,0,
__export__.education_syllabus_3_c6299c13,True,__export__.education_academic_year_1_19e0b085,__export__.education_class_1_d1a78863,General,,False,MathematicsClass 1-2018,0,,,33,0,Compulsory,Mathematics,__export__.education_subject_3_c452cbc4,Theory,80,,100,20,,7,26,0,0,
__export__.education_syllabus_4_0ad1376c,True,__export__.education_academic_year_1_19e0b085,__export__.education_class_1_d1a78863,General,,False,Moral EducationClass 1-2018,0,,,33,0,Compulsory,Moral Education,__export__.education_subject_4_c5902a8b,Theory,80,,100,20,,7,26,0,0,
__export__.education_syllabus_5_f1dd4938,True,__export__.education_academic_year_1_19e0b085,__export__.education_class_1_d1a78863,General,,False,ScienceClass 1-2018,0,,,33,0,Compulsory,Science,__export__.education_subject_5_5b91b65d,Theory,80,,100,20,,7,26,0,0,
__export__.education_syllabus_6_71b06156,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data2,False,Bengali-1st Class 10-2019,30,,1st,33,0,Compulsory,Bengali-1st,__export__.education_subject_1_a77a3a3e,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_8_0c25e9c7,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data2,False,Bengali-2ndClass 10-2019,23,,2nd,33,0,Compulsory,Bengali-2nd,__export__.education_subject_1_a77a3a3e,Theory,70,,93,0,,0,23,10,0,
__export__.education_syllabus_9_56f0ef02,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data2,False,English-1stClass 10-2019,0,,1st,33,0,Compulsory,English-1st,__export__.education_subject_2_4229f736,Theory,100,,100,0,,0,33,0,0,
__export__.education_syllabus_10_e3b00f25,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data2,False,English-2ndClass 10-2019,0,,2nd,33,0,Compulsory,English-2nd,__export__.education_subject_2_4229f736,Theory,100,,100,0,,0,33,0,0,
__export__.education_syllabus_11_b0662423,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data2,False,Mathematics Class 10-2019,30,,,33,0,Compulsory,Mathematics,__export__.education_subject_3_c452cbc4,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_12_9bd3abe9,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data2,False,ICT Class 10-2019,25,,,16,25,Compulsory,ICT,__export__.education_subject_6_cb1de9cd,Theory,0,,50,0,,0,0,8,8,
__export__.education_syllabus_13_94cfc7de,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data2,False,Rel & Moral Edu Class 10-2019,30,,,33,0,Compulsory,Rel & Moral Edu,__export__.education_subject_7_d6cb29ba,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_14_0606a801,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data3,True,Econo Class 10-2019 (Humanity),30,,,33,0,Compulsory,Economics,__export__.education_subject_8_21befee1,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_15_c792fded,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data3,True,HB & Global CP.Class 10-2019 (Humanity),30,,,33,0,Compulsory,HB & Global CP.,__export__.education_subject_9_c5811373,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_16_c2158308,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data3,True,Geography Class 10-2019 (Humanity),30,,,33,0,Compulsory,Geography,__export__.education_subject_10_9bfab2f0,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_17_f5b590ee,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data3,True,General ScienceClass 10-2019 (Humanity),30,,,33,0,Compulsory,General Science,__export__.education_subject_11_af256e4a,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_18_50dcd9b7,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data3,True,Home ScienceClass 10-2019 (Humanity),0,,,0,0,Elective,Home Science,__export__.education_subject_12_9f58f13a,Theory,0,,0,0,,0,0,0,0,
__export__.education_syllabus_19_c76e36ea,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,Extra,,False,Physical Training Class 10-2019,0,,,33,0,Compulsory,Physical Training,__export__.education_subject_14_5e9b3106,Theory,100,,100,0,,0,33,0,0,
__export__.education_syllabus_20_349a061e,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,Extra,,False,Career Education Class 10-2019,0,,,17,0,Compulsory,Career Education,__export__.education_subject_13_dcbb56bd,Theory,50,,50,0,,0,17,0,0,
__export__.education_syllabus_21_cbfe02fe,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data1,True,BGI Class 10-2019 (Science),30,,,33,0,Compulsory,BGI,__export__.education_subject_15_806fbb90,Theory,70,,100,0,,0,23,10,0,
__export__.education_syllabus_22_f04560ce,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data1,True,Physics Class 10-2019 (Science),25,,,33,25,Compulsory,Physics ,__export__.education_subject_16_22167690,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_23_3546ee68,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data1,True,Chemistry Class 10-2019 (Science),25,,,33,25,Compulsory,Chemistry,__export__.education_subject_17_5c3da78e,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_24_5032abc2,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data1,True,Higher Math Class 10-2019 (Science),25,,,33,25,Compulsory,Higher Math,__export__.education_subject_18_57f0b249,Theory,50,,100,0,,0,17,8,8,
__export__.education_syllabus_25_1dbe6cc6,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data1,True,Biology Class 10-2019 (Science),25,,,33,25,Elective,Biology,__export__.education_subject_19_da989b9c,Theory,50,,100,0,,0,17,8,8,
