col0,col1,col2,col3,col4
Nat,presidential,JHK,biden,0.914
AL,presidential,JHK,trump,1.0
AK,presidential,JHK,trump,0.869
AZ,presidential,JHK,biden,0.733
AR,presidential,JHK,trump,1.0
CA,presidential,JHK,biden,1.0
CO,presidential,JHK,biden,0.995
CT,presidential,JHK,biden,1.0
DE,presidential,JHK,biden,1.0
DC,presidential,JHK,biden,1.0
FL,presidential,JHK,biden,0.748
GA,presidential,JHK,biden,0.668
HI,presidential,JHK,biden,1.0
ID,presidential,JHK,trump,0.995
IL,presidential,JHK,biden,1.0
IN,presidential,JHK,trump,0.995
IA,presidential,JHK,trump,0.553
KS,presidential,JHK,trump,0.997
KY,presidential,JHK,trump,1.0
LA,presidential,JHK,trump,1.0
ME,presidential,JHK,biden,0.997
ME-1,presidential,JHK,biden,1.0
ME-2,presidential,JHK,biden,0.655
MD,presidential,JHK,biden,1.0
MA,presidential,JHK,biden,1.0
MI,presidential,JHK,biden,0.961
MN,presidential,JHK,biden,0.98
MS,presidential,JHK,trump,1.0
MO,presidential,JHK,trump,0.993
MT,presidential,JHK,trump,0.944
NE,presidential,JHK,trump,1.0
NE-1,presidential,JHK,trump,0.999
NE-2,presidential,JHK,biden,0.854
NE-3,presidential,JHK,trump,1.0
NV,presidential,JHK,biden,0.922
NH,presidential,JHK,biden,0.975
NJ,presidential,JHK,biden,1.0
NM,presidential,JHK,biden,0.999
NY,presidential,JHK,biden,1.0
NC,presidential,JHK,biden,0.697
ND,presidential,JHK,trump,1.0
OH,presidential,JHK,trump,0.583
OK,presidential,JHK,trump,1.0
OR,presidential,JHK,biden,1.0
PA,presidential,JHK,biden,0.909
RI,presidential,JHK,biden,1.0
SC,presidential,JHK,trump,0.973
SD,presidential,JHK,trump,1.0
TN,presidential,JHK,trump,1.0
TX,presidential,JHK,trump,0.661
UT,presidential,JHK,trump,0.995
VT,presidential,JHK,biden,1.0
VA,presidential,JHK,biden,0.999
WA,presidential,JHK,biden,1.0
WV,presidential,JHK,trump,1.0
WI,presidential,JHK,biden,0.965
WY,presidential,JHK,trump,0.999
DC,presidential,economist,biden,0.99
HI,presidential,economist,biden,0.99
VT,presidential,economist,biden,0.99
MA,presidential,economist,biden,0.99
CA,presidential,economist,biden,0.99
MD,presidential,economist,biden,0.99
NY,presidential,economist,biden,0.99
RI,presidential,economist,biden,0.99
CT,presidential,economist,biden,0.99
WA,presidential,economist,biden,0.99
DE,presidential,economist,biden,0.99
