col0,col1,col2,col3
Ironman.Core,Ironman.Core.ActionFilters,Ironman.Core.BaseClasses.PageControllerBase' Ironman.Core.API.BaseClasses.APIControllerBaseClass,
Ironman.Core,Ironman.Core.API.BaseClasses,,Ironman.Core.ActionFilters.Compress' Ironman.Core.ActionFilters.DeserializationFilter' Ironman.Core.API.Manager.Manager' Ironman.Core.BaseClasses.ControllerBase
Ironman.Core,Ironman.Core.API.Manager.BaseClasses,Ironman.Core.API.Manager.Properties.Map<ClassType;DataType>' Ironman.Core.API.Manager.Properties.MapList<ClassType;DataType>' Ironman.Core.API.Manager.Properties.Reference<ClassType;DataType>' Ironman.Core.API.Manager.Properties.ID<ClassType;DataType>,Ironman.Core.API.Manager.Interfaces.IMap' Ironman.Core.API.Manager.Interfaces.IID' Ironman.Core.API.Manager.Interfaces.IReference' Ironman.Core.API.Manager.Interfaces.IAPIMapping' Ironman.Core.API.Manager.Interfaces.IAPIProperty' Ironman.Core.API.Manager.Manager' Ironman.Core.API.Manager.MappingHolder' Ironman.Core.API.Manager.Properties.ID<ClassType;DataType>' Ironman.Core.API.Manager.Properties.MapList<ClassType;DataType>' Ironman.Core.API.Manager.Properties.Map<ClassType;DataType>' Ironman.Core.API.Manager.Properties.Reference<ClassType;DataType>
Ironman.Core,Ironman.Core.API.Manager.Interfaces,Ironman.Core.API.Manager.Properties.Map<ClassType;DataType>' Ironman.Core.API.Manager.Properties.MapList<ClassType;DataType>' Ironman.Core.API.Manager.BaseClasses.APIMappingBaseClass<ClassType;IDType>' Ironman.Core.API.Manager.Properties.ID<ClassType;DataType>' Ironman.Core.API.Manager.Properties.Reference<ClassType;DataType>' Ironman.Core.Bootstrapper.IronmanModule' Ironman.Core.API.Manager.MappingHolder' Ironman.Core.API.Manager.Manager' Ironman.Core.API.Manager.BaseClasses.APIPropertyBaseClass<ClassType;DataType>' Ironman.Core.API.Manager.ServiceHolder,Ironman.Core.API.Manager.MappingHolder' Ironman.Core.API.Manager.WorkflowInfo' Ironman.Core.API.Manager.WorkflowType
Ironman.Core,Ironman.Core.API.Manager,Ironman.Core.AppHelper' Ironman.Core.Bootstrapper.IronmanModule' Ironman.Core.API.BaseClasses.APIControllerBaseClass' Ironman.Core.API.Manager.BaseClasses.APIMappingBaseClass<ClassType;IDType>' Ironman.Core.API.Manager.Interfaces.IAPIProperty' Ironman.Core.API.Manager.Properties.ID<ClassType;DataType>' Ironman.Core.API.Manager.Properties.Reference<ClassType;DataType>' Ironman.Core.API.Manager.Properties.Map<ClassType;DataType>' Ironman.Core.API.Manager.BaseClasses.APIPropertyBaseClass<ClassType;DataType>' Ironman.Core.API.Manager.Interfaces.IAPIMapping' Ironman.Core.API.Manager.Properties.MapList<ClassType;DataType>' Ironman.Core.API.Manager.Interfaces.IWorkflowModule,Ironman.Core.API.Manager.Interfaces.IAPIMapping' Ironman.Core.API.Manager.Interfaces.IService' Ironman.Core.API.Manager.Interfaces.IWorkflowModule
Ironman.Core,Ironman.Core.API.Manager.Properties,Ironman.Core.API.Manager.BaseClasses.APIMappingBaseClass<ClassType;IDType>,Ironman.Core.API.Manager.BaseClasses.APIPropertyBaseClass<ClassType;DataType>' Ironman.Core.API.Manager.Interfaces.IID' Ironman.Core.API.Manager.MappingHolder' Ironman.Core.API.Manager.Interfaces.IMap' Ironman.Core.API.Manager.Interfaces.IReference' Ironman.Core.API.Manager.Interfaces.IAPIMapping
Ironman.Core,Ironman.Core.Assets,Ironman.Core.Assets.Transformers.Transformer' Ironman.Core.Assets.Filters.JSSetupImports' Ironman.Core.Assets.Filters.CSSSetupImports' Ironman.Core.Tasks.AssetBundlerTask' Ironman.Core.Bootstrapper.IronmanModule,Ironman.Core.Assets.Enums.AssetType' Ironman.Core.Assets.Interfaces.IAsset' Ironman.Core.Assets.Enums.RunTime' Ironman.Core.Assets.Interfaces.IContentFilter' Ironman.Core.Assets.Interfaces.IFilter' Ironman.Core.Assets.Interfaces.ITranslator' Ironman.Core.Assets.Transformers.Transformer
Ironman.Core,Ironman.Core.Assets.Enums,Ironman.Core.Assets.Asset' Ironman.Core.Assets.Interfaces.ITranslator' Ironman.Core.Assets.Interfaces.IAsset' Ironman.Core.Assets.Filters.CSSSetupImports' Ironman.Core.Assets.Filters.JSSetupImports' Ironman.Core.Assets.Filters.CSSFixImagesAndFonts' Ironman.Core.Assets.AssetManager' Ironman.Core.Assets.Interfaces.IFilter' Ironman.Core.Assets.Filters.RemoveUselessFiles' Ironman.Core.Assets.Filters.RemoveDuplicates,
Ironman.Core,Ironman.Core.Assets.Filters,,Ironman.Core.Assets.Enums.AssetType' Ironman.Core.Assets.Enums.RunTime' Ironman.Core.Assets.Interfaces.IAsset' Ironman.Core.Assets.Interfaces.IFilter' Ironman.Core.Assets.Asset' Ironman.Core.Assets.AssetManager
Ironman.Core,Ironman.Core.Assets.Interfaces,Ironman.Core.Assets.Filters.RemoveDuplicates' Ironman.Core.Assets.Asset' Ironman.Core.Assets.Filters.RemoveUselessFiles' Ironman.Core.Assets.Transformers.Transformer' Ironman.Core.Assets.AssetManager' Ironman.Core.Assets.Filters.CSSSetupImports' Ironman.Core.Assets.Filters.JSSetupImports' Ironman.Core.Assets.Filters.CSSFixImagesAndFonts' Ironman.Core.Bootstrapper.IronmanModule,Ironman.Core.Assets.Enums.AssetType' Ironman.Core.Assets.Enums.RunTime
