col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33
0,92,2,1,-1.0,-1,1.0,"1,1",0,0,0,0,0,0.5,"1,0",0.5,"0,1",0.0,"0,0",0.0,"0,0",0.0,"0,0",5000,1.0,0.0,"0,0",1.0,"1.000000,1.000000",0.0,"0,0",-1,0.0,"0,0"
0,91,7,1,-1.0,-1,1.0,"1,1",0,0,0,0,0,0.5,"1,0",0.0,"0,0",0.5,"0,1",0.0,"0,0",0.0,"0,0",5000,1.0,0.0,"0,0",1.0,"1.000000,1.000000",0.0,"0,0",-1,0.0,"0,0"
0,86,8,1,-1.0,-1,0.5,"0,1",0,0,0,0,0,0.0,"0,0",0.0,"0,0",0.0,"0,0",0.0,"0,0",0.5,"0,1",5000,0.5,49.0,"98,0",0.5,"0.000000,1.000000",0.0,"0,0",-1,0.0,"0,0"
0,3,6,1,-1.0,-1,1.0,"1,1",0,0,0,0,0,1.0,"1,1",0.0,"0,0",0.0,"0,0",0.0,"0,0",0.0,"0,0",5000,1.0,8.5,"0,17",1.0,"1.000000,1.000000",0.0,"0,0",-1,0.0,"0,0"
0,84,6,1,-1.0,-1,0.0,"0,0",0,0,0,0,0,2.5,"2,3",1.5,"2,1",1.0,"0,2",0.5,"0,1",0.5,"0,1",5000,1.0,0.0,"0,0",1.0,"1.000000,1.000000",5.0,"3,7",-1,0.0,"0,0"
0,5,8,1,-1.0,-1,1.0,"1,1",0,0,0,0,0,0.0,"0,0",1.0,"1,1",0.0,"0,0",0.0,"0,0",0.0,"0,0",5000,1.0,0.0,"0,0",1.0,"1.000000,1.000000",0.0,"0,0",-1,0.0,"0,0"
0,83,2,1,-1.0,-1,0.5,"0,1",0,0,0,0,0,0.0,"0,0",0.0,"0,0",0.0,"0,0",0.0,"0,0",0.5,"0,1",5000,0.5,11.5,"23,0",0.5,"0.000000,1.000000",0.0,"0,0",-1,7.0,"14,0"
0,7,6,1,-1.0,-1,1.0,"1,1",0,0,0,0,0,0.0,"0,0",0.5,"1,0",0.0,"0,0",0.0,"0,0",0.5,"0,1",5000,1.0,0.0,"0,0",1.0,"1.000000,1.000000",0.0,"0,0",-1,0.0,"0,0"
0,82,6,1,-1.0,-1,1.0,"1,1",0,0,0,0,0,0.0,"0,0",0.0,"0,0",0.5,"0,1",0.5,"1,0",0.0,"0,0",5000,1.0,0.0,"0,0",1.0,"1.000000,1.000000",0.0,"0,0",-1,0.0,"0,0"
0,9,5,1,-1.0,-1,1.0,"1,1",0,0,0,0,0,0.0,"0,0",0.0,"0,0",1.0,"1,1",0.0,"0,0",0.0,"0,0",5000,1.0,0.0,"0,0",1.0,"1.000000,1.000000",0.0,"0,0",-1,0.0,"0,0"
