col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
1,1,2,tech,gaussian,0.0025,euclidean,4,20,5,10,gaussian,0.0025,euclidean,5,15,5,9,gaussian,0.0075,euclidean,4,10,4,10
2,2,1,none,gaussian,0.005,euclidean,13,11,17,14,gaussian,0.005,euclidean,8,4,12,8,gaussian,0.005,euclidean,10,8,19,9
3,3,1,none,gaussian,0.005,euclidean,10,24,50,65,gaussian,0.005,euclidean,3,10,50,65,gaussian,0.005,euclidean,3,10,50,65
4,4,1,none,linear,0.005,euclidean,5,15,8,15,linear,0.005,euclidean,8,20,20,30,linear,0.005,euclidean,12,18,30,40
5,6,1,none,gaussian,0.005,euclidean,9,16,19,13,gaussian,0.005,euclidean,6,9,9,13,gaussian,0.005,euclidean,13,20,13,26
6,7,1,none,tophat,0.005,manhattan,50,90,50,55,epanechnikov,0.0075,manhattan,60,90,35,45,tophat,0.0075,manhattan,125,175,40,60
7,8,2,tech,gaussian,0.005,euclidean,40,55,20,30,gaussian,0.005,euclidean,23,30,34,40,gaussian,0.005,euclidean,28,38,49,59
8,10,1,none,gaussian,0.005,euclidean,6,12,9,14,tophat,0.0075,manhattan,7,13,5,11,epacnechnikov,0.01,chebyshev,4,7,4,7
9,11,1,none,gaussian,0.005,euclidean,10,18,6,10,gaussian,0.0075,euclidean,5,9,6,8,gaussian,0.0075,euclidean,4,8,4,6
10,12,1,none,gaussian,0.005,euclidean,17,50,5,30,gaussian,0.005,euclidean,10,18,5,15,gaussian,0.005,euclidean,20,50,5,30
11,13,1,none,gaussian,0.005,euclidean,20,28,20,28,gaussian,0.005,euclidean,12,26,12,26,gaussian,0.005,euclidean,15,48,15,48
12,14,1,none,linear,0.005,euclidean,25,35,7,15,gaussian,0.005,euclidean,35,40,7,10,gaussian,0.005,euclidean,40,50,10,12
