col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
1,0,5,8,9,8,7,1,2,2,6,0,9
2,9,5,8,10,5,8,4,5,8,1,3,5
3,8,7,7,8,7,1,3,6,3,3,8,3
4,8,6,8,8,6,6,2,5,6,2,2,6
5,8,5,7,8,7,2,4,6,5,5,5,2
6,10,5,8,9,5,8,3,5,2,5,6,5
7,5,5,5,9,6,4,2,7,4,7,4,1
8,4,4,9,9,6,0,2,3,4,8,5,2
9,3,5,6,6,3,6,1,3,5,7,5,1
10,7,5,8,7,5,9,4,4,8,2,5,3
11,9,4,6,7,4,5,6,5,6,4,2,6
12,8,6,5,8,4,4,4,2,3,7,8,3
13,8,6,8,10,7,8,2,4,4,5,4,3
14,9,5,9,8,5,6,4,4,5,2,2,3
15,6,4,6,9,9,2,3,5,4,8,8,3
16,7,4,7,9,6,2,2,5,3,9,5,0
17,2,5,9,8,9,10,1,1,4,6,1,6
18,2,3,8,10,10,10,0,4,1,6,0,9
19,1,2,10,7,9,9,2,2,3,5,1,7
20,9,4,8,9,5,7,6,4,7,5,5,3
21,6,3,4,6,7,4,4,3,5,7,8,3
22,8,6,10,9,5,8,7,6,5,3,3,6
23,1,6,10,7,9,8,3,0,3,5,0,8
24,10,4,9,8,7,7,7,8,8,4,5,5
25,1,4,10,5,9,8,0,3,7,4,1,9
26,8,4,8,9,3,6,2,4,6,4,3,7
27,8,4,10,8,6,6,6,7,8,4,5,6
28,9,7,8,8,4,6,4,4,6,4,3,4
29,1,6,8,8,9,7,1,2,6,4,2,8
30,7,8,8,7,6,8,1,5,4,5,2,8
31,8,7,8,9,6,9,3,6,5,1,5,5
32,8,4,7,9,5,9,4,4,4,3,3,8
33,7,6,6,10,9,1,4,4,4,9,6,0
