col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
kew-135737,A,Nothofagaceae,,Nothofagus,,aequilateralis,,,(Baum.-Bod.) Steenis,Accepted,,H,WCSP,135737,359062-1,J. Arnold Arbor.,35: 266,,1954
kew-135738,A,Nothofagaceae,,Nothofagus,,alessandrii,,,Espinosa,Accepted,,H,WCSP,135738,,Revista Chilena Hist. Nat.,32: 175,,1928
kew-135739,A,Nothofagaceae,,Nothofagus,,alpina,,,(Poepp. & Endl.) Oerst.,Accepted,,H,WCSP,135739,,Bidr. Egefam.,24,,1872
kew-135740,A,Nothofagaceae,,Nothofagus,,antarctica,,,(G.Forst.) Oerst.,Accepted,,H,WCSP,135740,,Bidr. Egefam.,24,,1872
kew-135741,A,Nothofagaceae,,Nothofagus,×,apiculata,,,(Colenso) Cockayne,Accepted,,H,WCSP,135741,359066-1,Trans. & Proc. New Zealand Inst.,43: 172,,1910 publ. 1911
tro-50275405,A,Nothofagaceae,,Nothofagus,,apiculata,var.,dubia,(Kirk) Cheeseman,Unresolved,,L,TRO,50275405,,Man. New Zealand Fl.,642,642.0,1906
kew-135745,A,Nothofagaceae,,Nothofagus,,balansae,,,(Baill.) Steenis,Accepted,,H,WCSP,135745,359068-1,J. Arnold Arbor.,35: 266,,1954
kew-135746,A,Nothofagaceae,,Nothofagus,,baumanniae,,,(Baum.-Bod.) Steenis,Accepted,,H,WCSP,135746,359069-1,J. Arnold Arbor.,35: 266,,1954
kew-135748,A,Nothofagaceae,,Nothofagus,,betuloides,,,(Mirb.) Oerst.,Accepted,,H,WCSP,135748,,Bidr. Egefam.,24,,1872
kew-135749,A,Nothofagaceae,,Nothofagus,×,blairii,,,(Kirk) Cockayne,Unresolved,,L,WCSP,135749,359072-1,Trans. & Proc. New Zealand Inst.,43: 172,,1910 publ. 1911
tro-50275394,A,Nothofagaceae,,Nothofagus,,blairii,,,Govaerts,Unresolved,,L,TRO,50275394,,World Checkl. Bibliogr. Fagales,193,193.0,1998
kew-135750,A,Nothofagaceae,,Nothofagus,,brassii,,,Steenis,Accepted,,H,WCSP,135750,,Blumea,7: 146,,1952
kew-135751,A,Nothofagaceae,,Nothofagus,,carrii,,,Steenis,Accepted,,H,WCSP,135751,,Blumea,7: 147,,1952
kew-135753,A,Nothofagaceae,,Nothofagus,×,cliffusca,,,Cockayne & Allan,Unresolved,,L,WCSP,135753,359076-1,Nature,118: 624,,1926
kew-135754,A,Nothofagaceae,,Nothofagus,,codonandra,,,(Baill.) Steenis,Accepted,,H,WCSP,135754,359077-1,J. Arnold Arbor.,35: 266,,1954
kew-135756,A,Nothofagaceae,,Nothofagus,,crenata,,,Steenis,Accepted,,H,WCSP,135756,359079-1,Blumea,7: 147,,1952
kew-135759,A,Nothofagaceae,,Nothofagus,,cunninghamii,,,(Hook.) Oerst.,Accepted,,H,WCSP,135759,359080-1,"Skr. Vidensk.-Selsk. Christiana, Math.-Naturvidensk. Kl.",5(9): 355,,1873
kew-135761,A,Nothofagaceae,,Nothofagus,,discoidea,,,(Baum.-Bod.) Steenis,Accepted,,H,WCSP,135761,359082-1,J. Arnold Arbor.,35: 266,,1954
kew-335913,A,Nothofagaceae,,Nothofagus,×,dodecaphleps,,,Mike L.Grant & E.J.Clement,Unresolved,,L,WCSP,335913,77063398-1,Bot. J. Linn. Soc.,146: 448,,2004
kew-135762,A,Nothofagaceae,,Nothofagus,,dombeyi,,,(Mirb.) Oerst.,Accepted,,H,WCSP,135762,,Bidr. Egefam.,24,,1872
kew-373524,A,Nothofagaceae,,Nothofagus,×,eugenananus,,,Gilland.,Unresolved,,L,WCSP,373524,77088363-1,Plantsman,"n.s., 7: 56",,2008
kew-135766,A,Nothofagaceae,,Nothofagus,,flaviramea,,,Steenis,Accepted,,H,WCSP,135766,359086-1,Nova Guinea,"n.s., 6: 281",,1955
