col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
Scenario 1,feature-1,Production,scenario-1,1556668801000,283,ci1,tag1:tag2:tag3,passed,2.4,report1
Scenario 2,feature-1,Production,scenario-2,1556668801000,283,ci1,tag1:core:tag3,passed,2.4,report2
Scenario 3,feature-2,Production,scenario-3,1556668801000,283,ci1,tag1:tag2:tag3,passed,2.4,report2
Scenario 4,feature-2,Production,scenario-4,1556668801000,283,ci1,tag1:tag2:tag3:core,failed,2.4,report2
Scenario 5,feature-2,Production,scenario-5,1556668801000,283,ci1,tag1:tag2:tag3,failed,2.4,report3
Scenario 1,feature-1,Production,scenario-1,1556668805000,284,ci1,tag1:tag2:tag3,passed,2.4,report1
Scenario 2,feature-1,Production,scenario-2,1556668805000,284,ci1,tag1:core:tag3,failed,2.4,report2
Scenario 3,feature-2,Production,scenario-3,1556668805000,284,ci1,tag1:tag2:tag3,failed,2.4,report2
Scenario 4,feature-2,Production,scenario-4,1556668805000,284,ci1,tag1:tag2:tag3:core,failed,2.4,report2
Scenario 5,feature-2,Production,scenario-5,1556668805000,284,ci1,tag1:tag2:tag3,failed,2.4,report3
Scenario 1,feature-1,Production,scenario-1,1556668809000,285,ci1,tag1:tag2:tag3,passed,2.4,report1
Scenario 2,feature-1,Production,scenario-2,1556668809000,285,ci1,tag1:core:tag3,passed,2.4,report2
Scenario 3,feature-2,Production,scenario-3,1556668809000,285,ci1,tag1:tag2:tag3,passed,2.4,report2
Scenario 4,feature-2,Production,scenario-4,1556668809000,285,ci1,tag1:tag2:tag3:core,passed,2.4,report2
Scenario 5,feature-2,Production,scenario-5,1556668809000,285,ci1,tag1:tag2:tag3,passed,2.4,report3
