col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
4,2014-12-10 17:05:26.471,2014-12-20 21:36:42.144,170,unknown,sentient,reptilian,black,,Galatic Basic,Rodian,"green, blue",23.0
5,2014-12-10 17:12:50.41,2014-12-20 21:36:42.146,300,1000,gastropod,sentient,"yellow, red",,Huttese,Hutt,"green, brown, tan",24.0
2,2014-12-10 15:16:16.259,2014-12-20 21:36:42.139,,indefinite,artificial,sentient,,,,Droid,,
3,2014-12-10 16:44:31.486,2014-12-20 21:36:42.142,210,400,mammal,sentient,"blue, green, yellow, brown, golden, red","black, brown",Shyriiwook,Wookie,gray,14.0
10,2014-12-18 11:26:20.103,2014-12-20 21:36:42.157,180,unknown,mammal,sentient,black,none,Sullutese,Sullustan,pale,33.0
1,2014-12-10 13:52:11.567,2014-12-20 21:36:42.136,180,120,mammal,sentient,"brown, blue, green, hazel, grey, amber","blonde, brown, black, red",Galactic Basic,Human,"caucasian, black, asian, hispanic",9.0
11,2014-12-19 17:07:31.319,2014-12-20 21:36:42.16,180,unknown,unknown,sentient,"red, pink",none,Neimoidia,Neimodian,"grey, green",18.0
13,2014-12-19 17:48:56.893,2014-12-20 21:36:42.165,120,91,mammal,sentient,yellow,none,Toydarian,Toydarian,"blue, green, grey",34.0
15,2014-12-20 09:48:02.406,2014-12-20 21:36:42.169,200,unknown,mammals,sentient,"blue, brown, orange, pink",none,Twi'leki,Twi'lek,"orange, yellow, blue, green, pink, purple, tan",37.0
12,2014-12-19 17:30:37.341,2014-12-20 21:36:42.163,190,unknown,amphibian,sentient,orange,none,Gungan basic,Gungan,"brown, green",8.0
14,2014-12-19 17:53:11.214,2014-12-20 21:36:42.167,100,unknown,mammal,sentient,"yellow, blue",none,Dugese,Dug,"brown, purple, grey, red",35.0
16,2014-12-20 09:53:16.481,2014-12-20 21:36:42.171,80,79,reptile,sentient,unknown,none,Aleena,Aleena,"blue, gray",38.0
9,2014-12-18 11:22:00.285,2014-12-20 21:36:42.155,100,unknown,mammal,sentient,"orange, brown","white, brown, black",Ewokese,Ewok,brown,7.0
17,2014-12-20 09:57:33.128,2014-12-20 21:36:42.173,100,unknown,unknown,sentient,yellow,none,vulpterish,Vulptereen,grey,39.0
18,2014-12-20 10:02:13.915,2014-12-20 21:36:42.175,125,unknown,unknown,sentient,black,none,Xextese,Xexto,"grey, yellow, purple",40.0
19,2014-12-20 10:08:36.795,2014-12-20 21:36:42.177,200,unknown,unknown,sentient,orange,none,Tundan,Toong,"grey, green, yellow",41.0
20,2014-12-20 10:15:33.765,2014-12-20 21:36:42.179,200,unknown,mammal,sentient,hazel,"red, blond, black, white",Cerean,Cerean,pale pink,43.0
22,2014-12-20 10:26:59.894,2014-12-20 21:36:42.183,180,unknown,mammal,sentient,"brown, orange",black,Zabraki,Zabrak,"pale, brown, red, orange, yellow",45.0
21,2014-12-20 10:18:58.61,2014-12-20 21:36:42.181,180,70,amphibian,sentient,black,none,Nautila,Nautolan,"green, blue, brown, red",44.0
23,2014-12-20 10:29:13.798,2014-12-20 21:36:42.186,unknown,unknown,mammal,sentient,"blue, indigo",unknown,unknown,Tholothian,dark,46.0
25,2014-12-20 10:34:50.827,2014-12-20 21:36:42.189,240,86,mammal,sentient,yellow,none,Quermian,Quermian,white,48.0
27,2014-12-20 10:53:28.795,2014-12-20 21:36:42.193,190,unknown,amphibian,sentient,blue,none,Chagria,Chagrian,blue,50.0
26,2014-12-20 10:49:21.692,2014-12-20 21:36:42.191,180,70,unknown,sentient,"black, silver",none,Kel Dor,Kel Dor,"peach, orange, red",49.0
28,2014-12-20 16:40:45.618,2014-12-20 21:36:42.195,178,unknown,insectoid,sentient,"green, hazel",none,Geonosian,Geonosian,"green, brown",11.0
29,2014-12-20 16:46:48.29,2014-12-20 21:36:42.197,180,unknown,mammal,sentient,"blue, green, red, yellow, brown, orange","black, brown",Mirialan,Mirialan,"yellow, green",51.0
30,2014-12-20 16:57:46.171,2014-12-20 21:36:42.199,180,70,reptilian,sentient,yellow,none,Clawdite,Clawdite,"green, yellow",54.0
24,2014-12-20 10:32:13.046,2014-12-20 21:36:42.188,180,unknown,unknown,sentient,orange,none,Iktotchese,Iktotchi,pink,47.0
8,2014-12-18 11:09:52.263,2014-12-20 21:36:42.153,160,unknown,amphibian,sentient,yellow,none,Mon Calamarian,Mon Calamari,"red, blue, brown, magenta",31.0
6,2014-12-15 12:27:22.877,2014-12-20 21:36:42.148,66,900,mammal,sentient,"brown, green, yellow","brown, white",Galactic basic,Yoda's species,"green, yellow",28.0
32,2014-12-20 17:31:24.838,2014-12-20 21:36:42.202,220,80,amphibian,sentient,black,none,Kaminoan,Kaminoan,"grey, blue",10.0
31,2014-12-20 17:28:28.821,2014-12-20 21:36:42.2,178,75,amphibian,sentient,yellow,none,besalisk,Besalisk,brown,55.0
33,2014-12-20 17:53:54.515,2014-12-20 21:36:42.204,unknown,unknown,mammal,sentient,unknown,none,Skakoan,Skakoan,"grey, green",56.0
34,2014-12-20 17:58:19.088,2014-12-20 21:36:42.207,190,100,mammal,sentient,black,none,Muun,Muun,"grey, white",57.0
35,2014-12-20 18:44:03.246,2014-12-20 21:36:42.209,180,94,mammal,sentient,"red, orange, yellow, green, blue, black",none,Togruti,Togruta,"red, white, orange, yellow, green, blue",58.0
36,2014-12-20 19:45:42.537,2014-12-20 21:36:42.21,170,80,reptile,sentient,yellow,none,Kaleesh,Kaleesh,"brown, orange, tan",59.0
37,2014-12-20 20:35:06.777,2014-12-20 21:36:42.212,190,700,mammal,sentient,black,none,Utapese,Pau'an,grey,12.0
7,2014-12-15 13:07:47.704,2014-12-20 21:36:42.151,200,unknown,reptile,sentient,"yellow, orange",none,Dosh,Trandoshan,"brown, green",29.0
