col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,602,1,166,464,0,0.0,-100.00%,19_001,19.0,2.0,4.0,,
Adams,283,0,0,280,0,0.0,0.00%,19_002,19.0,2.0,4.0,,
Allamakee,"1,043",2,192,982,0,0.0,-100.00%,19_003,19.0,2.0,4.0,,
Appanoose,945,0,0,804,0,0.0,0.00%,19_004,19.0,2.0,4.0,,
Audubon,459,0,0,436,0,0.0,0.00%,19_005,19.0,2.0,4.0,,
Benton,"1,801",0,0,"1,983",C,,,19_006,19.0,2.0,4.0,,
Black Hawk,"11,096",0,0,"10,447",4,38.0,,19_007,19.0,2.0,4.0,,
Boone,"1,936",1,52,"1,762",0,0.0,-100.00%,19_008,19.0,2.0,4.0,,
Bremer,"2,175",0,0,"2,086",C,,,19_009,19.0,2.0,4.0,,
Buchanan,"1,736",1,58,"1,501",C,,,19_010,19.0,2.0,4.0,,
Buena Vista,"1,852",1,54,"1,731",C,,,19_011,19.0,2.0,4.0,,
Butler,"1,098",3,273,871,0,0.0,-100.00%,19_012,19.0,2.0,4.0,,
Calhoun,801,0,0,603,0,0.0,0.00%,19_013,19.0,2.0,4.0,,
Carroll,"1,723",1,58,"1,474",C,,,19_014,19.0,2.0,4.0,,
Cass,"1,072",2,187,931,0,0.0,-100.00%,19_015,19.0,2.0,4.0,,
Cedar,"1,366",0,0,"1,243",C,,,19_016,19.0,2.0,4.0,,
Cerro Gordo,"3,526",1,28,"2,935",C,,,19_017,19.0,2.0,4.0,,
Cherokee,"1,000",0,0,775,0,0.0,0.00%,19_018,19.0,2.0,4.0,,
Chickasaw,"1,011",0,0,887,0,0.0,0.00%,19_019,19.0,2.0,4.0,,
Clarke,688,0,0,593,0,0.0,0.00%,19_020,19.0,2.0,4.0,,
Clay,"1,224",2,163,"1,080",0,0.0,-100.00%,19_021,19.0,2.0,4.0,,
Clayton,"1,399",1,71,"1,225",0,0.0,-100.00%,19_022,19.0,2.0,4.0,,
Clinton,"3,714",1,27,"3,330",C,,,19_023,19.0,2.0,4.0,,
Crawford,"1,421",0,0,"1,353",0,0.0,0.00%,19_024,19.0,2.0,4.0,,
Dallas,"2,816",3,107,"3,646",C,,,19_025,19.0,2.0,4.0,,
Davis,643,0,0,558,0,0.0,0.00%,19_026,19.0,2.0,4.0,,
Decatur,886,1,113,775,0,0.0,-100.00%,19_027,19.0,2.0,4.0,,
Delaware,"1,536",6,391,"1,317",C,,,19_028,19.0,2.0,4.0,,
Des Moines,"3,124",0,0,"2,591",0,0.0,0.00%,19_029,19.0,2.0,4.0,,
Dickinson,"1,020",0,0,970,0,0.0,0.00%,19_030,19.0,2.0,4.0,,
Dubuque,"7,075",3,42,"6,944",C,,,19_031,19.0,2.0,4.0,,
Emmet,"1,039",0,0,851,C,,,19_032,19.0,2.0,4.0,,
Fayette,"1,701",2,118,"1,522",C,,,19_033,19.0,2.0,4.0,,
Floyd,"1,200",0,0,"1,095",0,0.0,0.00%,19_034,19.0,2.0,4.0,,
Franklin,847,0,0,704,0,0.0,0.00%,19_035,19.0,2.0,4.0,,
Fremont,557,0,0,510,0,0.0,0.00%,19_036,19.0,2.0,4.0,,
Greene,779,1,128,673,0,0.0,-100.00%,19_037,19.0,2.0,4.0,,
Grundy,893,0,0,869,C,,,19_038,19.0,2.0,4.0,,
Guthrie,761,0,0,730,0,0.0,0.00%,19_039,19.0,2.0,4.0,,
Hamilton,"1,128",1,89,"1,009",0,0.0,-100.00%,19_040,19.0,2.0,4.0,,
Hancock,961,0,0,756,0,0.0,0.00%,19_041,19.0,2.0,4.0,,
Hardin,"1,737",0,0,"1,374",C,,,19_042,19.0,2.0,4.0,,
Harrison,"1,119",1,89,"1,086",0,0.0,-100.00%,19_043,19.0,2.0,4.0,,
Henry,"1,536",2,130,"1,427",0,0.0,-100.00%,19_044,19.0,2.0,4.0,,
Howard,741,1,135,645,0,0.0,-100.00%,19_045,19.0,2.0,4.0,,
Humboldt,832,0,0,624,C,,,19_046,19.0,2.0,4.0,,
Ida,586,0,0,471,0,0.0,0.00%,19_047,19.0,2.0,4.0,,
Iowa,"1,070",0,0,"1,170",C,,,19_048,19.0,2.0,4.0,,
Jackson,"1,498",1,67,"1,423",0,0.0,-100.00%,19_049,19.0,2.0,4.0,,
Jasper,"2,442",2,82,"2,398",0,0.0,-100.00%,19_050,19.0,2.0,4.0,,
Jefferson,"1,213",0,0,986,C,,,19_051,19.0,2.0,4.0,,
Johnson,"10,933",3,27,"12,090",5,41.0,50.70%,19_052,19.0,2.0,4.0,,
Jones,"1,378",0,0,"1,366",0,0.0,0.00%,19_053,19.0,2.0,4.0,,
Keokuk,864,3,347,741,C,,,19_054,19.0,2.0,4.0,,
Kossuth,"1,390",1,72,"1,090",0,0.0,-100.00%,19_055,19.0,2.0,4.0,,
Lee,"2,638",2,76,"2,369",4,169.0,122.70%,19_056,19.0,2.0,4.0,,
Linn,"13,891",7,50,"13,993",4,29.0,-43.30%,19_057,19.0,2.0,4.0,,
Louisa,874,0,0,849,0,0.0,0.00%,19_058,19.0,2.0,4.0,,
Lucas,678,0,0,641,C,,,19_059,19.0,2.0,4.0,,
Lyon,917,1,109,842,0,0.0,-100.00%,19_119,19.0,2.0,4.0,,
Madison,"1,031",1,97,"1,077",0,0.0,-100.00%,19_121,19.0,2.0,4.0,,
Mahaska,"1,717",0,0,"1,500",0,0.0,0.00%,19_123,19.0,2.0,4.0,,
Marion,"2,591",0,0,"2,652",C,,,19_125,19.0,2.0,4.0,,
Marshall,"2,889",0,0,"2,680",C,,,19_127,19.0,2.0,4.0,,
Mills,"1,100",2,182,"1,079",0,0.0,-100.00%,19_129,19.0,2.0,4.0,,
Mitchell,785,0,0,811,0,0.0,0.00%,19_131,19.0,2.0,4.0,,
Monona,671,1,149,579,0,0.0,-100.00%,19_133,19.0,2.0,4.0,,
Monroe,558,0,0,501,0,0.0,0.00%,19_135,19.0,2.0,4.0,,
Montgomery,820,0,0,720,C,,,19_137,19.0,2.0,4.0,,
Muscatine,"3,102",0,0,"3,008",0,0.0,0.00%,19_139,19.0,2.0,4.0,,
O'Brien,"1,198",1,83,924,0,0.0,-100.00%,19_141,19.0,2.0,4.0,,
Osceola,514,0,0,502,0,0.0,0.00%,19_143,19.0,2.0,4.0,,
Page,"1,254",1,80,"1,090",C,,,19_145,19.0,2.0,4.0,,
Palo Alto,914,1,109,654,0,0.0,-100.00%,19_147,19.0,2.0,4.0,,
Plymouth,"2,101",1,48,"1,772",C,,,19_149,19.0,2.0,4.0,,
Pocahontas,633,1,158,541,0,0.0,-100.00%,19_151,19.0,2.0,4.0,,
Polk,"25,121",11,44,"26,759",10,37.0,-14.70%,19_153,19.0,2.0,4.0,,
Pottawattamie,"6,672",2,30,"6,248",5,80.0,167.00%,19_155,19.0,2.0,4.0,,
Poweshiek,"1,626",1,62,"1,616",C,,,19_157,19.0,2.0,4.0,,
Ringgold,430,0,0,298,0,0.0,0.00%,19_159,19.0,2.0,4.0,,
Sac,830,0,0,662,C,,,19_161,19.0,2.0,4.0,,
