col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"3,193",295,9.20%,"3,604",507,14.10%,52.30%,19_001,19.0,2.0,4.0,,
Adams,"1,821",223,12.20%,"1,971",336,17.00%,39.20%,19_002,19.0,2.0,4.0,,
Allamakee,"6,527",787,12.10%,"6,610",970,14.70%,21.70%,19_003,19.0,2.0,4.0,,
Appanoose,"5,786",936,16.20%,"5,738","1,208",21.10%,30.10%,19_004,19.0,2.0,4.0,,
Audubon,"2,885",337,11.70%,"2,820",387,13.70%,17.50%,19_005,19.0,2.0,4.0,,
Benton,"11,032",927,8.40%,"12,352","1,338",10.80%,28.90%,19_006,19.0,2.0,4.0,,
Black Hawk,"55,541","7,144",12.90%,"57,917","9,234",15.90%,24.00%,19_007,19.0,2.0,4.0,,
Boone,"11,398","1,029",9.00%,"11,968","1,406",11.70%,30.10%,19_008,19.0,2.0,4.0,,
Bremer,"10,789",772,7.20%,"10,628",949,8.90%,24.80%,19_009,19.0,2.0,4.0,,
Buchanan,"9,727",962,9.90%,"9,406","1,161",12.30%,24.80%,19_010,19.0,2.0,4.0,,
Buena Vista,"8,929","1,148",12.90%,"9,208","1,625",17.60%,37.30%,19_011,19.0,2.0,4.0,,
Butler,"7,205",661,9.20%,"6,750",772,11.40%,24.70%,19_012,19.0,2.0,4.0,,
Calhoun,"5,156",562,10.90%,"4,784",638,13.30%,22.40%,19_013,19.0,2.0,4.0,,
Carroll,"10,652","1,002",9.40%,"10,251","1,209",11.80%,25.40%,19_014,19.0,2.0,4.0,,
Cass,"6,961",892,12.80%,"6,707","1,137",17.00%,32.30%,19_015,19.0,2.0,4.0,,
Cedar,"7,885",608,7.70%,"8,612",943,10.90%,42.00%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"21,242","2,466",11.60%,"21,201","3,122",14.70%,26.80%,19_017,19.0,2.0,4.0,,
Cherokee,"6,024",617,10.20%,"5,902",807,13.70%,33.50%,19_018,19.0,2.0,4.0,,
Chickasaw,"6,282",657,10.50%,"5,970",742,12.40%,18.80%,19_019,19.0,2.0,4.0,,
