col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
1,,,Island,,Island of Zanzibar,,household,Geographic Loaction,,Island name,"Unguja, Pemba",Variable,Geographic Loaction,,
2,,,ID,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,participant,Participant,,Unique participant ID,,Variable,Participant,,
3,,,Study_arm,http://purl.obolibrary.org/obo/EUPATH_0015457,Study arm,Abbreviation refers to randomization group. Villages were randomized into one of three arms and given different treatment regimens. Refer to study page for more detail.,Participant,Study Details,,Study arm,"MDA, MDA+Snail, MDA+Behavior",Variable,Study details,,
4,,,Year,http://purl.obolibrary.org/obo/EUPATH_0010374,Study year,,Participant,Study Details,,Year of data collection,"2011, 2012, 2013, 2014, 2015, 2016, 2017",Variable,Study details,,
5,,,School,,School ,,Household,Geographic Loaction,,Name of school,,Variable,Geographic Loaction,,
6,,,Shehia,,Shehia of school,,Household,Geographic Loaction,,Location of school,,Variable,Geographic Loaction,,
7,,,Sex,http://purl.obolibrary.org/obo/PATO_0000047,Sex of participant,,participant,Participant,,Sex,"F = female, M = male",Variable,Participant,,
8,,,Age,http://purl.obolibrary.org/obo/EUPATH_0000120,Age of participant in years,,participant,Participant,,Age (years),,Variable,Participant,,
9,,,Standard,,Grade in school at enrollment,,Participant,Participant,,Grade in school when child was enrolled,,Variable,Participant,,
10,,,Vis_haem,,Visible macrohematuria,,sample,Sample,,Visible macrohaemturia,"1, 2, 3, 4, 5, 6 in line with colour chart",Variable,Sample,,
11,,,Haemastix_haem,,Microhematuria ,Microhematuria evaluated via hemastix dipsticks,sample,Sample,,"Microhaematuria, determined by Haemastix dipsticks","0=negative, 1= positive, 2= positive, 3=positive, 4=trace",Variable,Sample,,
12,,,UF_Sh,http://purl.obolibrary.org/obo/EUPATH_0030124,Number of S. haematobium eggs ,Number of Schistosoma haematobium eggs calculated per 10 ml urine,sample,Sample,,Number of  schistosoma haematobium eggs in 10 ml from one filter/slide from a urine sample,,Variable,Sample,,
13,,,Sh_binary,http://purl.obolibrary.org/obo/EUPATH_0030123,"Schistosoma haematobium, by microscopy","Presence or absence of Schistosoma haematobium eggs in study participant,  based on detection the urine sample",sample,sample,,"Presence or absence of Schistosoma haematobium eggs in study participant,  based on detection the urine sample","1= Positive, 0 = Negative",Variable,Sample,,
