col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
1,153080620724,Donald J. Trump,"Thank you Bangor, Maine! Get out & ",,,,,,,
2,153080620724,Donald J. Trump,"The MOVEMENT in Portsmouth, New Hampshire w/ 7K supporters. THANK YOU! This is the biggest election of our lifetime- get out & VOTE on 11/8!",2016-10-15T18:39:48+0000,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10157898932735725/?type=3,153080620724_10157898932735725,41309.0,4534.0,3584.0
3,153080620724,Donald J. Trump,Truth is a beautiful weapon.,2016-10-15T18:30:03+0000,link,https://twitter.com/teamtrump/status/787125285401624576,153080620724_10157898005790725,86679.0,5056.0,25884.0
4,153080620724,Donald J. Trump,"Join Me Live In Portsmouth, NH!",2016-10-15T16:15:29+0000,video,https://www.facebook.com/DonaldTrump/videos/10157897808825725/,153080620724_10157897808825725,104546.0,194355.0,26788.0
5,153080620724,Donald J. Trump,Executive privilege to hide ,,,,,,,
6,153080620724,Donald J. Trump,Hillary Clinton should have been prosecuted and should be in jail. Instead she is running for president in what looks like a rigged election!,2016-10-15T14:44:55+0000,status,,153080620724_10157897460115725,138098.0,11651.0,13067.0
7,153080620724,Donald J. Trump,"THANK YOU TRUMP WOMENS TOUR! 
",,,,,,,
8,153080620724,Donald J. Trump,"This election is being rigged by the media pushing false and unsubstantiated charges, and outright lies, in order to elect Crooked Hillary!",2016-10-15T11:50:21+0000,status,,153080620724_10157896588615725,191377.0,20738.0,23097.0
9,153080620724,Donald J. Trump,"Thank you Charlotte, North Carolina! We are going to have an AMAZING victory on November 8th...because this is all about the people! ",,,,,,,
10,153080620724,Donald J. Trump,"Watch DJT Live From Charlotte, NC!",2016-10-14T22:35:08+0000,video,https://www.facebook.com/DonaldTrump/videos/10157892700000725/,153080620724_10157892700000725,97737.0,196507.0,30850.0
