col0,col1,col2,col3,col4,col5,col6
1,30570238,LA MERCreme de la Mer,300.264,Creme,enim,Ut ducimus et a modi neque quae. Atque voluptatem labore eos a corporis vel sed. 
2,66949510,"DRUNK ELEPHANT
Protini Polypeptide Cream",90.34,Cream,non,Rerum cum architecto nihil sint. Quae animi in est et.
3,35789611,"SKII
Facial Treatment Essence",71.373,Essence,aut,Facere molestias aperiam sit sit. Id ea suscipit corrupti qui quisquam eaque corporis.
4,11124641,"GLOW RECIPE 
Watermelon Glow Sleeping Mask",83.545745,Mask,doloribus,Minima et quibusdam enim suscipit voluptas sit vel quia. 
5,61226098,"TATCHA 
The Water Cream",28.80098194,Cream,consequatur,Eos molestiae accusamus et maxime est atque est. Amet exercitationem voluptas ad tempore odit. 
6,92310469,ESTEE LAUDER Night Repair Synchronized ,74.3274,Cream,commodi,Consequatur hic quia quo provident ad. Quia ea incidunt et.
7,31886222,"FRESH
Soy Face Cleanser",60.21601646,Cleanser,quis,Rerum cupiditate corrupti quo totam.
8,1286427,"
FENTY BEAUTY BY RIHANNA
Pro Filt'r Soft Matte Foundation",40.88,Foundation,veniam,Sed nostrum maiores dolorem. Voluptas molestias at est sint velit enim. 
9,46736420,"FENTY BEAUTY BY RIHANNA
Full-Bodied Foundation Brush 110",50.67,Brush,quaerat,Sunt ut eos rerum omnis. Dolor sapiente id blanditiis ut quaerat est.
10,9139077,"HUDA BEAUTY
Desert Dusk Eyeshadow Palette",77288272.04,Makeup,ipsa,Quisquam laborum dolor in voluptas optio rerum et. Iure aut quos voluptatem architecto.
11,85242487,"LAURA MERCIER
Translucent Loose Setting Powder",0.0,Makeup,alias,Enim aut non est labore aperiam harum et iste. Mollitia rerum tempore ut unde. 
12,90060236,"KAT VON D
Tattoo Liner",1992148.105,Makeup,aut,Nihil error pariatur ut neque. Perspiciatis voluptas nostrum cupiditate neque dolore et nihil. 
13,22339355,"TOO FACED
Better Than Sex Mascara",1157964.68,Mascara,est,Eos dolorem voluptatem nemo dolorem. Nulla quia enim ipsam itaque nihil. 
14,68045494,"URBAN DECAY
All Nighter Makeup Setting Spray
",1.561152461,Makeup,dolores,Est exercitationem aut odit veritatis beatae ut rem dolorem. 
15,5985753,"KAT VON D
Everlasting Liquid Lipstick",38.07051633,Lipstick,architecto,Rerum rerum aut pariatur fuga accusamus nemo tenetur. 
16,99605827,"TOO FACED
Born This Way Foundation",78.97,Foundation,sed,Ullam alias vitae in nulla. Facere officia iusto quia. Cupiditate optio ea rerum qui. 
17,31213745,"TOO FACED
Hangover Replenishing Face Primer",0.8686898,Primer,nostrum,Impedit sed consequuntur commodi rerum molestiae ratione quos. 
