col0,col1,col2
 اختصاصات متفرقة, اختصاصات متفرقة,125
 اختصاصات متفرقة, متفرق - عام,1
 اختصاصات متفرقة, هندسة ادارية,25
 اختصاصات متفرقة, هندسة الرصد الجوي,1
 اختصاصات متفرقة, هندسة الطيران,39
 اختصاصات متفرقة, هندسة الملاحة الجوية,9
 اختصاصات متفرقة, هندسة بحرية,25
 الهندسة الزراعية, الهندسة الزراعية,3006
 الهندسة الزراعية, هندسة زراعية-عام,96
 الهندسة الصناعية والكيميائية والبترولية, الصناعات البتروكيماوية,27
 الهندسة الصناعية والكيميائية والبترولية, الصناعات الغذائية,24
 الهندسة الصناعية والكيميائية والبترولية, الصناعات الكيميائية,171
 الهندسة الصناعية والكيميائية والبترولية, الصناعات المعدنية,31
 الهندسة الصناعية والكيميائية والبترولية, الهندسة الصناعية والكيميائية والبترولية,799
 الهندسة الصناعية والكيميائية والبترولية, صناعات النسيج,4
 الهندسة الصناعية والكيميائية والبترولية, صناعات مواد البناء,16
 الهندسة الصناعية والكيميائية والبترولية, هندسة البترول,71
 الهندسة الصناعية والكيميائية والبترولية, هندسة صناعية-كيميائية-بترول-عام,159
 الهندسة الكهربائية, الهندسة الكهربائية,10566
 الهندسة الكهربائية, تقنيات الهندسة الطبية,63
 الهندسة الكهربائية, تمديدات كهربائية للمباني,4189
 الهندسة الكهربائية, شبكات التوزيع,188
 الهندسة الكهربائية, ضغط عالي,114
 الهندسة الكهربائية, ضغط منخفض,131
 الهندسة الكهربائية, كهرباء-عام,593
 الهندسة الكهربائية, نقل القدرة,56
 الهندسة الكهربائية, هندسة الاتصالات,519
 الهندسة الكهربائية, هندسة الكترونية وكمبيوتر,5108
 الهندسة الكهربائية, هندسة المواصلات,508
 الهندسة المدنية, الجيوديزيا والجغرافيا,349
 الهندسة المدنية, الهندسة المدنية,7055
 الهندسة المدنية, انشاءات معدنية,27
 الهندسة المدنية, انشائي,2798
 الهندسة المدنية, تعبئة المياه وتوزيعها,12
 الهندسة المدنية, تنقية ومعالجة المياه,65
 الهندسة المدنية, جسور,101
 الهندسة المدنية, خرسانة مسبقة الاجهاد,31
 الهندسة المدنية, ري وصرف,15
 الهندسة المدنية, سكك حديدية,2
 الهندسة المدنية, طرق,97
 الهندسة المدنية, مجاري,10
 الهندسة المدنية, مدني-عام,6844
 الهندسة المدنية, مطارات,11
 الهندسة المدنية, معالجة النفايات,11
 الهندسة المدنية, موانىء,5
 الهندسة المدنية, ميكانيك التربة,65
 الهندسة المدنية, نقل,74
 الهندسة المدنية, هيدروليكا,44
 الهندسة المعمارية, الهندسة المعمارية,4921
 الهندسة المعمارية, تخطيط مدني,57
 الهندسة المعمارية, مباني,2601
 الهندسة المعمارية, معماري-عام,4449
 الهندسة الميكانيكية, الهندسة الميكانيكية,5100
 الهندسة الميكانيكية, تدفئة وتبريد وتهوية وتكييف,1580
 الهندسة الميكانيكية, صناعة ميكانيكية,2577
 الهندسة الميكانيكية, قوى,177
 الهندسة الميكانيكية, ميكانيك -عام,184
 هندسة المناجم والتعدين والهندسة الجيولوجية, مناجم-تعدين-جيولوجيا-عام,3
 هندسة المناجم والتعدين والهندسة الجيولوجية, هندسة الجيولوجية,5
 هندسة المناجم والتعدين والهندسة الجيولوجية, هندسة المناجم والتعدين,7
 هندسة المناجم والتعدين والهندسة الجيولوجية, هندسة المناجم والتعدين والهندسة الجيولوجية,8
