col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
SCO3190 ,ACTdiff,act[c]  <=>  act[e] ,facilitated diffusion,True,-1000,1000,"Literature( Wang CX at al, 2007, Journal of Basic Microbiology)",Membrane transport, Actinorhodin transport by facilitated diffusion
SCO2539,FEt,fe2[e] + gtp[c] + h2o[c]  -> fe2[c] + gdp[c] + pi[c]  + h[c],faciliatted diffusion,False,0,1000,KEGG,Inorganic Ion Transport and metabolism, GTP driven iron (II) transport
SCO2276,FeHemu,hemeO[c] + atp[c] + h2o[c] + fe2[e]  ->  hemeA[c] + adp[c] + pi[c] + fe2[c],facilitated diffusion,False,0,1000,KEGG,Membrane transport, Iron (II) coupled Heme transport
SCO2277 and SCO3963,Fe2,fe2[e]  ->  fe2[c],faccilitated diffusion,False,0,1000,"100% identity on protein homology with S. sp. 2114.2, .2221.1, .19",Inorganic Ion Transport and metabolism, Facilitated diffusion of iron (II)
SCO4104 or SCO5481,AMEt,amet[c] + ca2[e]  + h2o[c] + atp[c]  ->  amet[c] + ca2[c] + adp[c] + pi[c] + h[c],ABC,False,0,1000,"Literatue (Yazawa M et al., Nature, 2007)",Membrane transport, Transport of S-Adenosyl-L-methionine via ABC system
SCO6990,CHLNAt1,na1[e] + chol[e]  -> na1[c] + chol[c] ,sodium symport,False,0,1000,"KEGG and 90% identity on protein homology with 45 Streptomyces strains (e.g. S sp. HKIO576, S.sp. W112,...)",Inorganic Ion Transport and metabolism, Choline transport via sodium symport
SCO2630,BTNt,h2o[c] + atp[c] + btn[e]  ->  h[c] + adp[c] + pi[c] + btn[c] ,ABC,False,0,1000,"TransportDB and 100% identity  on protein homology with 5 Streptomyces straibs (e.g. S. lividans TK24, S.sp. 2221.1,...)",Membrane transport, Biotin transport via ABC system
SCO1710,CITt2,h[e] + cit[e]  ->  h[c] + cit[c] ,proton symport,False,0,1000,"KEGG and TransportDB and 90% identity on protein homology with 46 Streptomyces strains (e.g. S. sp. 111WW2, S.coelicoflavus ZG0656)",Membrane transport, Citrate transport via proton symport
SCO4329 and SCO4446 and SCO4451 and SCO4641 ,LCTSt,h[e] +  lcts[e]  ->  h[c] +  lcts[c] ,proton symport,False,0,1000,KEGG ,Membrane transport, Lactose transport via proton symport
SCO6384,THMmfs,thm[e] + h[e]  <=>  thm[c] + h[c],proton symport,True,-1000,1000,KEGG ,Membrane transport, Thiamine transport via proton symport
SCO0290  and SCO7165,RAFFINabc ,h2o[c] + atp[c] + raffin[e]  ->  h[c] + raffin[c] + adp[c] + pi[c],ABC,False,0,1000,KEGG,Membrane transport, Raffinose transport via ABC system
(SCO0290 and SCO7165) or SCO1707,MELIBabc,h2o[c] + atp[c] + melib[e]  ->  h[c] + melib[c] + adp[c] + pi[c] ,ABC,False,0,1000,KEGG,Membrane transport, Melibiose transport via ABC system
SCO1344 or SCO1655 or SCO6644 or SCO7563 ,GTHOXabc,gthox[e] + h2o[c] + atp[c]  ->  gthox[c] + h[c] + adp[c] + pi[c],ABC,False,0,1000,TransportDB,Membrane transport, Oxidized glutathione 
SCO1840 or SCO6047 or SCO2677 or SCO6512 or SCO6742 or SCO5009,HEMabc,hemeO[e] + h2o[c] + atp[c] -> hemeO[c] + adp[c] + h[c] + pi[c],ABC,False,0,1000,KEGG,Membrane transport,Heme transport via ABC system
SCO1922 or SCO1924 or SCO1925 ,SUFBCDabc,sufbcd_2fe2s2[e] + atp[c] + h2o[c]  ->  sufbcd_2fe2s2[c] + adp[c] + h[c] + pi[c],ABC,False,0,1000,KEGG and TransportDB ,Membrane transport,ABC system transport of SufBCD with two bound [2Fe-2S] clusters
SCO1922 or SCO1924 or SCO1925 ,SUFBCD4abc,sufbcd_4fe4s[e] + atp[c] + h2o[c] -> sufbcd_4fe4s[c] + adp[c] + h[c] + pi[c],ABC,False,0,1000,KEGG and TransportDB,Membrane transport,ABC system transport of SufBCD with bound [4Fe-4S] cluster
(SCO2324 or SCO5958 or SCO5959 or SCO5960 or SCO6720 ) and SCO2323 and SCO2325,COBALTabc,cobalt2[e] + atp[c] + h2o[c]  ->  cobalt2[c] + adp[c] + h[c] + pi[c],ABC,False,0,1000,KEGG and transportDB,Inorganic Ion Transport and metabolism,Cobalt transport via ABC system
SCO0636 or SCO2463 or SCO2763  or SCO6683 or SCO6684 or SCO6295,ACTabc,act[c] + h2o[c] + atp[c]  ->  act[e] + adp[c] + h[c] + pi[c],ABC,False,0,1000,KEGG,Membrane transport,Actinorhodin transport via ABC system
SCO4475,FICYTabc,h2o[c] + atp[c]  + ficytc[c]  -> h[c] +  ficytc[e] +  adp[c] +  pi[c],ABC,False,0,1000,"KEGG and 100% identity on protein homology with 5 Streptomyces strains (e.g. S. lividans TK24, S. sp. 2114.2,...)",Membrane transport,Ferricytochrome transport via ABC system
SCO5598,SERabc,ser__L[e]  +  h2o[c] + atp[c]  ->  ser__L[c]  +  adp[c]  +  h[c]  + pi[c],ABC,False,0,1000,KEGG,Membrane transport, Serine transport via ABC system
SCO2128,ASO3abc,aso3[e] + h2o[c] + atp[c]  ->  aso3[c] + adp[c] + h[c] + pi[c],ABC,False,0,1000,"KEGG and 100% identity on protein homology with e.g. S.sp. 2221.1, S. sp. 2114.2, S.sp. 19",Membrane transport,Arsenite influx via ABC system
SCO0295,MMYAt,mmyA[e]+ h[c]  <=>  h[c]+ mmyA[c],proton antiport,True,-1000,1000,"KEGG and 90% identity on protein homology with e.g. S. sp. 2114.2, S.sp. 2221.1, S. sp. 19",Membrane transport,Methylenomycin A transport via proton antiport  
SCO0295,MMYBt,mmyB[e]+ h[c]  <=>  h[c]+ mmyB[c],proton antiport,True,-1000,1000,"KEGG and 90% identity on protein homology with e.g. S. sp. 2114.2, S.sp. 2221.1, S. sp. 19",Membrane transport,Methylenomycin B transport via proton antiport  
SCO0242 or SCO6122,CATECHOLt,catechol[e]  <=>  catechol[c] ,faccilitated diffusion,True,-1000,1000,"100% identity on protein homology with 4 Streptomyces species (e.g. S. sp. 2114.2, S.sp.2221.1, S.sp.111WW2, S.sp. 19)",Membrane transport,Catechol transport via facilitated diffusion
