col0,col1,col2
5,event_in_days,1966
19,event_time,1806
10,previous_lecture_tag,1759
36,user_cum_correctness,1710
22,event_lag_time,1364
20,shift_event_time,1284
3,prior_question_elapsed_time,1278
45,content_correctness,1273
21,shift_elapsed_time,1114
28,bundle_lag_time,1103
0,user_id,1052
29,question_bundle_id,1038
37,user_correct_cumsum,1012
52,tag_count_wise_id,967
6,event_in_hours,956
1,content_id,834
40,explanation_mean,810
23,lag_time,790
61,bundle_std,739
2,task_container_id,700
38,user_correct_cumcount,671
56,percentage_correct,550
59,task_percentage_correct,540
44,content_sum,520
58,bundle_right,453
41,explanation_cumsum,447
43,content_count,431
62,bundle_correctness,379
50,bundle_id,355
54,wrong,352
57,bundle_wrong,338
60,bundle_sum,280
53,number_of_tags,234
42,attempt_no,224
55,right,200
24,question_answered_late,148
64,part_sum,146
32,has_above_average_lag_time_for_the_question,132
34,has_above_user_average_time_to_answer,101
65,part_std,89
33,has_above_average_shift_elpased_time_for_the_question,88
13,has_seen_same_tag_as_lecture,83
11,previous_lecture_part,63
27,has_more_than_average_bundle_time,55
66,part_correctness,50
25,event_time_greater_than_average,43
51,part,32
35,has_above_user_average_time_for_event,29
14,has_seen_same_part_as_lecture,28
26,question_took_more_than_average_user_time,21
17,has_tag_common_with_part_dict,20
15,has_part_common_with_type_of,12
12,has_seen_lecture_before,12
39,has_seen_question_explanation,10
16,has_tag_common_with_type_of,9
4,prior_question_had_explanation,5
18,has_type_of_common_with_part_dict,4
63,part_test_listening,1
7,prior_minutes,1
8,intro_section,1
69,part_test_listening_correctness,0
68,part_test_listening_std,0
67,part_test_listening_sum,0
48,user_correct_count,0
9,retention,0
49,hmean_user_content_accuracy,0
30,question_has_above_average_correctness,0
31,tag_has_above_average_correctness,0
46,user_correctness,0
47,user_correct_sum,0
70,luckily_answered_correctly,0
